38.876401;-9.081410;600.000000
38.876399;-9.081414;600.000000
38.876396;-9.081418;600.000000
38.876394;-9.081421;600.000000
38.876392;-9.081425;600.000000
38.876390;-9.081428;600.000000
38.876387;-9.081432;600.000000
38.876385;-9.081435;600.000000
38.876383;-9.081439;600.000000
38.876380;-9.081442;600.000000
38.876378;-9.081446;600.000000
38.876376;-9.081449;600.000000
38.876373;-9.081453;600.000000
38.876371;-9.081456;600.000000
38.876368;-9.081460;600.000000
38.876366;-9.081464;600.000000
38.876364;-9.081468;600.000000
38.876362;-9.081471;600.000000
38.876359;-9.081475;600.000000
38.876357;-9.081478;600.000000
38.876355;-9.081482;600.000000
38.876352;-9.081485;600.000000
38.876350;-9.081489;600.000000
38.876348;-9.081493;600.000000
38.876345;-9.081497;600.000000
38.876342;-9.081501;600.000000
38.876340;-9.081505;600.000000
38.876338;-9.081508;600.000000
38.876336;-9.081512;600.000000
38.876334;-9.081516;600.000000
38.876332;-9.081519;600.000000
38.876329;-9.081523;600.000000
38.876327;-9.081527;600.000000
38.876325;-9.081531;600.000000
38.876322;-9.081535;600.000000
38.876320;-9.081539;600.000000
38.876317;-9.081542;600.000000
38.876314;-9.081546;600.000000
38.876312;-9.081549;600.000000
38.876310;-9.081553;600.000000
38.876308;-9.081556;600.000000
38.876306;-9.081560;600.000000
38.876304;-9.081564;600.000000
38.876301;-9.081568;600.000000
38.876299;-9.081571;600.000000
38.876297;-9.081575;600.000000
38.876294;-9.081578;600.000000
38.876292;-9.081582;600.000000
38.876289;-9.081585;600.000000
38.876286;-9.081589;600.000000
38.876284;-9.081592;600.000000
38.876282;-9.081596;600.000000
38.876280;-9.081600;600.000000
38.876278;-9.081604;600.000000
38.876276;-9.081608;600.000000
38.876273;-9.081611;600.000000
38.876271;-9.081615;600.000000
38.876269;-9.081618;600.000000
38.876266;-9.081622;600.000000
38.876264;-9.081626;600.000000
38.876261;-9.081630;600.000000
38.876258;-9.081634;600.000000
38.876256;-9.081637;600.000000
38.876254;-9.081641;600.000000
38.876252;-9.081644;600.000000
38.876250;-9.081648;600.000000
38.876248;-9.081651;600.000000
38.876245;-9.081655;600.000000
38.876243;-9.081659;600.000000
38.876241;-9.081663;600.000000
38.876238;-9.081667;600.000000
38.876235;-9.081670;600.000000
38.876233;-9.081674;600.000000
38.876230;-9.081677;600.000000
38.876228;-9.081681;600.000000
38.876226;-9.081684;600.000000
38.876224;-9.081688;600.000000
38.876222;-9.081691;600.000000
38.876220;-9.081695;600.000000
38.876218;-9.081699;600.000000
38.876215;-9.081703;600.000000
38.876213;-9.081706;600.000000
38.876210;-9.081710;600.000000
38.876207;-9.081713;600.000000
38.876205;-9.081717;600.000000
38.876202;-9.081720;600.000000
38.876200;-9.081724;600.000000
38.876198;-9.081728;600.000000
38.876196;-9.081732;600.000000
38.876194;-9.081736;600.000000
38.876192;-9.081740;600.000000
38.876190;-9.081743;600.000000
38.876187;-9.081747;600.000000
38.876185;-9.081751;600.000000
38.876182;-9.081754;600.000000
38.876179;-9.081758;600.000000
38.876177;-9.081762;600.000000
38.876174;-9.081766;600.000000
38.876172;-9.081770;600.000000
38.876170;-9.081774;600.000000
38.876168;-9.081777;600.000000
