time;position;tas;heading_angle;climb_angle;
30339.618100s;57°8'4.243164"N 11°7'54.135582"E 30000.00ft;700.0km/h;176.13°;0.00°;
30391.046672s;57°2'41.685679"N 11°8'34.216610"E 30000.00ft;700.0km/h;176.14°;0.00°;
30442.475243s;56°57'19.124634"N 11°9'14.104176"E 30000.00ft;700.0km/h;176.15°;0.00°;
30493.903814s;56°51'56.560061"N 11°9'53.799868"E 30000.00ft;700.0km/h;176.16°;0.00°;
30545.332386s;56°46'33.991987"N 11°10'33.305253"E 30000.00ft;700.0km/h;176.17°;0.00°;
30596.760957s;56°41'11.420442"N 11°11'12.621887"E 30000.00ft;700.0km/h;176.17°;0.00°;
30648.189529s;56°35'48.845453"N 11°11'51.751305"E 30000.00ft;700.0km/h;176.18°;0.00°;
30699.618100s;56°30'26.267048"N 11°12'30.695028"E 30000.00ft;700.0km/h;176.19°;0.00°;
30751.046672s;56°25'3.685256"N 11°13'9.454560"E 30000.00ft;700.0km/h;176.20°;0.00°;
30802.475243s;56°19'41.100104"N 11°13'48.031388"E 30000.00ft;700.0km/h;176.21°;0.00°;
30853.903814s;56°14'18.511619"N 11°14'26.426986"E 30000.00ft;700.0km/h;176.22°;0.00°;
30905.332386s;56°8'55.919828"N 11°15'4.642810"E 30000.00ft;700.0km/h;176.23°;0.00°;
30956.760957s;56°3'33.324757"N 11°15'42.680301"E 30000.00ft;700.0km/h;176.24°;0.00°;
31008.189529s;55°58'10.726432"N 11°16'20.540887"E 30000.00ft;700.0km/h;176.25°;0.00°;
31059.618100s;55°52'48.124881"N 11°16'58.225978"E 30000.00ft;700.0km/h;176.26°;0.00°;
31111.046672s;55°47'25.520127"N 11°17'35.736972"E 30000.00ft;700.0km/h;176.26°;0.00°;
31162.475243s;55°42'2.912198"N 11°18'13.075250"E 30000.00ft;700.0km/h;176.27°;0.00°;
31213.903814s;55°36'40.301117"N 11°18'50.242180"E 30000.00ft;700.0km/h;176.28°;0.00°;
31265.332386s;55°31'17.686911"N 11°19'27.239118"E 30000.00ft;700.0km/h;176.29°;0.00°;
31316.760957s;55°25'55.069603"N 11°20'4.067401"E 30000.00ft;700.0km/h;176.30°;0.00°;
31368.189529s;55°20'32.449219"N 11°20'40.728356"E 30000.00ft;700.0km/h;176.31°;0.00°;
31419.618100s;55°15'9.825782"N 11°21'17.223296"E 30000.00ft;700.0km/h;176.32°;0.00°;
31471.046672s;55°9'47.199316"N 11°21'53.553519"E 30000.00ft;700.0km/h;176.32°;0.00°;
31522.475243s;55°4'24.569844"N 11°22'29.720312"E 30000.00ft;700.0km/h;176.33°;0.00°;
31573.903814s;54°59'1.937392"N 11°23'5.724946"E 30000.00ft;700.0km/h;176.34°;0.00°;
31625.332386s;54°53'39.301981"N 11°23'41.568681"E 30000.00ft;700.0km/h;176.35°;0.00°;
31676.760957s;54°48'16.663634"N 11°24'17.252765"E 30000.00ft;700.0km/h;176.36°;0.00°;
31728.189529s;54°42'54.022375"N 11°24'52.778431"E 30000.00ft;700.0km/h;176.36°;0.00°;
31779.618100s;54°37'31.378225"N 11°25'28.146902"E 30000.00ft;700.0km/h;176.37°;0.00°;
31831.046672s;54°32'8.731207"N 11°26'3.359387"E 30000.00ft;700.0km/h;176.38°;0.00°;
31882.475243s;54°26'46.081344"N 11°26'38.417082"E 30000.00ft;700.0km/h;176.39°;0.00°;
31933.903814s;54°21'23.428656"N 11°27'13.321175"E 30000.00ft;700.0km/h;176.40°;0.00°;
31985.332386s;54°16'0.773166"N 11°27'48.072838"E 30000.00ft;700.0km/h;176.40°;0.00°;
32036.760957s;54°10'38.114895"N 11°28'22.673233"E 30000.00ft;700.0km/h;176.41°;0.00°;
32088.189529s;54°5'15.453864"N 11°28'57.123510"E 30000.00ft;700.0km/h;176.42°;0.00°;
32139.618100s;53°59'52.790095"N 11°29'31.424809"E 30000.00ft;700.0km/h;176.43°;0.00°;
32191.046672s;53°54'30.123607"N 11°30'5.578257"E 30000.00ft;700.0km/h;176.44°;0.00°;
32242.475243s;53°49'7.454421"N 11°30'39.584971"E 30000.00ft;700.0km/h;176.44°;0.00°;
32293.903814s;53°43'44.782558"N 11°31'13.446056"E 30000.00ft;700.0km/h;176.45°;0.00°;
32345.332386s;53°38'22.108038"N 11°31'47.162607"E 30000.00ft;700.0km/h;176.46°;0.00°;
32396.760957s;53°32'59.430881"N 11°32'20.735709"E 30000.00ft;700.0km/h;176.47°;0.00°;
32448.189529s;53°27'36.751107"N 11°32'54.166434"E 30000.00ft;700.0km/h;176.47°;0.00°;
32499.618100s;53°22'14.068734"N 11°33'27.455845"E 30000.00ft;700.0km/h;176.48°;0.00°;
32551.046672s;53°16'51.383784"N 11°34'0.604996"E 30000.00ft;700.0km/h;176.49°;0.00°;
32602.475243s;53°11'28.696274"N 11°34'33.614929"E 30000.00ft;700.0km/h;176.50°;0.00°;
32653.903814s;53°6'6.006223"N 11°35'6.486675"E 30000.00ft;700.0km/h;176.50°;0.00°;
32705.332386s;53°0'43.313652"N 11°35'39.221258"E 30000.00ft;700.0km/h;176.51°;0.00°;
32756.760957s;52°55'20.618577"N 11°36'11.819691"E 30000.00ft;700.0km/h;176.52°;0.00°;
32808.189529s;52°49'57.921019"N 11°36'44.282975"E 30000.00ft;700.0km/h;176.53°;0.00°;
32859.618100s;52°44'35.220994"N 11°37'16.612105"E 30000.00ft;700.0km/h;176.53°;0.00°;
32911.046672s;52°39'12.518521"N 11°37'48.808064"E 30000.00ft;700.0km/h;176.54°;0.00°;
32962.475243s;52°33'49.813618"N 11°38'20.871826"E 30000.00ft;700.0km/h;176.55°;0.00°;
33013.903814s;52°28'27.106303"N 11°38'52.804357"E 30000.00ft;700.0km/h;176.55°;0.00°;
33065.332386s;52°23'4.396593"N 11°39'24.606613"E 30000.00ft;700.0km/h;176.56°;0.00°;
33116.760957s;52°17'41.684506"N 11°39'56.279540"E 30000.00ft;700.0km/h;176.57°;0.00°;
33168.189529s;52°12'18.970059"N 11°40'27.824077"E 30000.00ft;700.0km/h;176.58°;0.00°;
33219.618100s;52°6'56.253269"N 11°40'59.241153"E 30000.00ft;700.0km/h;176.58°;0.00°;
33271.046672s;52°1'33.534153"N 11°41'30.531688"E 30000.00ft;700.0km/h;176.59°;0.00°;
33322.475243s;51°56'10.812727"N 11°42'1.696595"E 30000.00ft;700.0km/h;176.60°;0.00°;
33373.903814s;51°50'48.089009"N 11°42'32.736775"E 30000.00ft;700.0km/h;176.60°;0.00°;
33425.332386s;51°45'25.363015"N 11°43'3.653125"E 30000.00ft;700.0km/h;176.61°;0.00°;
33476.760957s;51°40'2.634761"N 11°43'34.446531"E 30000.00ft;700.0km/h;176.62°;0.00°;
33528.189529s;51°34'39.904264"N 11°44'5.117871"E 30000.00ft;700.0km/h;176.62°;0.00°;
33579.618100s;51°29'17.171538"N 11°44'35.668015"E 30000.00ft;700.0km/h;176.63°;0.00°;
33631.046672s;51°23'54.436601"N 11°45'6.097825"E 30000.00ft;700.0km/h;176.64°;0.00°;
33682.475243s;51°18'31.699467"N 11°45'36.408156"E 30000.00ft;700.0km/h;176.64°;0.00°;
33733.903814s;51°13'8.960153"N 11°46'6.599854"E 30000.00ft;700.0km/h;176.65°;0.00°;
33785.332386s;51°7'46.218674"N 11°46'36.673757"E 30000.00ft;700.0km/h;176.66°;0.00°;
33836.760957s;51°2'23.475045"N 11°47'6.630697"E 30000.00ft;700.0km/h;176.66°;0.00°;
33888.189529s;50°57'0.729281"N 11°47'36.471496"E 30000.00ft;700.0km/h;176.67°;0.00°;
33939.618100s;50°51'37.981397"N 11°48'6.196970"E 30000.00ft;700.0km/h;176.68°;0.00°;
33991.046672s;50°46'15.231409"N 11°48'35.807928"E 30000.00ft;700.0km/h;176.68°;0.00°;
34042.475243s;50°40'52.479330"N 11°49'5.305170"E 30000.00ft;700.0km/h;176.69°;0.00°;
34093.903814s;50°35'29.725175"N 11°49'34.689490"E 30000.00ft;700.0km/h;176.70°;0.00°;
34145.332386s;50°30'6.968960"N 11°50'3.961676"E 30000.00ft;700.0km/h;176.70°;0.00°;
34196.760957s;50°24'44.210697"N 11°50'33.122505"E 30000.00ft;700.0km/h;176.71°;0.00°;
34248.189529s;50°19'21.450402"N 11°51'2.172751"E 30000.00ft;700.0km/h;176.71°;0.00°;
34299.618100s;50°13'58.688088"N 11°51'31.113179"E 30000.00ft;700.0km/h;176.72°;0.00°;
34351.046672s;50°8'35.923769"N 11°51'59.944547"E 30000.00ft;700.0km/h;176.73°;0.00°;
34402.475243s;50°3'13.157460"N 11°52'28.667609"E 30000.00ft;700.0km/h;176.73°;0.00°;
34453.903814s;49°57'50.389173"N 11°52'57.283107"E 30000.00ft;700.0km/h;176.74°;0.00°;
34505.332386s;49°52'27.618923"N 11°53'25.791782"E 30000.00ft;700.0km/h;176.75°;0.00°;
34556.760957s;49°47'4.846722"N 11°53'54.194365"E 30000.00ft;700.0km/h;176.75°;0.00°;
34608.189529s;49°41'42.072585"N 11°54'22.491581"E 30000.00ft;700.0km/h;176.76°;0.00°;
34659.618100s;49°36'19.296524"N 11°54'50.684149"E 30000.00ft;700.0km/h;176.76°;0.00°;
34711.046672s;49°30'56.518552"N 11°55'18.772783"E 30000.00ft;700.0km/h;176.77°;0.00°;
34762.475243s;49°25'33.738683"N 11°55'46.758187"E 30000.00ft;700.0km/h;176.78°;0.00°;
34813.903814s;49°20'10.956929"N 11°56'14.641063"E 30000.00ft;700.0km/h;176.78°;0.00°;
34865.332386s;49°14'48.173303"N 11°56'42.422104"E 30000.00ft;700.0km/h;176.79°;0.00°;
34916.760957s;49°9'25.387817"N 11°57'10.101998"E 30000.00ft;700.0km/h;176.79°;0.00°;
34968.189529s;49°4'2.600484"N 11°57'37.681427"E 30000.00ft;700.0km/h;176.80°;0.00°;
35019.618100s;48°58'39.811317"N 11°58'5.161067"E 30000.00ft;700.0km/h;176.80°;0.00°;
35071.046672s;48°53'17.020328"N 11°58'32.541588"E 30000.00ft;700.0km/h;176.81°;0.00°;
35122.475243s;48°47'54.227528"N 11°58'59.823654"E 30000.00ft;700.0km/h;176.82°;0.00°;
35173.903814s;48°42'31.432931"N 11°59'27.007923"E 30000.00ft;700.0km/h;176.82°;0.00°;
35225.332386s;48°37'8.636547"N 11°59'54.095047"E 30000.00ft;700.0km/h;176.83°;0.00°;
35276.760957s;48°31'45.838390"N 12°0'21.085675"E 30000.00ft;700.0km/h;176.83°;0.00°;
35328.189529s;48°26'23.038470"N 12°0'47.980447"E 30000.00ft;700.0km/h;176.84°;0.00°;
35379.618100s;48°21'0.236799"N 12°1'14.779998"E 30000.00ft;700.0km/h;176.84°;0.00°;
35431.046672s;48°15'37.433389"N 12°1'41.484960"E 30000.00ft;700.0km/h;176.85°;0.00°;
35482.475243s;48°10'14.628251"N 12°2'8.095958"E 30000.00ft;700.0km/h;176.86°;0.00°;
35533.903814s;48°4'51.821396"N 12°2'34.613610"E 30000.00ft;700.0km/h;176.86°;0.00°;
35585.332386s;47°59'29.012837"N 12°3'1.038531"E 30000.00ft;700.0km/h;176.87°;0.00°;
35636.760957s;47°54'6.202583"N 12°3'27.371330"E 30000.00ft;700.0km/h;176.87°;0.00°;
35688.189529s;47°48'43.390647"N 12°3'53.612611"E 30000.00ft;700.0km/h;176.88°;0.00°;
35739.618100s;47°43'20.577038"N 12°4'19.762971"E 30000.00ft;700.0km/h;176.88°;0.00°;
35791.046672s;47°37'57.761769"N 12°4'45.823005"E 30000.00ft;700.0km/h;176.89°;0.00°;
35842.475243s;47°32'34.944848"N 12°5'11.793301"E 30000.00ft;700.0km/h;176.89°;0.00°;
35893.903814s;47°27'12.126288"N 12°5'37.674443"E 30000.00ft;700.0km/h;176.90°;0.00°;
35945.332386s;47°21'49.306099"N 12°6'3.467007"E 30000.00ft;700.0km/h;176.90°;0.00°;
35996.760957s;47°16'26.484292"N 12°6'29.171569"E 30000.00ft;700.0km/h;176.91°;0.00°;
36048.189529s;47°11'3.660875"N 12°6'54.788695"E 30000.00ft;700.0km/h;176.92°;0.00°;
36099.618100s;47°5'40.835861"N 12°7'20.318951"E 30000.00ft;700.0km/h;176.92°;0.00°;
36151.046672s;47°0'18.009259"N 12°7'45.762895"E 30000.00ft;700.0km/h;176.93°;0.00°;
36202.475243s;46°54'55.181080"N 12°8'11.121080"E 30000.00ft;700.0km/h;176.93°;0.00°;
36253.903814s;46°49'32.351332"N 12°8'36.394057"E 30000.00ft;700.0km/h;176.94°;0.00°;
36305.332386s;46°44'9.520027"N 12°9'1.582370"E 30000.00ft;700.0km/h;176.94°;0.00°;
36356.760957s;46°38'46.687174"N 12°9'26.686559"E 30000.00ft;700.0km/h;176.95°;0.00°;
36408.189529s;46°33'23.852783"N 12°9'51.707159"E 30000.00ft;700.0km/h;176.95°;0.00°;
36459.618100s;46°28'1.016864"N 12°10'16.644702"E 30000.00ft;700.0km/h;176.96°;0.00°;
36511.046672s;46°22'38.179425"N 12°10'41.499713"E 30000.00ft;700.0km/h;176.96°;0.00°;
36562.475243s;46°17'15.340477"N 12°11'6.272714"E 30000.00ft;700.0km/h;176.97°;0.00°;
36613.903814s;46°11'52.500029"N 12°11'30.964223"E 30000.00ft;700.0km/h;176.97°;0.00°;
36665.332386s;46°6'29.658091"N 12°11'55.574753"E 30000.00ft;700.0km/h;176.98°;0.00°;
36716.760957s;46°1'6.814671"N 12°12'20.104811"E 30000.00ft;700.0km/h;176.98°;0.00°;
36768.189529s;45°55'43.969779"N 12°12'44.554903"E 30000.00ft;700.0km/h;176.99°;0.00°;
36819.618100s;45°50'21.123423"N 12°13'8.925528"E 30000.00ft;700.0km/h;176.99°;0.00°;
36871.046672s;45°44'58.275614"N 12°13'33.217180"E 30000.00ft;700.0km/h;177.00°;0.00°;
36922.475243s;45°39'35.426359"N 12°13'57.430352"E 30000.00ft;700.0km/h;177.00°;0.00°;
36973.903814s;45°34'12.575668"N 12°14'21.565529"E 30000.00ft;700.0km/h;177.01°;0.00°;
37025.332386s;45°28'49.723548"N 12°14'45.623194"E 30000.00ft;700.0km/h;177.01°;0.00°;
37076.760957s;45°23'26.870010"N 12°15'9.603826"E 30000.00ft;700.0km/h;177.02°;0.00°;
37128.189529s;45°18'4.015061"N 12°15'33.507898"E 30000.00ft;700.0km/h;177.02°;0.00°;
37179.618100s;45°12'41.158710"N 12°15'57.335879"E 30000.00ft;700.0km/h;177.03°;0.00°;
37231.046672s;45°7'18.300965"N 12°16'21.088235"E 30000.00ft;700.0km/h;177.03°;0.00°;
37282.475243s;45°1'55.441834"N 12°16'44.765427"E 30000.00ft;700.0km/h;177.04°;0.00°;
37333.903814s;44°56'32.581326"N 12°17'8.367910"E 30000.00ft;700.0km/h;177.04°;0.00°;
37385.332386s;44°51'9.719449"N 12°17'31.896139"E 30000.00ft;700.0km/h;177.04°;0.00°;
37436.760957s;44°45'46.856211"N 12°17'55.350560"E 30000.00ft;700.0km/h;177.05°;0.00°;
37488.189529s;44°40'23.991620"N 12°18'18.731617"E 30000.00ft;700.0km/h;177.05°;0.00°;
37539.618100s;44°35'1.125683"N 12°18'42.039749"E 30000.00ft;700.0km/h;177.06°;0.00°;
37591.046672s;44°29'38.258408"N 12°19'5.275391"E 30000.00ft;700.0km/h;177.06°;0.00°;
37642.475243s;44°24'15.389803"N 12°19'28.438973"E 30000.00ft;700.0km/h;177.07°;0.00°;
37693.903814s;44°18'52.519875"N 12°19'51.530920"E 30000.00ft;700.0km/h;177.07°;0.00°;
37745.332386s;44°13'29.648632"N 12°20'14.551654"E 30000.00ft;700.0km/h;177.08°;0.00°;
37796.760957s;44°8'6.776081"N 12°20'37.501589"E 30000.00ft;700.0km/h;177.08°;0.00°;
37848.189529s;44°2'43.902229"N 12°21'0.381137"E 30000.00ft;700.0km/h;177.09°;0.00°;
37899.618100s;43°57'21.027084"N 12°21'23.190703"E 30000.00ft;700.0km/h;177.09°;0.00°;
37951.046672s;43°51'58.150651"N 12°21'45.930688"E 30000.00ft;700.0km/h;177.10°;0.00°;
38002.475243s;43°46'35.272938"N 12°22'8.601486"E 30000.00ft;700.0km/h;177.10°;0.00°;
38053.903814s;43°41'12.393952"N 12°22'31.203485"E 30000.00ft;700.0km/h;177.10°;0.00°;
38105.332386s;43°35'49.513698"N 12°22'53.737069"E 30000.00ft;700.0km/h;177.11°;0.00°;
38156.760957s;43°30'26.632183"N 12°23'16.202611"E 30000.00ft;700.0km/h;177.11°;0.00°;
38208.189529s;43°25'3.749413"N 12°23'38.600481"E 30000.00ft;700.0km/h;177.12°;0.00°;
38259.618100s;43°19'40.865394"N 12°24'0.931037"E 30000.00ft;700.0km/h;177.12°;0.00°;
38311.046672s;43°14'17.980131"N 12°24'23.194630"E 30000.00ft;700.0km/h;177.13°;0.00°;
38362.475243s;43°8'55.093629"N 12°24'45.391600"E 30000.00ft;700.0km/h;177.13°;0.00°;
38413.903814s;43°3'32.205894"N 12°25'7.522276"E 30000.00ft;700.0km/h;177.14°;0.00°;
38465.332386s;42°58'9.316928"N 12°25'29.586970"E 30000.00ft;700.0km/h;177.14°;0.00°;
38516.760957s;42°52'46.426737"N 12°25'51.585982"E 30000.00ft;700.0km/h;177.14°;0.00°;
38568.189529s;42°47'23.535323"N 12°26'13.519586"E 30000.00ft;700.0km/h;177.15°;0.00°;
38619.618100s;42°42'0.642688"N 12°26'35.388035"E 30000.00ft;700.0km/h;177.15°;0.00°;
38671.046672s;42°36'37.748833"N 12°26'57.191545"E 30000.00ft;700.0km/h;177.16°;0.00°;
38722.475243s;42°31'14.853758"N 12°27'18.930287"E 30000.00ft;700.0km/h;177.16°;0.00°;
38773.903814s;42°25'51.957460"N 12°27'40.604369"E 30000.00ft;700.0km/h;177.17°;0.00°;
38825.332386s;42°20'29.059932"N 12°28'2.213803"E 30000.00ft;700.0km/h;177.17°;0.00°;
38876.760957s;42°15'6.161162"N 12°28'23.758447"E 30000.00ft;700.0km/h;177.17°;0.00°;
38928.189529s;42°9'43.261129"N 12°28'45.237893"E 30000.00ft;700.0km/h;177.18°;0.00°;
38979.618100s;42°4'20.359792"N 12°29'6.651187"E 30000.00ft;700.0km/h;177.18°;0.00°;
39031.046672s;41°58'57.457057"N 12°29'27.995967"E 30000.00ft;700.0km/h;177.19°;0.00°;
39076.584259s;41°54'11.540316"N 12°29'46.829086"E 30000.00ft;700.0km/h;177.20°;0.00°;
Switched destination to waypoint 6
39128.012830s;41°54'2.792260"N 12°22'32.624526"E 30000.00ft;700.0km/h;-91.55°;0.00°;
39179.441402s;41°53'53.588214"N 12°15'18.453935"E 30000.00ft;700.0km/h;-91.63°;0.00°;
39230.869973s;41°53'43.928243"N 12°8'4.319035"E 30000.00ft;700.0km/h;-91.71°;0.00°;
39282.298544s;41°53'33.812412"N 12°0'50.221543"E 30000.00ft;700.0km/h;-91.79°;0.00°;
39333.727116s;41°53'23.240793"N 11°53'36.163179"E 30000.00ft;700.0km/h;-91.87°;0.00°;
39385.155687s;41°53'12.213461"N 11°46'22.145657"E 30000.00ft;700.0km/h;-91.95°;0.00°;
39436.584259s;41°53'0.730493"N 11°39'8.170694"E 30000.00ft;700.0km/h;-92.04°;0.00°;
39488.012830s;41°52'48.791970"N 11°31'54.240004"E 30000.00ft;700.0km/h;-92.12°;0.00°;
39539.441402s;41°52'36.397979"N 11°24'40.355299"E 30000.00ft;700.0km/h;-92.20°;0.00°;
39590.869973s;41°52'23.548608"N 11°17'26.518291"E 30000.00ft;700.0km/h;-92.28°;0.00°;
39642.298544s;41°52'10.243949"N 11°10'12.730689"E 30000.00ft;700.0km/h;-92.36°;0.00°;
39693.727116s;41°51'56.484099"N 11°2'58.994203"E 30000.00ft;700.0km/h;-92.44°;0.00°;
39745.155687s;41°51'42.269157"N 10°55'45.310538"E 30000.00ft;700.0km/h;-92.52°;0.00°;
39796.584259s;41°51'27.599226"N 10°48'31.681399"E 30000.00ft;700.0km/h;-92.60°;0.00°;
39848.012830s;41°51'12.474413"N 10°41'18.108491"E 30000.00ft;700.0km/h;-92.68°;0.00°;
39899.441402s;41°50'56.894828"N 10°34'4.593514"E 30000.00ft;700.0km/h;-92.76°;0.00°;
39950.869973s;41°50'40.860586"N 10°26'51.138168"E 30000.00ft;700.0km/h;-92.84°;0.00°;
40002.298544s;41°50'24.371802"N 10°19'37.744152"E 30000.00ft;700.0km/h;-92.92°;0.00°;
40053.727116s;41°50'7.428599"N 10°12'24.413162"E 30000.00ft;700.0km/h;-93.00°;0.00°;
40105.155687s;41°49'50.031101"N 10°5'11.146891"E 30000.00ft;700.0km/h;-93.08°;0.00°;
40156.584259s;41°49'32.179435"N 9°57'57.947032"E 30000.00ft;700.0km/h;-93.17°;0.00°;
40208.012830s;41°49'13.873732"N 9°50'44.815275"E 30000.00ft;700.0km/h;-93.25°;0.00°;
40259.441402s;41°48'55.114129"N 9°43'31.753308"E 30000.00ft;700.0km/h;-93.33°;0.00°;
40310.869973s;41°48'35.900762"N 9°36'18.762816"E 30000.00ft;700.0km/h;-93.41°;0.00°;
40362.298544s;41°48'16.233773"N 9°29'5.845484"E 30000.00ft;700.0km/h;-93.49°;0.00°;
40413.727116s;41°47'56.113309"N 9°21'53.002992"E 30000.00ft;700.0km/h;-93.57°;0.00°;
40465.155687s;41°47'35.539516"N 9°14'40.237019"E 30000.00ft;700.0km/h;-93.65°;0.00°;
40516.584259s;41°47'14.512548"N 9°7'27.549243"E 30000.00ft;700.0km/h;-93.73°;0.00°;
40568.012830s;41°46'53.032559"N 9°0'14.941337"E 30000.00ft;700.0km/h;-93.81°;0.00°;
40619.441402s;41°46'31.099708"N 8°53'2.414972"E 30000.00ft;700.0km/h;-93.89°;0.00°;
40670.869973s;41°46'8.714158"N 8°45'49.971819"E 30000.00ft;700.0km/h;-93.97°;0.00°;
40722.298544s;41°45'45.876073"N 8°38'37.613544"E 30000.00ft;700.0km/h;-94.05°;0.00°;
40773.727116s;41°45'22.585623"N 8°31'25.341811"E 30000.00ft;700.0km/h;-94.13°;0.00°;
40825.155687s;41°44'58.842979"N 8°24'13.158281"E 30000.00ft;700.0km/h;-94.21°;0.00°;
40876.584259s;41°44'34.648317"N 8°17'1.064613"E 30000.00ft;700.0km/h;-94.29°;0.00°;
40928.012830s;41°44'10.001816"N 8°9'49.062462"E 30000.00ft;700.0km/h;-94.37°;0.00°;
40979.441402s;41°43'44.903657"N 8°2'37.153483"E 30000.00ft;700.0km/h;-94.45°;0.00°;
41030.869973s;41°43'19.354025"N 7°55'25.339324"E 30000.00ft;700.0km/h;-94.53°;0.00°;
41082.298544s;41°42'53.353108"N 7°48'13.621634"E 30000.00ft;700.0km/h;-94.61°;0.00°;
41133.727116s;41°42'26.901099"N 7°41'2.002056"E 30000.00ft;700.0km/h;-94.69°;0.00°;
41185.155687s;41°41'59.998192"N 7°33'50.482232"E 30000.00ft;700.0km/h;-94.77°;0.00°;
41236.584259s;41°41'32.644585"N 7°26'39.063801"E 30000.00ft;700.0km/h;-94.85°;0.00°;
41288.012830s;41°41'4.840478"N 7°19'27.748397"E 30000.00ft;700.0km/h;-94.93°;0.00°;
41339.441402s;41°40'36.586076"N 7°12'16.537652"E 30000.00ft;700.0km/h;-95.01°;0.00°;
41390.869973s;41°40'7.881586"N 7°5'5.433197"E 30000.00ft;700.0km/h;-95.09°;0.00°;
41442.298544s;41°39'38.727218"N 6°57'54.436655"E 30000.00ft;700.0km/h;-95.17°;0.00°;
41493.727116s;41°39'9.123185"N 6°50'43.549650"E 30000.00ft;700.0km/h;-95.25°;0.00°;
41545.155687s;41°38'39.069704"N 6°43'32.773801"E 30000.00ft;700.0km/h;-95.33°;0.00°;
41596.584259s;41°38'8.566994"N 6°36'22.110723"E 30000.00ft;700.0km/h;-95.41°;0.00°;
41648.012830s;41°37'37.615276"N 6°29'11.562030"E 30000.00ft;700.0km/h;-95.49°;0.00°;
41699.441402s;41°37'6.214777"N 6°22'1.129329"E 30000.00ft;700.0km/h;-95.57°;0.00°;
41750.869973s;41°36'34.365724"N 6°14'50.814226"E 30000.00ft;700.0km/h;-95.65°;0.00°;
41802.298544s;41°36'2.068348"N 6°7'40.618324"E 30000.00ft;700.0km/h;-95.73°;0.00°;
41853.727116s;41°35'29.322882"N 6°0'30.543220"E 30000.00ft;700.0km/h;-95.81°;0.00°;
41905.155687s;41°34'56.129563"N 5°53'20.590511"E 30000.00ft;700.0km/h;-95.89°;0.00°;
41956.584259s;41°34'22.488631"N 5°46'10.761786"E 30000.00ft;700.0km/h;-95.97°;0.00°;
42008.012830s;41°33'48.400327"N 5°39'1.058633"E 30000.00ft;700.0km/h;-96.05°;0.00°;
42059.441402s;41°33'13.864895"N 5°31'51.482636"E 30000.00ft;700.0km/h;-96.13°;0.00°;
42110.869973s;41°32'38.882584"N 5°24'42.035376"E 30000.00ft;700.0km/h;-96.21°;0.00°;
42162.298544s;41°32'3.453643"N 5°17'32.718428"E 30000.00ft;700.0km/h;-96.29°;0.00°;
42213.727116s;41°31'27.578324"N 5°10'23.533366"E 30000.00ft;700.0km/h;-96.37°;0.00°;
42265.155687s;41°30'51.256882"N 5°3'14.481757"E 30000.00ft;700.0km/h;-96.45°;0.00°;
42316.584259s;41°30'14.489575"N 4°56'5.565168"E 30000.00ft;700.0km/h;-96.53°;0.00°;
42368.012830s;41°29'37.276663"N 4°48'56.785158"E 30000.00ft;700.0km/h;-96.61°;0.00°;
42419.441402s;41°28'59.618407"N 4°41'48.143284"E 30000.00ft;700.0km/h;-96.69°;0.00°;
42470.869973s;41°28'21.515073"N 4°34'39.641101"E 30000.00ft;700.0km/h;-96.77°;0.00°;
42522.298544s;41°27'42.966927"N 4°27'31.280157"E 30000.00ft;700.0km/h;-96.85°;0.00°;
42573.727116s;41°27'3.974237"N 4°20'23.061996"E 30000.00ft;700.0km/h;-96.93°;0.00°;
42625.155687s;41°26'24.537276"N 4°13'14.988160"E 30000.00ft;700.0km/h;-97.01°;0.00°;
42676.584259s;41°25'44.656316"N 4°6'7.060187"E 30000.00ft;700.0km/h;-97.09°;0.00°;
42728.012830s;41°25'4.331632"N 3°58'59.279608"E 30000.00ft;700.0km/h;-97.17°;0.00°;
42779.441402s;41°24'23.563502"N 3°51'51.647954"E 30000.00ft;700.0km/h;-97.24°;0.00°;
42830.869973s;41°23'42.352204"N 3°44'44.166747"E 30000.00ft;700.0km/h;-97.32°;0.00°;
42882.298544s;41°23'0.698019"N 3°37'36.837510"E 30000.00ft;700.0km/h;-97.40°;0.00°;
42933.727116s;41°22'18.601230"N 3°30'29.661758"E 30000.00ft;700.0km/h;-97.48°;0.00°;
42985.155687s;41°21'36.062121"N 3°23'22.641004"E 30000.00ft;700.0km/h;-97.56°;0.00°;
43036.584259s;41°20'53.080977"N 3°16'15.776756"E 30000.00ft;700.0km/h;-97.64°;0.00°;
43088.012830s;41°20'9.658085"N 3°9'9.070517"E 30000.00ft;700.0km/h;-97.72°;0.00°;
43139.441402s;41°19'25.793733"N 3°2'2.523788"E 30000.00ft;700.0km/h;-97.80°;0.00°;
43190.869973s;41°18'41.488211"N 2°54'56.138063"E 30000.00ft;700.0km/h;-97.88°;0.00°;
43242.298544s;41°17'56.741810"N 2°47'49.914835"E 30000.00ft;700.0km/h;-97.96°;0.00°;
43293.727116s;41°17'11.554820"N 2°40'43.855589"E 30000.00ft;700.0km/h;-98.03°;0.00°;
43345.155687s;41°16'25.927535"N 2°33'37.961810"E 30000.00ft;700.0km/h;-98.11°;0.00°;
43396.584259s;41°15'39.860246"N 2°26'32.234976"E 30000.00ft;700.0km/h;-98.19°;0.00°;
43448.012830s;41°14'53.353248"N 2°19'26.676562"E 30000.00ft;700.0km/h;-98.27°;0.00°;
43499.441402s;41°14'6.406835"N 2°12'21.288037"E 30000.00ft;700.0km/h;-98.35°;0.00°;
