time;position;tas;heading_angle;climb_angle;
29875.78s;57°56'27.596061"N 11°2'29.658428"E 35000.00ft;701.3km/h;176.07°;0.00°;
29927.20s;57°51'4.374498"N 11°3'11.285317"E 35000.00ft;701.7km/h;176.08°;0.00°;
29978.63s;57°45'41.065073"N 11°3'52.715309"E 35000.00ft;701.8km/h;176.09°;0.00°;
30030.06s;57°40'17.730003"N 11°4'33.942072"E 35000.00ft;701.9km/h;176.10°;0.00°;
30081.49s;57°34'54.432215"N 11°5'14.959323"E 35000.00ft;701.8km/h;176.11°;0.00°;
30132.92s;57°29'31.230708"N 11°5'55.761416"E 35000.00ft;701.6km/h;176.12°;0.00°;
30184.35s;57°24'8.176491"N 11°6'36.343832"E 35000.00ft;701.2km/h;176.13°;0.00°;
30235.78s;57°18'45.309300"N 11°7'16.703565"E 35000.00ft;700.8km/h;176.14°;0.00°;
30287.20s;57°13'22.655243"N 11°7'56.839375"E 35000.00ft;700.4km/h;176.15°;0.00°;
30338.63s;57°8'0.225381"N 11°8'36.751921"E 35000.00ft;699.9km/h;176.16°;0.00°;
30390.06s;57°2'38.015232"N 11°9'16.443777"E 35000.00ft;699.4km/h;176.17°;0.00°;
30441.49s;56°57'16.005149"N 11°9'55.919340"E 35000.00ft;698.9km/h;176.18°;0.00°;
30492.92s;56°51'54.161547"N 11°10'35.184632"E 35000.00ft;698.6km/h;176.19°;0.00°;
30544.35s;56°46'32.438923"N 11°11'14.247021"E 35000.00ft;698.3km/h;176.20°;0.00°;
30595.78s;56°41'10.782647"N 11°11'53.114850"E 35000.00ft;698.2km/h;176.21°;0.00°;
30647.20s;56°35'49.132456"N 11°12'31.796992"E 35000.00ft;698.1km/h;176.22°;0.00°;
30698.63s;56°30'27.426505"N 11°13'10.302355"E 35000.00ft;698.2km/h;176.23°;0.00°;
30750.06s;56°25'5.605786"N 11°13'48.639352"E 35000.00ft;698.5km/h;176.23°;0.00°;
30801.49s;56°19'43.618611"N 11°14'26.815383"E 35000.00ft;698.8km/h;176.24°;0.00°;
30852.92s;56°14'21.424764"N 11°15'4.836371"E 35000.00ft;699.3km/h;176.25°;0.00°;
30904.35s;56°8'58.998928"N 11°15'42.706386"E 35000.00ft;699.8km/h;176.26°;0.00°;
30955.78s;56°3'36.332966"N 11°16'20.427432"E 35000.00ft;700.3km/h;176.27°;0.00°;
31007.20s;55°58'13.436778"N 11°16'57.999385"E 35000.00ft;700.8km/h;176.28°;0.00°;
31058.63s;55°52'50.337567"N 11°17'35.420134"E 35000.00ft;701.2km/h;176.29°;0.00°;
31110.06s;55°47'27.077597"N 11°18'12.685885"E 35000.00ft;701.6km/h;176.30°;0.00°;
31161.49s;55°42'3.710655"N 11°18'49.791598"E 35000.00ft;701.8km/h;176.30°;0.00°;
31212.92s;55°36'40.297659"N 11°19'26.731529"E 35000.00ft;701.9km/h;176.31°;0.00°;
31264.35s;55°31'16.901838"N 11°20'3.499782"E 35000.00ft;701.8km/h;176.32°;0.00°;
31315.78s;55°25'53.583997"N 11°20'40.090858"E 35000.00ft;701.7km/h;176.33°;0.00°;
31367.20s;55°20'30.398217"N 11°21'16.500123"E 35000.00ft;701.4km/h;176.34°;0.00°;
31418.63s;55°15'7.388305"N 11°21'52.724188"E 35000.00ft;701.0km/h;176.35°;0.00°;
31470.06s;55°9'44.585116"N 11°22'28.761182"E 35000.00ft;700.5km/h;176.36°;0.00°;
31521.49s;55°4'22.004822"N 11°23'4.610909"E 35000.00ft;700.0km/h;176.36°;0.00°;
31572.92s;54°58'59.648113"N 11°23'40.274895"E 35000.00ft;699.5km/h;176.37°;0.00°;
31624.35s;54°53'37.500293"N 11°24'15.756344"E 35000.00ft;699.1km/h;176.38°;0.00°;
31675.78s;54°48'15.532222"N 11°24'51.059994"E 35000.00ft;698.7km/h;176.39°;0.00°;
31727.20s;54°42'53.702080"N 11°25'26.191893"E 35000.00ft;698.4km/h;176.40°;0.00°;
31778.63s;54°37'31.957906"N 11°26'1.159090"E 35000.00ft;698.2km/h;176.40°;0.00°;
31830.06s;54°32'10.240868"N 11°26'35.969265"E 35000.00ft;698.1km/h;176.41°;0.00°;
31881.49s;54°26'48.489150"N 11°27'10.630291"E 35000.00ft;698.2km/h;176.42°;0.00°;
31932.92s;54°21'26.642279"N 11°27'45.149770"E 35000.00ft;698.4km/h;176.43°;0.00°;
31984.35s;54°16'4.645623"N 11°28'19.534556"E 35000.00ft;698.7km/h;176.44°;0.00°;
32035.78s;54°10'42.454703"N 11°28'53.790314"E 35000.00ft;699.1km/h;176.44°;0.00°;
32087.20s;54°5'20.038905"N 11°29'27.921153"E 35000.00ft;699.6km/h;176.45°;0.00°;
32138.63s;53°59'57.384189"N 11°30'1.929372"E 35000.00ft;700.1km/h;176.46°;0.00°;
32190.06s;53°54'34.494440"N 11°30'35.815360"E 35000.00ft;700.6km/h;176.47°;0.00°;
32241.49s;53°49'11.391274"N 11°31'9.577655"E 35000.00ft;701.1km/h;176.47°;0.00°;
32292.92s;53°43'48.112272"N 11°31'43.213169"E 35000.00ft;701.5km/h;176.48°;0.00°;
32344.35s;53°38'24.707842"N 11°32'16.717545"E 35000.00ft;701.7km/h;176.49°;0.00°;
32395.78s;53°33'1.237057"N 11°32'50.085617"E 35000.00ft;701.9km/h;176.50°;0.00°;
32447.20s;53°27'37.762922"N 11°33'23.311910"E 35000.00ft;701.9km/h;176.50°;0.00°;
32498.63s;53°22'14.347564"N 11°33'56.391138"E 35000.00ft;701.7km/h;176.51°;0.00°;
32550.06s;53°16'51.047748"N 11°34'29.318660"E 35000.00ft;701.5km/h;176.52°;0.00°;
32601.49s;53°11'27.911051"N 11°35'2.090848"E 35000.00ft;701.1km/h;176.53°;0.00°;
32652.92s;53°6'4.972886"N 11°35'34.705374"E 35000.00ft;700.7km/h;176.53°;0.00°;
32704.35s;53°0'42.254451"N 11°36'7.161382"E 35000.00ft;700.2km/h;176.54°;0.00°;
32755.78s;52°55'19.761627"N 11°36'39.459570"E 35000.00ft;699.7km/h;176.55°;0.00°;
32807.20s;52°49'57.484774"N 11°37'11.602179"E 35000.00ft;699.2km/h;176.56°;0.00°;
32858.63s;52°44'35.399400"N 11°37'43.592894"E 35000.00ft;698.8km/h;176.56°;0.00°;
32910.06s;52°39'13.467654"N 11°38'15.436665"E 35000.00ft;698.5km/h;176.57°;0.00°;
32961.49s;52°33'51.640613"N 11°38'47.139460"E 35000.00ft;698.2km/h;176.58°;0.00°;
33012.92s;52°28'29.861316"N 11°39'18.707942"E 35000.00ft;698.1km/h;176.58°;0.00°;
33064.35s;52°23'8.068461"N 11°39'50.149096"E 35000.00ft;698.2km/h;176.59°;0.00°;
33115.78s;52°17'46.200614"N 11°40'21.469814"E 35000.00ft;698.3km/h;176.60°;0.00°;
33167.20s;52°12'24.200685"N 11°40'52.676460"E 35000.00ft;698.6km/h;176.60°;0.00°;
33218.63s;52°7'2.020348"N 11°41'23.774458"E 35000.00ft;699.0km/h;176.61°;0.00°;
33270.06s;52°1'39.623998"N 11°41'54.767929"E 35000.00ft;699.4km/h;176.62°;0.00°;
33321.49s;51°56'16.991841"N 11°42'25.659420"E 35000.00ft;700.0km/h;176.63°;0.00°;
33372.92s;51°50'54.121727"N 11°42'56.449761"E 35000.00ft;700.5km/h;176.63°;0.00°;
33424.35s;51°45'31.029481"N 11°43'27.138071"E 35000.00ft;700.9km/h;176.64°;0.00°;
33475.78s;51°40'7.747651"N 11°43'57.721905"E 35000.00ft;701.3km/h;176.65°;0.00°;
33527.20s;51°34'44.322797"N 11°44'28.197544"E 35000.00ft;701.7km/h;176.65°;0.00°;
33578.63s;51°29'20.811615"N 11°44'58.560385"E 35000.00ft;701.8km/h;176.66°;0.00°;
33630.06s;51°23'57.276349"N 11°45'28.805381"E 35000.00ft;701.9km/h;176.67°;0.00°;
33681.49s;51°18'33.779946"N 11°45'58.927508"E 35000.00ft;701.8km/h;176.67°;0.00°;
33732.92s;51°13'10.381427"N 11°46'28.922190"E 35000.00ft;701.6km/h;176.68°;0.00°;
33784.35s;51°7'47.131812"N 11°46'58.785664"E 35000.00ft;701.2km/h;176.69°;0.00°;
33835.78s;51°2'24.070844"N 11°47'28.515270"E 35000.00ft;700.8km/h;176.69°;0.00°;
33887.20s;50°57'1.224631"N 11°47'58.109643"E 35000.00ft;700.4km/h;176.70°;0.00°;
33938.63s;50°51'38.604220"N 11°48'27.568819"E 35000.00ft;699.9km/h;176.70°;0.00°;
33990.06s;50°46'16.205108"N 11°48'56.894250"E 35000.00ft;699.4km/h;176.71°;0.00°;
34041.49s;50°40'54.007622"N 11°49'26.088747"E 35000.00ft;698.9km/h;176.72°;0.00°;
34092.92s;50°35'31.978138"N 11°49'55.156338"E 35000.00ft;698.6km/h;176.72°;0.00°;
34144.35s;50°30'10.071111"N 11°50'24.102067"E 35000.00ft;698.3km/h;176.73°;0.00°;
34195.78s;50°24'48.231865"N 11°50'52.931725"E 35000.00ft;698.2km/h;176.74°;0.00°;
34247.20s;50°19'26.400088"N 11°51'21.651519"E 35000.00ft;698.1km/h;176.74°;0.00°;
34298.63s;50°14'4.513885"N 11°51'50.267711"E 35000.00ft;698.2km/h;176.75°;0.00°;
34350.06s;50°8'42.514205"N 11°52'18.786221"E 35000.00ft;698.5km/h;176.75°;0.00°;
34401.49s;50°3'20.349318"N 11°52'47.212237"E 35000.00ft;698.8km/h;176.76°;0.00°;
34452.92s;49°57'57.978976"N 11°53'15.549869"E 35000.00ft;699.3km/h;176.77°;0.00°;
34504.35s;49°52'35.377837"N 11°53'43.801861"E 35000.00ft;699.8km/h;176.77°;0.00°;
34555.78s;49°47'12.537749"N 11°54'11.969426"E 35000.00ft;700.3km/h;176.78°;0.00°;
34607.20s;49°41'49.468607"N 11°54'40.052192"E 35000.00ft;700.8km/h;176.78°;0.00°;
34658.63s;49°36'26.197621"N 11°55'8.048302"E 35000.00ft;701.2km/h;176.79°;0.00°;
34710.06s;49°31'2.767063"N 11°55'35.954629"E 35000.00ft;701.6km/h;176.80°;0.00°;
34761.49s;49°25'39.230743"N 11°56'3.767105"E 35000.00ft;701.8km/h;176.80°;0.00°;
34812.92s;49°20'15.649596"N 11°56'31.481118"E 35000.00ft;701.9km/h;176.81°;0.00°;
34864.35s;49°14'52.086873"N 11°56'59.091928"E 35000.00ft;701.8km/h;176.81°;0.00°;
34915.78s;49°9'28.603397"N 11°57'26.595077"E 35000.00ft;701.7km/h;176.82°;0.00°;
34967.20s;49°4'5.253266"N 11°57'53.986742"E 35000.00ft;701.4km/h;176.83°;0.00°;
35018.63s;48°58'42.080294"N 11°58'21.264030"E 35000.00ft;701.0km/h;176.83°;0.00°;
35070.06s;48°53'19.115338"N 11°58'48.425180"E 35000.00ft;700.5km/h;176.84°;0.00°;
35121.49s;48°47'56.374565"N 11°59'15.469691"E 35000.00ft;700.0km/h;176.84°;0.00°;
35172.92s;48°42'33.858653"N 11°59'42.398365"E 35000.00ft;699.5km/h;176.85°;0.00°;
35224.35s;48°37'11.552883"N 12°0'9.213275"E 35000.00ft;699.1km/h;176.85°;0.00°;
35275.78s;48°31'49.428089"N 12°0'35.917668"E 35000.00ft;698.7km/h;176.86°;0.00°;
35327.20s;48°26'27.442417"N 12°1'2.515791"E 35000.00ft;698.4km/h;176.87°;0.00°;
35378.63s;48°21'5.543870"N 12°1'29.012673"E 35000.00ft;698.2km/h;176.87°;0.00°;
35430.06s;48°15'43.673577"N 12°1'55.413837"E 35000.00ft;698.1km/h;176.88°;0.00°;
35481.49s;48°10'21.769681"N 12°2'21.724974"E 35000.00ft;698.2km/h;176.88°;0.00°;
35532.92s;48°4'59.771672"N 12°2'47.951593"E 35000.00ft;698.4km/h;176.89°;0.00°;
35584.35s;47°59'37.624882"N 12°3'14.098652"E 35000.00ft;698.7km/h;176.89°;0.00°;
35635.78s;47°54'15.284802"N 12°3'40.170224"E 35000.00ft;699.1km/h;176.90°;0.00°;
35687.20s;47°48'52.720799"N 12°4'6.169210"E 35000.00ft;699.6km/h;176.90°;0.00°;
35738.63s;47°43'29.918817"N 12°4'32.097143"E 35000.00ft;700.1km/h;176.91°;0.00°;
35790.06s;47°38'6.882736"N 12°4'57.954105"E 35000.00ft;700.6km/h;176.92°;0.00°;
35841.49s;47°32'43.634172"N 12°5'23.738764"E 35000.00ft;701.1km/h;176.92°;0.00°;
35892.92s;47°27'20.210718"N 12°5'49.448542"E 35000.00ft;701.5km/h;176.93°;0.00°;
35944.35s;47°21'56.662797"N 12°6'15.079882"E 35000.00ft;701.7km/h;176.93°;0.00°;
35995.78s;47°16'33.049497"N 12°6'40.628597"E 35000.00ft;701.9km/h;176.94°;0.00°;
36047.20s;47°11'9.433844"N 12°7'6.090247"E 35000.00ft;701.9km/h;176.94°;0.00°;
36098.63s;47°5'45.877981"N 12°7'31.460528"E 35000.00ft;701.7km/h;176.95°;0.00°;
36150.06s;47°0'22.438689"N 12°7'56.735615"E 35000.00ft;701.5km/h;176.95°;0.00°;
36201.49s;46°54'59.163556"N 12°8'21.912452"E 35000.00ft;701.1km/h;176.96°;0.00°;
36252.92s;46°49'36.087999"N 12°8'46.988971"E 35000.00ft;700.7km/h;176.96°;0.00°;
36304.35s;46°44'13.233215"N 12°9'11.964234"E 35000.00ft;700.2km/h;176.97°;0.00°;
36355.78s;46°38'50.605075"N 12°9'36.838499"E 35000.00ft;699.7km/h;176.97°;0.00°;
36407.20s;46°33'28.193926"N 12°10'1.613214"E 35000.00ft;699.2km/h;176.98°;0.00°;
36458.63s;46°28'5.975255"N 12°10'26.290949"E 35000.00ft;698.8km/h;176.98°;0.00°;
36510.06s;46°22'43.911187"N 12°10'50.875261"E 35000.00ft;698.5km/h;176.99°;0.00°;
36561.49s;46°17'21.952768"N 12°11'15.370503"E 35000.00ft;698.2km/h;176.99°;0.00°;
36612.92s;46°12'0.043004"N 12°11'39.781584"E 35000.00ft;698.1km/h;177.00°;0.00°;
36664.35s;46°6'38.120562"N 12°12'4.113680"E 35000.00ft;698.2km/h;177.00°;0.00°;
36715.78s;46°1'16.123974"N 12°12'28.371908"E 35000.00ft;698.3km/h;177.01°;0.00°;
36767.20s;45°55'53.996120"N 12°12'52.560999"E 35000.00ft;698.6km/h;177.01°;0.00°;
36818.63s;45°50'31.688649"N 12°13'16.684965"E 35000.00ft;699.0km/h;177.02°;0.00°;
36870.06s;45°45'9.165935"N 12°13'40.746821"E 35000.00ft;699.4km/h;177.02°;0.00°;
36921.49s;45°39'46.408171"N 12°14'4.748369"E 35000.00ft;700.0km/h;177.03°;0.00°;
36972.92s;45°34'23.413200"N 12°14'28.690082"E 35000.00ft;700.5km/h;177.03°;0.00°;
37024.35s;45°29'0.196846"N 12°14'52.571104"E 35000.00ft;700.9km/h;177.04°;0.00°;
37075.78s;45°23'36.791666"N 12°15'16.389355"E 35000.00ft;701.3km/h;177.04°;0.00°;
37127.20s;45°18'13.244230"N 12°15'40.141761"E 35000.00ft;701.7km/h;177.05°;0.00°;
37178.63s;45°12'49.611249"N 12°16'3.824543"E 35000.00ft;701.8km/h;177.05°;0.00°;
37230.06s;45°7'25.954984"N 12°16'27.433569"E 35000.00ft;701.9km/h;177.06°;0.00°;
37281.49s;45°2'2.338398"N 12°16'50.964712"E 35000.00ft;701.8km/h;177.06°;0.00°;
37332.92s;44°56'38.820526"N 12°17'14.414179"E 35000.00ft;701.6km/h;177.07°;0.00°;
37384.35s;44°51'15.452398"N 12°17'37.778808"E 35000.00ft;701.2km/h;177.07°;0.00°;
37435.78s;44°45'52.273766"N 12°18'1.056289"E 35000.00ft;700.8km/h;177.07°;0.00°;
37487.20s;44°40'29.310735"N 12°18'24.245320"E 35000.00ft;700.4km/h;177.08°;0.00°;
37538.63s;44°35'6.574351"N 12°18'47.345694"E 35000.00ft;699.9km/h;177.08°;0.00°;
37590.06s;44°29'44.060099"N 12°19'10.358319"E 35000.00ft;699.4km/h;177.09°;0.00°;
37641.49s;44°24'21.748290"N 12°19'33.285169"E 35000.00ft;698.9km/h;177.09°;0.00°;
37692.92s;44°18'59.605280"N 12°19'56.129182"E 35000.00ft;698.6km/h;177.10°;0.00°;
37744.35s;44°13'37.585501"N 12°20'18.894106"E 35000.00ft;698.3km/h;177.10°;0.00°;
37795.78s;44°8'15.634250"N 12°20'41.584284"E 35000.00ft;698.2km/h;177.11°;0.00°;
37847.20s;44°2'53.691186"N 12°21'4.204403"E 35000.00ft;698.1km/h;177.11°;0.00°;
37898.63s;43°57'31.694387"N 12°21'26.759202"E 35000.00ft;698.2km/h;177.12°;0.00°;
37950.06s;43°52'9.584774"N 12°21'49.253164"E 35000.00ft;698.5km/h;177.12°;0.00°;
38001.49s;43°46'47.310594"N 12°22'11.690208"E 35000.00ft;698.8km/h;177.12°;0.00°;
38052.92s;43°41'24.831580"N 12°22'34.073405"E 35000.00ft;699.3km/h;177.13°;0.00°;
38104.35s;43°36'2.122374"N 12°22'56.404758"E 35000.00ft;699.8km/h;177.13°;0.00°;
38155.78s;43°30'39.174817"N 12°23'18.685057"E 35000.00ft;700.3km/h;177.14°;0.00°;
38207.20s;43°25'15.998802"N 12°23'40.913839"E 35000.00ft;700.8km/h;177.14°;0.00°;
38258.63s;43°19'52.621542"N 12°24'3.089453"E 35000.00ft;701.2km/h;177.15°;0.00°;
38310.06s;43°14'29.085316"N 12°24'25.209238"E 35000.00ft;701.6km/h;177.15°;0.00°;
38361.49s;43°9'5.443944"N 12°24'47.269768"E 35000.00ft;701.8km/h;177.16°;0.00°;
38412.92s;43°3'41.758373"N 12°25'9.267168"E 35000.00ft;701.9km/h;177.16°;0.00°;
38464.35s;42°58'18.091868"N 12°25'31.197444"E 35000.00ft;701.8km/h;177.16°;0.00°;
38515.78s;42°52'54.505261"N 12°25'53.056799"E 35000.00ft;701.7km/h;177.17°;0.00°;
38567.20s;42°47'31.052658"N 12°26'14.841917"E 35000.00ft;701.4km/h;177.17°;0.00°;
38618.63s;42°42'7.777877"N 12°26'36.550191"E 35000.00ft;701.0km/h;177.18°;0.00°;
38670.06s;42°36'44.711770"N 12°26'58.179882"E 35000.00ft;700.5km/h;177.18°;0.00°;
38721.49s;42°31'21.870498"N 12°27'19.730210"E 35000.00ft;700.0km/h;177.19°;0.00°;
38772.92s;42°25'59.254720"N 12°27'41.201375"E 35000.00ft;699.5km/h;177.19°;0.00°;
38824.35s;42°20'36.849697"N 12°28'2.594506"E 35000.00ft;699.1km/h;177.19°;0.00°;
38875.78s;42°15'14.626228"N 12°28'23.911527"E 35000.00ft;698.7km/h;177.20°;0.00°;
38927.20s;42°9'52.542414"N 12°28'45.154916"E 35000.00ft;698.4km/h;177.20°;0.00°;
38978.63s;42°4'30.546190"N 12°29'6.327264"E 35000.00ft;698.2km/h;177.21°;0.00°;
39030.06s;41°59'8.578569"N 12°29'27.430241"E 35000.00ft;698.1km/h;177.21°;0.00°;
39075.60s;41°54'23.380673"N 12°29'46.057913"E 35000.00ft;698.4km/h;177.22°;0.00°;
Switched destination to waypoint 6
39127.03s;41°54'14.569138"N 12°22'32.950909"E 35000.00ft;698.4km/h;-91.57°;0.00°;
39178.46s;41°54'5.299859"N 12°15'19.688505"E 35000.00ft;698.7km/h;-91.65°;0.00°;
39229.89s;41°53'55.570907"N 12°8'6.210246"E 35000.00ft;699.1km/h;-91.73°;0.00°;
39281.31s;41°53'45.380535"N 12°0'52.474346"E 35000.00ft;699.6km/h;-91.81°;0.00°;
39332.74s;41°53'34.727353"N 11°53'38.461003"E 35000.00ft;700.1km/h;-91.89°;0.00°;
39384.17s;41°53'23.610500"N 11°46'24.174440"E 35000.00ft;700.6km/h;-91.97°;0.00°;
39435.60s;41°53'12.029765"N 11°39'9.642868"E 35000.00ft;701.0km/h;-92.05°;0.00°;
39487.03s;41°52'59.985658"N 11°31'54.916334"E 35000.00ft;701.4km/h;-92.13°;0.00°;
39538.46s;41°52'47.479410"N 11°24'40.062685"E 35000.00ft;701.7km/h;-92.21°;0.00°;
39589.89s;41°52'34.512898"N 11°17'25.162076"E 35000.00ft;701.9km/h;-92.29°;0.00°;
39641.31s;41°52'21.088521"N 11°10'10.300662"E 35000.00ft;701.9km/h;-92.37°;0.00°;
39692.74s;41°52'7.209022"N 11°2'55.564102"E 35000.00ft;701.8km/h;-92.45°;0.00°;
39744.17s;41°51'52.877285"N 10°55'41.031454"E 35000.00ft;701.5km/h;-92.54°;0.00°;
39795.60s;41°51'38.096120"N 10°48'26.769922"E 35000.00ft;701.2km/h;-92.62°;0.00°;
39847.03s;41°51'22.868059"N 10°41'12.830720"E 35000.00ft;700.7km/h;-92.70°;0.00°;
39898.46s;41°51'7.195160"N 10°33'59.246181"E 35000.00ft;700.3km/h;-92.78°;0.00°;
39949.89s;41°50'51.078856"N 10°26'46.028144"E 35000.00ft;699.8km/h;-92.86°;0.00°;
40001.31s;41°50'34.519822"N 10°19'33.167563"E 35000.00ft;699.3km/h;-92.94°;0.00°;
40052.74s;41°50'17.517904"N 10°12'20.635287"E 35000.00ft;698.9km/h;-93.02°;0.00°;
40104.17s;41°50'0.072085"N 10°5'8.383954"E 35000.00ft;698.5km/h;-93.10°;0.00°;
40155.60s;41°49'42.180514"N 9°57'56.350960"E 35000.00ft;698.3km/h;-93.18°;0.00°;
40207.03s;41°49'23.840595"N 9°50'44.462435"E 35000.00ft;698.1km/h;-93.26°;0.00°;
40258.46s;41°49'5.049137"N 9°43'32.638123"E 35000.00ft;698.1km/h;-93.34°;0.00°;
40309.89s;41°48'45.802574"N 9°36'20.796969"E 35000.00ft;698.3km/h;-93.42°;0.00°;
40361.31s;41°48'26.097231"N 9°29'8.863111"E 35000.00ft;698.6km/h;-93.50°;0.00°;
40412.74s;41°48'5.929630"N 9°21'56.771838"E 35000.00ft;698.9km/h;-93.58°;0.00°;
40464.17s;41°47'45.296806"N 9°14'44.474990"E 35000.00ft;699.4km/h;-93.66°;0.00°;
40515.60s;41°47'24.196602"N 9°7'31.945247"E 35000.00ft;699.9km/h;-93.74°;0.00°;
40567.03s;41°47'2.627912"N 9°0'19.178784"E 35000.00ft;700.4km/h;-93.82°;0.00°;
40618.46s;41°46'40.590841"N 8°53'6.195930"E 35000.00ft;700.9km/h;-93.90°;0.00°;
40669.89s;41°46'18.086751"N 8°45'53.039709"E 35000.00ft;701.3km/h;-93.99°;0.00°;
40721.31s;41°45'55.118203"N 8°38'39.772390"E 35000.00ft;701.6km/h;-94.07°;0.00°;
40772.74s;41°45'31.688787"N 8°31'26.470428"E 35000.00ft;701.8km/h;-94.15°;0.00°;
40824.17s;41°45'7.802858"N 8°24'13.218376"E 35000.00ft;701.9km/h;-94.23°;0.00°;
40875.60s;41°44'43.465216"N 8°17'0.102395"E 35000.00ft;701.8km/h;-94.31°;0.00°;
40927.03s;41°44'18.680759"N 8°9'47.203997"E 35000.00ft;701.6km/h;-94.39°;0.00°;
40978.46s;41°43'53.454130"N 8°2'34.594486"E 35000.00ft;701.3km/h;-94.47°;0.00°;
41029.89s;41°43'27.789399"N 7°55'22.330452"E 35000.00ft;700.9km/h;-94.55°;0.00°;
41081.31s;41°43'1.689786"N 7°48'10.450482"E 35000.00ft;700.4km/h;-94.63°;0.00°;
41132.74s;41°42'35.157436"N 7°40'58.973141"E 35000.00ft;699.9km/h;-94.71°;0.00°;
41184.17s;41°42'8.193270"N 7°33'47.896191"E 35000.00ft;699.4km/h;-94.79°;0.00°;
41235.60s;41°41'40.796899"N 7°26'37.196995"E 35000.00ft;699.0km/h;-94.87°;0.00°;
41287.03s;41°41'12.966612"N 7°19'26.834047"E 35000.00ft;698.6km/h;-94.95°;0.00°;
41338.46s;41°40'44.699452"N 7°12'16.749586"E 35000.00ft;698.3km/h;-95.03°;0.00°;
41389.89s;41°40'15.991369"N 7°5'6.873233"E 35000.00ft;698.2km/h;-95.11°;0.00°;
41441.31s;41°39'46.837468"N 6°57'57.126568"E 35000.00ft;698.1km/h;-95.19°;0.00°;
41492.74s;41°39'17.232332"N 6°50'47.428493"E 35000.00ft;698.2km/h;-95.27°;0.00°;
41544.17s;41°38'47.170420"N 6°43'37.701095"E 35000.00ft;698.5km/h;-95.35°;0.00°;
41595.60s;41°38'16.646510"N 6°36'27.875641"E 35000.00ft;698.8km/h;-95.43°;0.00°;
41647.03s;41°37'45.656149"N 6°29'17.898193"E 35000.00ft;699.2km/h;-95.51°;0.00°;
41698.46s;41°37'14.196075"N 6°22'7.734297"E 35000.00ft;699.7km/h;-95.59°;0.00°;
41749.89s;41°36'42.264562"N 6°14'57.372203"E 35000.00ft;700.2km/h;-95.67°;0.00°;
41801.31s;41°36'9.861635"N 6°7'46.824202"E 35000.00ft;700.7km/h;-95.75°;0.00°;
41852.74s;41°35'36.989145"N 6°0'36.125865"E 35000.00ft;701.2km/h;-95.83°;0.00°;
41904.17s;41°35'3.650675"N 5°53'25.333230"E 35000.00ft;701.5km/h;-95.91°;0.00°;
41955.60s;41°34'29.851287"N 5°46'14.518238"E 35000.00ft;701.8km/h;-95.99°;0.00°;
42007.03s;41°33'55.597153"N 5°39'3.762949"E 35000.00ft;701.9km/h;-96.07°;0.00°;
42058.46s;41°33'20.895091"N 5°31'53.153146"E 35000.00ft;701.9km/h;-96.15°;0.00°;
42109.89s;41°32'45.752066"N 5°24'42.771975"E 35000.00ft;701.7km/h;-96.23°;0.00°;
42161.31s;41°32'10.174697"N 5°17'32.694144"E 35000.00ft;701.4km/h;-96.31°;0.00°;
42212.74s;41°31'34.168807"N 5°10'22.981077"E 35000.00ft;701.0km/h;-96.39°;0.00°;
42264.17s;41°30'57.739035"N 5°3'13.677236"E 35000.00ft;700.6km/h;-96.47°;0.00°;
42315.60s;41°30'20.888545"N 4°56'4.807700"E 35000.00ft;700.1km/h;-96.55°;0.00°;
42367.03s;41°29'43.618814"N 4°48'56.376997"E 35000.00ft;699.6km/h;-96.63°;0.00°;
42418.46s;41°29'5.929527"N 4°41'48.369126"E 35000.00ft;699.1km/h;-96.70°;0.00°;
42469.89s;41°28'27.818569"N 4°34'40.748722"E 35000.00ft;698.7km/h;-96.78°;0.00°;
42521.31s;41°27'49.282131"N 4°27'33.463303"E 35000.00ft;698.4km/h;-96.86°;0.00°;
42572.74s;41°27'10.314909"N 4°20'26.446559"E 35000.00ft;698.2km/h;-96.94°;0.00°;
42624.17s;41°26'30.910432"N 4°13'19.622610"E 35000.00ft;698.1km/h;-97.02°;0.00°;
42675.60s;41°25'51.061480"N 4°6'12.911093"E 35000.00ft;698.2km/h;-97.10°;0.00°;
42727.03s;41°25'10.760601"N 3°59'6.232862"E 35000.00ft;698.4km/h;-97.18°;0.00°;
42778.46s;41°24'30.000687"N 3°51'59.515943"E 35000.00ft;698.7km/h;-97.26°;0.00°;
42829.89s;41°23'48.775565"N 3°44'52.701291"E 35000.00ft;699.1km/h;-97.34°;0.00°;
42881.31s;41°23'7.080555"N 3°37'45.747808"E 35000.00ft;699.6km/h;-97.42°;0.00°;
42932.74s;41°22'24.912937"N 3°30'38.636070"E 35000.00ft;700.1km/h;-97.50°;0.00°;
42984.17s;41°21'42.272263"N 3°23'31.370306"E 35000.00ft;700.6km/h;-97.57°;0.00°;
43035.60s;41°20'59.160474"N 3°16'23.978330"E 35000.00ft;701.0km/h;-97.65°;0.00°;
43087.03s;41°20'15.581811"N 3°9'16.509399"E 35000.00ft;701.4km/h;-97.73°;0.00°;
43138.46s;41°19'31.542520"N 3°2'9.030208"E 35000.00ft;701.7km/h;-97.81°;0.00°;
43189.89s;41°18'47.050379"N 2°55'1.619476"E 35000.00ft;701.9km/h;-97.89°;0.00°;
43241.31s;41°18'2.114109"N 2°47'54.361731"E 35000.00ft;701.9km/h;-97.97°;0.00°;
