time;position_error
51141.26s;0.3018nm;
51192.69s;0.3126nm;
51244.12s;0.3200nm;
51295.54s;0.3236nm;
51346.97s;0.3233nm;
51398.40s;0.3191nm;
51449.83s;0.3115nm;
51501.26s;0.3011nm;
51552.69s;0.2888nm;
51604.12s;0.2757nm;
51655.54s;0.2626nm;
51706.97s;0.2508nm;
51758.40s;0.2411nm;
51809.83s;0.2342nm;
51861.26s;0.2308nm;
51912.69s;0.2312nm;
51964.12s;0.2353nm;
52015.54s;0.2431nm;
52066.97s;0.2540nm;
52118.40s;0.2674nm;
52169.83s;0.2824nm;
52221.26s;0.2982nm;
52272.69s;0.3135nm;
52324.12s;0.3275nm;
52375.54s;0.3392nm;
52426.97s;0.3478nm;
52478.40s;0.3527nm;
52529.83s;0.3537nm;
52581.26s;0.3508nm;
52632.69s;0.3443nm;
52684.12s;0.3347nm;
52735.54s;0.3230nm;
52786.97s;0.3100nm;
52838.40s;0.2968nm;
52889.83s;0.2844nm;
52941.26s;0.2739nm;
52992.69s;0.2661nm;
53044.12s;0.2615nm;
53095.54s;0.2606nm;
53146.97s;0.2635nm;
53198.40s;0.2701nm;
53249.83s;0.2800nm;
53301.26s;0.2927nm;
53352.69s;0.3073nm;
53404.12s;0.3229nm;
53455.54s;0.3385nm;
53506.97s;0.3531nm;
53558.40s;0.3656nm;
53609.83s;0.3753nm;
53620.50s;0.3759nm;
53710.50s;0.3671nm;
53800.50s;0.3626nm;
53890.50s;0.3575nm;
53980.50s;0.3530nm;
54070.50s;0.3501nm;
54160.50s;0.3482nm;
54250.50s;0.3460nm;
54340.50s;0.3422nm;
54430.50s;0.3368nm;
54520.50s;0.3312nm;
54610.50s;0.3270nm;
54700.50s;0.3248nm;
54790.50s;0.3237nm;
54880.50s;0.3217nm;
54970.50s;0.3177nm;
55060.50s;0.3118nm;
55150.50s;0.3056nm;
55240.50s;0.3008nm;
55330.50s;0.2977nm;
55420.50s;0.2952nm;
55510.50s;0.2919nm;
55600.50s;0.2872nm;
55690.50s;0.2823nm;
55780.50s;0.2788nm;
55870.50s;0.2777nm;
55960.50s;0.2782nm;
56050.50s;0.2780nm;
56140.50s;0.2750nm;
56230.50s;0.2687nm;
56320.50s;0.2608nm;
56410.50s;0.2536nm;
56500.50s;0.2484nm;
56590.50s;0.2450nm;
56680.50s;0.2417nm;
56770.50s;0.2376nm;
56860.50s;0.2334nm;
56950.50s;0.2309nm;
57040.50s;0.2314nm;
57130.50s;0.2342nm;
57220.50s;0.2366nm;
57310.50s;0.2355nm;
57400.50s;0.2297nm;
57490.50s;0.2202nm;
57580.50s;0.2099nm;
57670.50s;0.2016nm;
57760.50s;0.1961nm;
57850.50s;0.1921nm;
57940.50s;0.1884nm;
58030.50s;0.1850nm;
58120.50s;0.1838nm;
58210.50s;0.1865nm;
58300.50s;0.1926nm;
58390.50s;0.1987nm;
58480.50s;0.2009nm;
58570.50s;0.1967nm;
58660.50s;0.1863nm;
58750.50s;0.1727nm;
58840.50s;0.1599nm;
58930.50s;0.1504nm;
59020.50s;0.1444nm;
59110.50s;0.1403nm;
59200.50s;0.1378nm;
59290.50s;0.1385nm;
59380.50s;0.1446nm;
59470.50s;0.1554nm;
59560.50s;0.1668nm;
59650.50s;0.1739nm;
59740.50s;0.1729nm;
59830.50s;0.1631nm;
59920.50s;0.1468nm;
60010.50s;0.1285nm;
60100.50s;0.1127nm;
60190.50s;0.1020nm;
60280.50s;0.0960nm;
60370.50s;0.0942nm;
60460.50s;0.0980nm;
60550.50s;0.1093nm;
60640.50s;0.1266nm;
60730.50s;0.1448nm;
60820.50s;0.1580nm;
60910.50s;0.1619nm;
61000.50s;0.1549nm;
61090.50s;0.1385nm;
61180.50s;0.1163nm;
61270.50s;0.0938nm;
61360.50s;0.0757nm;
61450.50s;0.0652nm;
61540.50s;0.0635nm;
61630.50s;0.0717nm;
61720.50s;0.0895nm;
61810.50s;0.1132nm;
61900.50s;0.1374nm;
61990.50s;0.1564nm;
62080.50s;0.1659nm;
62170.50s;0.1635nm;
62260.50s;0.1501nm;
62350.50s;0.1289nm;
62440.50s;0.1048nm;
62442.14s;0.1048nm;
62532.14s;0.0841nm;
62622.14s;0.0710nm;
62712.14s;0.0683nm;
62802.14s;0.0765nm;
62892.14s;0.0946nm;
62982.14s;0.1190nm;
63072.14s;0.1448nm;
63162.14s;0.1667nm;
63252.14s;0.1799nm;
63342.14s;0.1816nm;
63432.14s;0.1718nm;
63522.14s;0.1528nm;
63612.14s;0.1294nm;
63702.14s;0.1070nm;
63792.14s;0.0907nm;
63882.14s;0.0843nm;
63972.14s;0.0890nm;
64062.14s;0.1043nm;
64152.14s;0.1272nm;
64242.14s;0.1533nm;
64332.14s;0.1771nm;
64422.14s;0.1937nm;
64512.14s;0.1994nm;
64602.14s;0.1933nm;
64692.14s;0.1769nm;
64782.14s;0.1543nm;
64872.14s;0.1308nm;
64962.14s;0.1119nm;
65052.14s;0.1019nm;
65142.14s;0.1028nm;
65232.14s;0.1149nm;
65322.14s;0.1358nm;
65412.14s;0.1615nm;
65502.14s;0.1868nm;
65592.14s;0.2063nm;
65682.14s;0.2159nm;
65772.14s;0.2136nm;
65862.14s;0.2003nm;
65952.14s;0.1792nm;
66042.14s;0.1553nm;
66132.14s;0.1343nm;
66222.14s;0.1209nm;
66312.14s;0.1180nm;
66402.14s;0.1266nm;
66492.14s;0.1450nm;
66582.14s;0.1697nm;
66672.14s;0.1958nm;
66762.14s;0.2178nm;
66852.14s;0.2310nm;
66942.14s;0.2328nm;
67032.14s;0.2229nm;
67122.14s;0.2039nm;
67212.14s;0.1802nm;
67302.14s;0.1576nm;
67392.14s;0.1412nm;
67482.14s;0.1346nm;
67572.14s;0.1394nm;
67662.14s;0.1549nm;
67752.14s;0.1781nm;
67842.14s;0.2043nm;
67932.14s;0.2283nm;
68022.14s;0.2449nm;
68112.14s;0.2506nm;
68202.14s;0.2445nm;
68292.14s;0.2280nm;
68382.14s;0.2053nm;
68472.14s;0.1817nm;
68562.14s;0.1627nm;
68652.14s;0.1525nm;
68742.14s;0.1535nm;
68832.14s;0.1657nm;
68922.14s;0.1868nm;
69012.14s;0.2127nm;
69102.14s;0.2380nm;
69192.14s;0.2575nm;
69282.14s;0.2671nm;
69372.14s;0.2649nm;
69462.14s;0.2516nm;
69552.14s;0.2304nm;
69642.14s;0.2064nm;
69732.14s;0.1853nm;
69822.14s;0.1717nm;
69912.14s;0.1689nm;
70002.14s;0.1775nm;
70092.14s;0.1961nm;
70182.14s;0.2209nm;
70272.14s;0.2470nm;
70362.14s;0.2690nm;
70452.14s;0.2823nm;
70542.14s;0.2841nm;
70632.14s;0.2742nm;
70722.14s;0.2551nm;
70812.14s;0.2314nm;
70902.14s;0.2087nm;
70992.14s;0.1922nm;
71082.14s;0.1856nm;
71172.14s;0.1905nm;
71262.14s;0.2061nm;
71352.14s;0.2293nm;
71442.14s;0.2556nm;
71532.14s;0.2796nm;
71622.14s;0.2962nm;
71712.14s;0.3020nm;
71802.14s;0.2958nm;
71892.14s;0.2794nm;
71982.14s;0.2566nm;
72072.14s;0.2330nm;
72162.14s;0.2139nm;
72252.14s;0.2036nm;
72342.14s;0.2047nm;
72432.14s;0.2169nm;
72522.14s;0.2381nm;
72612.14s;0.2639nm;
72702.14s;0.2893nm;
72792.14s;0.3089nm;
72882.14s;0.3185nm;
72972.14s;0.3163nm;
73062.14s;0.3029nm;
73152.14s;0.2817nm;
73242.14s;0.2577nm;
73332.14s;0.2365nm;
73422.14s;0.2230nm;
73512.14s;0.2201nm;
73602.14s;0.2288nm;
73692.14s;0.2474nm;
73782.14s;0.2722nm;
73872.14s;0.2984nm;
73962.14s;0.3204nm;
74052.14s;0.3337nm;
74142.14s;0.3355nm;
74232.14s;0.3256nm;
74322.14s;0.3065nm;
74412.14s;0.2828nm;
74502.14s;0.2601nm;
74592.14s;0.2435nm;
74682.14s;0.2369nm;
74772.14s;0.2418nm;
74862.14s;0.2574nm;
74952.14s;0.2807nm;
75042.14s;0.3070nm;
75132.14s;0.3310nm;
75222.14s;0.3476nm;
75312.14s;0.3534nm;
75402.14s;0.3472nm;
75492.14s;0.3308nm;
75582.14s;0.3080nm;
75672.14s;0.2843nm;
75762.14s;0.2652nm;
75852.14s;0.2550nm;
75942.14s;0.2560nm;
76032.14s;0.2682nm;
76122.14s;0.2894nm;
76212.14s;0.3153nm;
76302.14s;0.3407nm;
76392.14s;0.3603nm;
76482.14s;0.3700nm;
76572.14s;0.3677nm;
76662.14s;0.3543nm;
76752.14s;0.3331nm;
76842.14s;0.3091nm;
76932.14s;0.2879nm;
77022.14s;0.2743nm;
77112.14s;0.2715nm;
77202.14s;0.2801nm;
77292.14s;0.2987nm;
77382.14s;0.3236nm;
77472.14s;0.3498nm;
77562.14s;0.3719nm;
77652.14s;0.3852nm;
77742.14s;0.3869nm;
77832.14s;0.3770nm;
77922.14s;0.3579nm;
78012.14s;0.3342nm;
78102.14s;0.3115nm;
78192.14s;0.2949nm;
78282.14s;0.2883nm;
78372.14s;0.2932nm;
78462.14s;0.3088nm;
78552.14s;0.3321nm;
78642.14s;0.3584nm;
78732.14s;0.3824nm;
78822.14s;0.3991nm;
78912.14s;0.4049nm;
79002.14s;0.3987nm;
79092.14s;0.3822nm;
79182.14s;0.3594nm;
79272.14s;0.3358nm;
79362.14s;0.3166nm;
79452.14s;0.3064nm;
79542.14s;0.3074nm;
79632.14s;0.3197nm;
79722.14s;0.3409nm;
79812.14s;0.3668nm;
79902.14s;0.3922nm;
79992.14s;0.4118nm;
80082.14s;0.4214nm;
80172.14s;0.4192nm;
80262.14s;0.4058nm;
80352.14s;0.3846nm;
80442.14s;0.3606nm;
80532.14s;0.3393nm;
80622.14s;0.3258nm;
80712.14s;0.3229nm;
80802.14s;0.3316nm;
80892.14s;0.3502nm;
80982.14s;0.3751nm;
81072.14s;0.4013nm;
81162.14s;0.4233nm;
81252.14s;0.4367nm;
81342.14s;0.4384nm;
81432.14s;0.4285nm;
81522.14s;0.4094nm;
81612.14s;0.3857nm;
81702.14s;0.3629nm;
81792.14s;0.3464nm;
81882.14s;0.3397nm;
81972.14s;0.3446nm;
82062.14s;0.3602nm;
82152.14s;0.3836nm;
82242.14s;0.4099nm;
82332.14s;0.4339nm;
82422.14s;0.4506nm;
82512.14s;0.4564nm;
82602.14s;0.4502nm;
82692.14s;0.4337nm;
82782.14s;0.4109nm;
82872.14s;0.3872nm;
82962.14s;0.3681nm;
83052.14s;0.3578nm;
83142.14s;0.3589nm;
83232.14s;0.3712nm;
83322.14s;0.3924nm;
83412.14s;0.4183nm;
83502.14s;0.4437nm;
83592.14s;0.4633nm;
83682.14s;0.4729nm;
83772.14s;0.4707nm;
83862.14s;0.4573nm;
83952.14s;0.4361nm;
84042.14s;0.4121nm;
84132.14s;0.3908nm;
84222.14s;0.3772nm;
84312.14s;0.3744nm;
84402.14s;0.3831nm;
84492.14s;0.4017nm;
84582.14s;0.4266nm;
84672.14s;0.4528nm;
84762.14s;0.4749nm;
84852.14s;0.4882nm;
84942.14s;0.4900nm;
85032.14s;0.4800nm;
85122.14s;0.4609nm;
85212.14s;0.4372nm;
85302.14s;0.4144nm;
85392.14s;0.3979nm;
85482.14s;0.3912nm;
85572.14s;0.3961nm;
85662.14s;0.4117nm;
85752.14s;0.4351nm;
85842.14s;0.4614nm;
85932.14s;0.4855nm;
86022.14s;0.5021nm;
86112.14s;0.5079nm;
86202.14s;0.5017nm;
86292.14s;0.4852nm;
86382.14s;0.4625nm;
86472.14s;0.4388nm;
86562.14s;0.4196nm;
86652.14s;0.4094nm;
86742.14s;0.4104nm;
86832.14s;0.4227nm;
86922.14s;0.4439nm;
87012.14s;0.4698nm;
87102.14s;0.4952nm;
87192.14s;0.5148nm;
87282.14s;0.5245nm;
87372.14s;0.5222nm;
87462.14s;0.5088nm;
87552.14s;0.4876nm;
87642.14s;0.4636nm;
87732.14s;0.4424nm;
87822.14s;0.4288nm;
87912.14s;0.4259nm;
88002.14s;0.4346nm;
88092.14s;0.4532nm;
88182.14s;0.4781nm;
88272.14s;0.5043nm;
88362.14s;0.5264nm;
88452.14s;0.5397nm;
88542.14s;0.5415nm;
88632.14s;0.5316nm;
88722.14s;0.5125nm;
88812.14s;0.4887nm;
88902.14s;0.4660nm;
88992.14s;0.4494nm;
89082.14s;0.4427nm;
89172.14s;0.4476nm;
89262.14s;0.4633nm;
89352.14s;0.4866nm;
89442.14s;0.5130nm;
89532.14s;0.5370nm;
89622.14s;0.5536nm;
89712.14s;0.5594nm;
89802.14s;0.5533nm;
89892.14s;0.5368nm;
89982.14s;0.5140nm;
90072.14s;0.4903nm;
90162.14s;0.4711nm;
90252.14s;0.4609nm;
90342.14s;0.4619nm;
90432.14s;0.4742nm;
90522.14s;0.4954nm;
90612.14s;0.5214nm;
90702.14s;0.5468nm;
90792.14s;0.5664nm;
90882.14s;0.5760nm;
90972.14s;0.5738nm;
91062.14s;0.5604nm;
91152.14s;0.5392nm;
91242.14s;0.5151nm;
91332.14s;0.4939nm;
91422.14s;0.4803nm;
91512.14s;0.4775nm;
91602.14s;0.4861nm;
91692.14s;0.5048nm;
91782.14s;0.5297nm;
91872.14s;0.5559nm;
91962.14s;0.5779nm;
92052.14s;0.5913nm;
92142.14s;0.5930nm;
92232.14s;0.5831nm;
92322.14s;0.5640nm;
92412.14s;0.5403nm;
92502.14s;0.5175nm;
92592.14s;0.5009nm;
92682.14s;0.4943nm;
92772.14s;0.4992nm;
92862.14s;0.5148nm;
92952.14s;0.5382nm;
93042.14s;0.5645nm;
93132.14s;0.5885nm;
93222.14s;0.6052nm;
93312.14s;0.6110nm;
93402.14s;0.6048nm;
93492.14s;0.5883nm;
93582.14s;0.5655nm;
93672.14s;0.5418nm;
93762.14s;0.5227nm;
93852.14s;0.5124nm;
93942.14s;0.5135nm;
94032.14s;0.5258nm;
94122.14s;0.5470nm;
94212.14s;0.5729nm;
94302.14s;0.5983nm;
94392.14s;0.6179nm;
94482.14s;0.6276nm;
94572.14s;0.6253nm;
94662.14s;0.6119nm;
94752.14s;0.5907nm;
94842.14s;0.5667nm;
94932.14s;0.5454nm;
95022.14s;0.5319nm;
95112.14s;0.5290nm;
95202.14s;0.5377nm;
95292.14s;0.5563nm;
95382.14s;0.5812nm;
95472.14s;0.6074nm;
95562.14s;0.6295nm;
95652.14s;0.6428nm;
95742.14s;0.6446nm;
95832.14s;0.6347nm;
95922.14s;0.6156nm;
96012.14s;0.5918nm;
96102.14s;0.5691nm;
96192.14s;0.5525nm;
96282.14s;0.5459nm;
96372.14s;0.5508nm;
96462.14s;0.5664nm;
96552.14s;0.5897nm;
96642.14s;0.6161nm;
96732.14s;0.6401nm;
96822.14s;0.6568nm;
96912.14s;0.6625nm;
97002.14s;0.6564nm;
97092.14s;0.6399nm;
97182.14s;0.6171nm;
97272.14s;0.5934nm;
97362.14s;0.5743nm;
97452.14s;0.5640nm;
97542.14s;0.5650nm;
97632.14s;0.5773nm;
97722.14s;0.5985nm;
97812.14s;0.6245nm;
97902.14s;0.6499nm;
97992.14s;0.6695nm;
98082.14s;0.6791nm;
98172.14s;0.6769nm;
98262.14s;0.6635nm;
98352.14s;0.6423nm;
98442.14s;0.6182nm;
98532.14s;0.5970nm;
98622.14s;0.5834nm;
98712.14s;0.5806nm;
98802.14s;0.5893nm;
98892.14s;0.6079nm;
98982.14s;0.6328nm;
99072.14s;0.6590nm;
99162.14s;0.6811nm;
99252.14s;0.6944nm;
99342.14s;0.6962nm;
99432.14s;0.6863nm;
99522.14s;0.6671nm;
99545.90s;0.6658nm;
99597.33s;0.6713nm;
99648.76s;0.6830nm;
99700.18s;0.6938nm;
99751.61s;0.7027nm;
99803.04s;0.7090nm;
99854.47s;0.7121nm;
99905.90s;0.7116nm;
99957.33s;0.7074nm;
100008.76s;0.6998nm;
100060.18s;0.6891nm;
100111.61s;0.6758nm;
100163.04s;0.6609nm;
100214.47s;0.6452nm;
100265.90s;0.6298nm;
100317.33s;0.6155nm;
100368.76s;0.6033nm;
100420.18s;0.5940nm;
100471.61s;0.5882nm;
100523.04s;0.5860nm;
100574.47s;0.5877nm;
100625.90s;0.5928nm;
100677.33s;0.6010nm;
100728.76s;0.6115nm;
100780.18s;0.6233nm;
100831.61s;0.6355nm;
100883.04s;0.6471nm;
100934.47s;0.6570nm;
100985.90s;0.6645nm;
101037.33s;0.6689nm;
101088.76s;0.6698nm;
101140.18s;0.6670nm;
101191.61s;0.6605nm;
101243.04s;0.6507nm;
101294.47s;0.6382nm;
101345.90s;0.6236nm;
101397.33s;0.6080nm;
101448.76s;0.5922nm;
101500.18s;0.5773nm;
101551.61s;0.5642nm;
101603.04s;0.5539nm;
101654.47s;0.5468nm;
101705.90s;0.5436nm;
101757.33s;0.5441nm;
101808.76s;0.5484nm;
101860.18s;0.5560nm;
101911.61s;0.5662nm;
101963.04s;0.5780nm;
102014.47s;0.5906nm;
102065.90s;0.6029nm;
102117.33s;0.6138nm;
102168.76s;0.6225nm;
102220.18s;0.6282nm;
102271.61s;0.6305nm;
102323.04s;0.6290nm;
102374.47s;0.6238nm;
102425.90s;0.6151nm;
102477.33s;0.6035nm;
102528.76s;0.5895nm;
102580.18s;0.5740nm;
102631.61s;0.5581nm;
102683.04s;0.5428nm;
102734.47s;0.5290nm;
102785.90s;0.5177nm;
102837.33s;0.5095nm;
102888.76s;0.5051nm;
102940.18s;0.5046nm;
102991.61s;0.5079nm;
103043.04s;0.5148nm;
103094.47s;0.5245nm;
103145.90s;0.5363nm;
103197.33s;0.5491nm;
103248.76s;0.5619nm;
103300.18s;0.5737nm;
103351.61s;0.5835nm;
103403.04s;0.5905nm;
103454.47s;0.5942nm;
103505.90s;0.5942nm;
103557.33s;0.5904nm;
103608.76s;0.5830nm;
103660.18s;0.5723nm;
103711.61s;0.5591nm;
103763.04s;0.5441nm;
103814.47s;0.5283nm;
103865.90s;0.5127nm;
103917.33s;0.4984nm;
103968.76s;0.4862nm;
104020.18s;0.4771nm;
104071.61s;0.4716nm;
104123.04s;0.4700nm;
104174.47s;0.4723nm;
104225.90s;0.4783nm;
104277.33s;0.4875nm;
104328.76s;0.4990nm;
104380.18s;0.5118nm;
104431.61s;0.5251nm;
104442.80s;0.5254nm;
104494.23s;0.5375nm;
104545.66s;0.5476nm;
104597.08s;0.5551nm;
104648.51s;0.5593nm;
104699.94s;0.5599nm;
104751.37s;0.5567nm;
104802.80s;0.5498nm;
104854.23s;0.5397nm;
104905.66s;0.5270nm;
104957.08s;0.5125nm;
105008.51s;0.4970nm;
105059.94s;0.4817nm;
105111.37s;0.4675nm;
105162.80s;0.4553nm;
105214.23s;0.4461nm;
105265.66s;0.4403nm;
105317.08s;0.4383nm;
105368.51s;0.4402nm;
105419.94s;0.4457nm;
105471.37s;0.4543nm;
105522.80s;0.4654nm;
105574.23s;0.4779nm;
105625.66s;0.4909nm;
105677.08s;0.5034nm;
105728.51s;0.5142nm;
105779.94s;0.5227nm;
105831.37s;0.5280nm;
105882.80s;0.5298nm;
105934.23s;0.5278nm;
105985.66s;0.5222nm;
106037.08s;0.5131nm;
106088.51s;0.5012nm;
106139.94s;0.4872nm;
106191.37s;0.4719nm;
106242.80s;0.4564nm;
106294.23s;0.4418nm;
106345.66s;0.4288nm;
106397.08s;0.4185nm;
106448.51s;0.4115nm;
106499.94s;0.4083nm;
106551.37s;0.4089nm;
106602.80s;0.4132nm;
106654.23s;0.4209nm;
106705.66s;0.4312nm;
106757.08s;0.4434nm;
106808.51s;0.4563nm;
106859.94s;0.4690nm;
106911.37s;0.4805nm;
106962.80s;0.4898nm;
107014.23s;0.4963nm;
107065.66s;0.4993nm;
107117.08s;0.4986nm;
107168.51s;0.4941nm;
107219.94s;0.4862nm;
107271.37s;0.4751nm;
107322.80s;0.4617nm;
107374.23s;0.4468nm;
107425.66s;0.4313nm;
107477.08s;0.4162nm;
107528.51s;0.4026nm;
107579.94s;0.3914nm;
107631.37s;0.3832nm;
107682.80s;0.3787nm;
107734.23s;0.3780nm;
107785.66s;0.3811nm;
107837.08s;0.3877nm;
107888.51s;0.3973nm;
107939.94s;0.4089nm;
107991.37s;0.4217nm;
108042.80s;0.4346nm;
108094.23s;0.4466nm;
108145.66s;0.4567nm;
108197.08s;0.4642nm;
108248.51s;0.4684nm;
108299.94s;0.4689nm;
108351.37s;0.4657nm;
108402.80s;0.4589nm;
108454.23s;0.4488nm;
108505.66s;0.4361nm;
108557.08s;0.4215nm;
108608.51s;0.4061nm;
108659.94s;0.3908nm;
108711.37s;0.3767nm;
108762.80s;0.3645nm;
108814.23s;0.3553nm;
108865.66s;0.3495nm;
108917.08s;0.3475nm;
108968.51s;0.3494nm;
109019.94s;0.3549nm;
109071.37s;0.3635nm;
109122.80s;0.3745nm;
109174.23s;0.3870nm;
109225.66s;0.4000nm;
109277.08s;0.4124nm;
109328.51s;0.4232nm;
109379.94s;0.4317nm;
109431.37s;0.4370nm;
109482.80s;0.4388nm;
109534.23s;0.4368nm;
109585.66s;0.4312nm;
109637.08s;0.4221nm;
109688.51s;0.4102nm;
109739.94s;0.3962nm;
109791.37s;0.3810nm;
109842.80s;0.3655nm;
109894.23s;0.3509nm;
109945.66s;0.3380nm;
109997.08s;0.3277nm;
110048.51s;0.3208nm;
110099.94s;0.3175nm;
110151.37s;0.3181nm;
110202.80s;0.3224nm;
110254.23s;0.3301nm;
110305.66s;0.3404nm;
110357.08s;0.3524nm;
110408.51s;0.3654nm;
110459.94s;0.3780nm;
110511.37s;0.3895nm;
110562.80s;0.3988nm;
110614.23s;0.4052nm;
110665.66s;0.4082nm;
110717.08s;0.4075nm;
110768.51s;0.4031nm;
110819.94s;0.3951nm;
110871.37s;0.3841nm;
110922.80s;0.3707nm;
110974.23s;0.3558nm;
111025.66s;0.3403nm;
111077.08s;0.3253nm;
111128.51s;0.3118nm;
111179.94s;0.3006nm;
111231.37s;0.2924nm;
111282.80s;0.2879nm;
111334.23s;0.2872nm;
111385.66s;0.2903nm;
111437.08s;0.2969nm;
111488.51s;0.3064nm;
111539.94s;0.3180nm;
111591.37s;0.3307nm;
111642.80s;0.3436nm;
111694.23s;0.3555nm;
111745.66s;0.3656nm;
111797.08s;0.3731nm;
111848.51s;0.3773nm;
111899.94s;0.3778nm;
111951.37s;0.3746nm;
112002.80s;0.3678nm;
112054.23s;0.3577nm;
112105.66s;0.3450nm;
112157.08s;0.3305nm;
112208.51s;0.3151nm;
112259.94s;0.2999nm;
112311.37s;0.2858nm;
112362.80s;0.2737nm;
112414.23s;0.2645nm;
112465.66s;0.2587nm;
112517.08s;0.2568nm;
112568.51s;0.2586nm;
112619.94s;0.2641nm;
112671.37s;0.2726nm;
112722.80s;0.2836nm;
112774.23s;0.2960nm;
112825.66s;0.3090nm;
112877.08s;0.3213nm;
112928.51s;0.3321nm;
112979.94s;0.3405nm;
113031.37s;0.3459nm;
113082.80s;0.3477nm;
113134.23s;0.3457nm;
113185.66s;0.3400nm;
113237.08s;0.3310nm;
113288.51s;0.3191nm;
113339.94s;0.3051nm;
113391.37s;0.2899nm;
113442.80s;0.2745nm;
113494.23s;0.2600nm;
113545.66s;0.2471nm;
113597.08s;0.2369nm;
113648.51s;0.2300nm;
113699.94s;0.2268nm;
113751.37s;0.2273nm;
113802.80s;0.2316nm;
113854.23s;0.2392nm;
113905.66s;0.2494nm;
113957.08s;0.2615nm;
114008.51s;0.2743nm;
114059.94s;0.2870nm;
114111.37s;0.2984nm;
114162.80s;0.3077nm;
114214.23s;0.3141nm;
114265.66s;0.3171nm;
114317.08s;0.3164nm;
114368.51s;0.3119nm;
114419.94s;0.3040nm;
114471.37s;0.2930nm;
114522.80s;0.2796nm;
114574.23s;0.2647nm;
114625.66s;0.2493nm;
114677.08s;0.2344nm;
114728.51s;0.2209nm;
114779.94s;0.2098nm;
114831.37s;0.2017nm;
114882.80s;0.1972nm;
114934.23s;0.1965nm;
114985.66s;0.1996nm;
115037.08s;0.2061nm;
115088.51s;0.2155nm;
115139.94s;0.2270nm;
115191.37s;0.2396nm;
115242.80s;0.2525nm;
115294.23s;0.2644nm;
115345.66s;0.2744nm;
115397.08s;0.2819nm;
115448.51s;0.2861nm;
115499.94s;0.2866nm;
115551.37s;0.2834nm;
115602.80s;0.2766nm;
115654.23s;0.2665nm;
115705.66s;0.2539nm;
115757.08s;0.2394nm;
115808.51s;0.2241nm;
115859.94s;0.2089nm;
115911.37s;0.1949nm;
115962.80s;0.1829nm;
116014.23s;0.1738nm;
116065.66s;0.1682nm;
116117.08s;0.1662nm;
116168.51s;0.1680nm;
116219.94s;0.1734nm;
116271.37s;0.1818nm;
116322.80s;0.1927nm;
116374.23s;0.2050nm;
116425.66s;0.2179nm;
116477.08s;0.2302nm;
116528.51s;0.2409nm;
116579.94s;0.2493nm;
116631.37s;0.2546nm;
116682.80s;0.2564nm;
116734.23s;0.2545nm;
116785.66s;0.2488nm;
116837.08s;0.2398nm;
116888.51s;0.2279nm;
116939.94s;0.2140nm;
116991.37s;0.1989nm;
117042.80s;0.1836nm;
117094.23s;0.1691nm;
117145.66s;0.1565nm;
117197.08s;0.1464nm;
117248.51s;0.1396nm;
117299.94s;0.1364nm;
117351.37s;0.1369nm;
117402.80s;0.1411nm;
117454.23s;0.1485nm;
117505.66s;0.1586nm;
117557.08s;0.1705nm;
117608.51s;0.1832nm;
117659.94s;0.1958nm;
117711.37s;0.2072nm;
117762.80s;0.2164nm;
117814.23s;0.2228nm;
117865.66s;0.2258nm;
117917.08s;0.2251nm;
117968.51s;0.2207nm;
118019.94s;0.2127nm;
118071.37s;0.2017nm;
118122.80s;0.1884nm;
118174.23s;0.1736nm;
118225.66s;0.1583nm;
118277.08s;0.1436nm;
118328.51s;0.1303nm;
118379.94s;0.1194nm;
118431.37s;0.1116nm;
118482.80s;0.1072nm;
118534.23s;0.1065nm;
118585.66s;0.1094nm;
118637.08s;0.1157nm;
118688.51s;0.1249nm;
118739.94s;0.1362nm;
118791.37s;0.1487nm;
118842.80s;0.1613nm;
118894.23s;0.1732nm;
118945.66s;0.1832nm;
118997.08s;0.1906nm;
119048.51s;0.1948nm;
119099.94s;0.1953nm;
119151.37s;0.1921nm;
119202.80s;0.1853nm;
119254.23s;0.1753nm;
119305.66s;0.1627nm;
119357.08s;0.1483nm;
119408.51s;0.1331nm;
119459.94s;0.1182nm;
119511.37s;0.1045nm;
119562.80s;0.0929nm;
119614.23s;0.0842nm;
119665.66s;0.0789nm;
119717.08s;0.0770nm;
119768.51s;0.0786nm;
119819.94s;0.0837nm;
119871.37s;0.0917nm;
119922.80s;0.1022nm;
119974.23s;0.1142nm;
120025.66s;0.1269nm;
120077.08s;0.1390nm;
120128.51s;0.1497nm;
120179.94s;0.1581nm;
120231.37s;0.1633nm;
120282.80s;0.1651nm;
120334.23s;0.1631nm;
120385.66s;0.1575nm;
120437.08s;0.1485nm;
120488.51s;0.1367nm;
120539.94s;0.1229nm;
120591.37s;0.1080nm;
120642.80s;0.0930nm;
120694.23s;0.0791nm;
120745.66s;0.0671nm;
120797.08s;0.0580nm;
120848.51s;0.0520nm;
120899.94s;0.0492nm;
120951.37s;0.0496nm;
121002.80s;0.0531nm;
121054.23s;0.0596nm;
121105.66s;0.0689nm;
121157.08s;0.0801nm;
121208.51s;0.0925nm;
121259.94s;0.1048nm;
121311.37s;0.1160nm;
121362.80s;0.1252nm;
121414.23s;0.1315nm;
121465.66s;0.1345nm;
121517.08s;0.1338nm;
121568.51s;0.1294nm;
121619.94s;0.1214nm;
121671.37s;0.1106nm;
121722.80s;0.0974nm;
121774.23s;0.0829nm;
121825.66s;0.0681nm;
121877.08s;0.0543nm;
121928.51s;0.0426nm;
121979.94s;0.0342nm;
