time;position;tas;heading_angle;climb_angle;
28411.54s;59°51'45.012610"N 11°56'0.467602"E 29999.92ft;693.7km/h;-84.58°;0.00°;
28462.97s;59°52'14.340038"N 11°45'25.480628"E 29999.92ft;693.1km/h;-84.74°;0.00°;
28514.40s;59°52'42.739028"N 11°34'50.275853"E 29999.93ft;693.0km/h;-84.91°;0.00°;
28565.83s;59°53'10.213067"N 11°24'14.399290"E 29999.93ft;693.4km/h;-85.08°;0.00°;
28617.26s;59°53'36.752841"N 11°13'37.420924"E 29999.94ft;694.3km/h;-85.25°;0.00°;
28668.69s;59°54'2.324724"N 11°2'58.964896"E 29999.94ft;695.6km/h;-85.43°;0.00°;
28720.11s;59°54'26.834402"N 10°52'18.732284"E 29999.95ft;697.2km/h;-85.63°;0.00°;
28744.35s;59°54'37.672860"N 10°47'16.538156"E 29999.95ft;698.0km/h;-85.91°;0.00°;
Switched destination to waypoint 5
28795.78s;59°49'15.283516"N 10°48'2.674316"E 29999.95ft;699.8km/h;175.89°;0.00°;
28847.20s;59°43'52.029450"N 10°48'48.684725"E 29999.96ft;701.7km/h;175.90°;0.00°;
28898.63s;59°38'27.967530"N 10°49'34.561587"E 29999.96ft;703.5km/h;175.91°;0.00°;
28950.06s;59°33'3.212530"N 10°50'20.289144"E 29999.96ft;705.0km/h;175.92°;0.00°;
29001.49s;59°27'37.928863"N 10°51'5.845040"E 29999.96ft;706.1km/h;175.93°;0.00°;
29052.92s;59°22'12.318737"N 10°51'51.202156"E 29999.97ft;706.8km/h;175.95°;0.00°;
29104.35s;59°16'46.607581"N 10°52'36.330754"E 29999.97ft;707.0km/h;175.96°;0.00°;
29155.78s;59°11'21.027803"N 10°53'21.200786"E 29999.97ft;706.7km/h;175.97°;0.00°;
29207.20s;59°5'55.802043"N 10°54'5.784199"E 29999.97ft;705.9km/h;175.98°;0.00°;
29258.63s;59°0'31.127123"N 10°54'50.057070"E 29999.98ft;704.7km/h;175.99°;0.00°;
29310.06s;58°55'7.159870"N 10°55'34.001415"E 29999.98ft;703.2km/h;176.00°;0.00°;
29361.49s;58°49'44.005808"N 10°56'17.606562"E 29999.98ft;701.4km/h;176.01°;0.00°;
29412.92s;58°44'21.711556"N 10°57'0.869977"E 29999.98ft;699.5km/h;176.02°;0.00°;
29464.35s;58°39'0.261471"N 10°57'43.797500"E 29999.98ft;697.7km/h;176.03°;0.00°;
29515.78s;58°33'39.578773"N 10°58'26.402984"E 29999.98ft;696.0km/h;176.04°;0.00°;
29567.20s;58°28'19.531081"N 10°59'8.707359"E 29999.98ft;694.6km/h;176.05°;0.00°;
29618.63s;58°22'59.939957"N 10°59'50.737198"E 29999.99ft;693.6km/h;176.06°;0.00°;
29670.06s;58°17'40.593768"N 11°0'32.522895"E 29999.99ft;693.1km/h;176.07°;0.00°;
29721.49s;58°12'21.262939"N 11°1'14.096584"E 29999.99ft;693.0km/h;176.08°;0.00°;
29772.92s;58°7'1.716505"N 11°1'55.489954"E 29999.99ft;693.5km/h;176.09°;0.00°;
29824.35s;58°1'41.738759"N 11°2'36.732112"E 29999.99ft;694.4km/h;176.10°;0.00°;
29875.78s;57°56'21.144802"N 11°3'17.847654"E 29999.99ft;695.8km/h;176.11°;0.00°;
29927.20s;57°50'59.793873"N 11°3'58.855071"E 29999.99ft;697.4km/h;176.12°;0.00°;
29978.63s;57°45'37.599495"N 11°4'39.765614"E 29999.99ft;699.2km/h;176.13°;0.00°;
30030.06s;57°40'14.535717"N 11°5'20.582677"E 29999.99ft;701.1km/h;176.14°;0.00°;
30081.49s;57°34'50.638983"N 11°6'1.301760"E 29999.99ft;702.9km/h;176.15°;0.00°;
30132.92s;57°29'26.005512"N 11°6'41.910991"E 29999.99ft;704.5km/h;176.16°;0.00°;
30184.35s;57°24'0.784364"N 11°7'22.392168"E 29999.99ft;705.8km/h;176.17°;0.00°;
30235.78s;57°18'35.166703"N 11°8'2.722250"E 29999.99ft;706.6km/h;176.18°;0.00°;
30287.20s;57°13'9.372018"N 11°8'42.875172"E 29999.99ft;707.0km/h;176.19°;0.00°;
30338.63s;57°7'43.632308"N 11°9'22.823863"E 29999.99ft;706.9km/h;176.20°;0.00°;
30390.06s;57°2'18.175365"N 11°10'2.542307"E 30000.00ft;706.2km/h;176.21°;0.00°;
30441.49s;56°56'53.208353"N 11°10'42.007513"E 30000.00ft;705.2km/h;176.22°;0.00°;
30492.92s;56°51'28.902882"N 11°11'21.201239"E 30000.00ft;703.7km/h;176.22°;0.00°;
30544.35s;56°46'5.382639"N 11°12'0.111371"E 30000.00ft;702.0km/h;176.23°;0.00°;
30595.78s;56°40'42.714473"N 11°12'38.732832"E 30000.00ft;700.2km/h;176.24°;0.00°;
30647.20s;56°35'20.903580"N 11°13'17.067993"E 30000.00ft;698.3km/h;176.25°;0.00°;
30698.63s;56°29'59.893128"N 11°13'55.126537"E 30000.00ft;696.5km/h;176.26°;0.00°;
30750.06s;56°24'39.568353"N 11°14'32.924805"E 30000.00ft;695.0km/h;176.27°;0.00°;
30801.49s;56°19'19.764833"N 11°15'10.484671"E 30000.00ft;693.9km/h;176.28°;0.00°;
30852.92s;56°14'0.280337"N 11°15'47.832025"E 30000.00ft;693.2km/h;176.29°;0.00°;
30904.35s;56°8'40.889408"N 11°16'24.994992"E 30000.00ft;693.0km/h;176.30°;0.00°;
30955.78s;56°3'21.359608"N 11°17'2.001995"E 30000.00ft;693.3km/h;176.30°;0.00°;
31007.20s;55°58'1.468274"N 11°17'38.879818"E 30000.00ft;694.1km/h;176.31°;0.00°;
31058.63s;55°52'41.018573"N 11°18'15.651803"E 30000.00ft;695.3km/h;176.32°;0.00°;
31110.06s;55°47'19.853686"N 11°18'52.336305"E 30000.00ft;696.8km/h;176.33°;0.00°;
31161.49s;55°41'57.868117"N 11°19'28.945520"E 30000.00ft;698.6km/h;176.34°;0.00°;
31212.92s;55°36'35.015295"N 11°20'5.484764"E 30000.00ft;700.5km/h;176.35°;0.00°;
31264.35s;55°31'11.310938"N 11°20'41.952251"E 30000.00ft;702.3km/h;176.35°;0.00°;
31315.78s;55°25'46.831922"N 11°21'18.339381"E 30000.00ft;704.0km/h;176.36°;0.00°;
31367.20s;55°20'21.710740"N 11°21'54.631512"E 30000.00ft;705.4km/h;176.37°;0.00°;
31418.63s;55°14'56.125960"N 11°22'30.809164"E 30000.00ft;706.4km/h;176.38°;0.00°;
31470.06s;55°9'30.289353"N 11°23'6.849549"E 30000.00ft;706.9km/h;176.39°;0.00°;
31521.49s;55°4'4.430633"N 11°23'42.728328"E 30000.00ft;707.0km/h;176.40°;0.00°;
31572.92s;54°58'38.780906"N 11°24'18.421460"E 30000.00ft;706.5km/h;176.40°;0.00°;
31624.35s;54°53'13.556007"N 11°24'53.907012"E 30000.00ft;705.6km/h;176.41°;0.00°;
31675.78s;54°47'48.940952"N 11°25'29.166800"E 30000.00ft;704.2km/h;176.42°;0.00°;
31727.20s;54°42'25.076600"N 11°26'4.187746"E 30000.00ft;702.6km/h;176.43°;0.00°;
31778.63s;54°37'2.049505"N 11°26'38.962851"E 30000.00ft;700.8km/h;176.44°;0.00°;
31830.06s;54°31'39.885672"N 11°27'13.491733"E 30000.00ft;698.9km/h;176.44°;0.00°;
31881.49s;54°26'18.548690"N 11°27'47.780677"E 30000.00ft;697.1km/h;176.45°;0.00°;
31932.92s;54°20'57.942352"N 11°28'21.842214"E 30000.00ft;695.5km/h;176.46°;0.00°;
31984.35s;54°15'37.917591"N 11°28'55.694248"E 30000.00ft;694.2km/h;176.47°;0.00°;
32035.78s;54°10'18.283228"N 11°29'29.358816"E 30000.00ft;693.4km/h;176.48°;0.00°;
32087.20s;54°4'58.819745"N 11°30'2.860552"E 30000.00ft;693.0km/h;176.48°;0.00°;
32138.63s;53°59'39.295116"N 11°30'36.224981"E 30000.00ft;693.1km/h;176.49°;0.00°;
32190.06s;53°54'19.481525"N 11°31'9.476761"E 30000.00ft;693.8km/h;176.50°;0.00°;
32241.49s;53°48'59.171792"N 11°31'42.638008"E 30000.00ft;694.8km/h;176.51°;0.00°;
32292.92s;53°43'38.194303"N 11°32'15.726799"E 30000.00ft;696.3km/h;176.51°;0.00°;
32344.35s;53°38'16.425386"N 11°32'48.755999"E 30000.00ft;698.0km/h;176.52°;0.00°;
32395.78s;53°32'53.798222"N 11°33'21.732447"E 30000.00ft;699.8km/h;176.53°;0.00°;
32447.20s;53°27'30.307668"N 11°33'54.656604"E 30000.00ft;701.7km/h;176.54°;0.00°;
32498.63s;53°22'6.010626"N 11°34'27.522641"E 30000.00ft;703.5km/h;176.54°;0.00°;
32550.06s;53°16'41.021945"N 11°35'0.318987"E 30000.00ft;705.0km/h;176.55°;0.00°;
32601.49s;53°11'15.506149"N 11°35'33.029289"E 30000.00ft;706.1km/h;176.56°;0.00°;
32652.92s;53°5'49.665575"N 11°36'5.633690"E 30000.00ft;706.8km/h;176.57°;0.00°;
32704.35s;53°0'23.725797"N 11°36'38.110363"E 30000.00ft;707.0km/h;176.57°;0.00°;
32755.78s;52°54'57.919366"N 11°37'10.437163"E 30000.00ft;706.7km/h;176.58°;0.00°;
32807.20s;52°49'32.469051"N 11°37'42.593288"E 30000.00ft;705.9km/h;176.59°;0.00°;
32858.63s;52°44'7.571785"N 11°38'14.560828"E 30000.00ft;704.7km/h;176.59°;0.00°;
32910.06s;52°38'43.384472"N 11°38'46.326100"E 30000.00ft;703.2km/h;176.60°;0.00°;
32961.49s;52°33'20.012675"N 11°39'17.880653"E 30000.00ft;701.4km/h;176.61°;0.00°;
33012.92s;52°27'57.503015"N 11°39'49.221908"E 30000.00ft;699.5km/h;176.62°;0.00°;
33064.35s;52°22'35.839804"N 11°40'20.353354"E 30000.00ft;697.7km/h;176.62°;0.00°;
33115.78s;52°17'14.946180"N 11°40'51.284322"E 30000.00ft;696.0km/h;176.63°;0.00°;
33167.20s;52°11'54.689647"N 11°41'22.029332"E 30000.00ft;694.6km/h;176.64°;0.00°;
33218.63s;52°6'34.891623"N 11°41'52.607078"E 30000.00ft;693.6km/h;176.64°;0.00°;
33270.06s;52°1'15.340316"N 11°42'23.039125"E 30000.00ft;693.1km/h;176.65°;0.00°;
33321.49s;51°55'55.805985"N 11°42'53.348396"E 30000.00ft;693.0km/h;176.66°;0.00°;
33372.92s;51°50'36.057500"N 11°43'23.557592"E 30000.00ft;693.5km/h;176.66°;0.00°;
33424.35s;51°45'15.879008"N 11°43'53.687622"E 30000.00ft;694.4km/h;176.67°;0.00°;
33475.78s;51°39'55.085484"N 11°44'23.756184"E 30000.00ft;695.8km/h;176.68°;0.00°;
33527.20s;51°34'33.536071"N 11°44'53.776580"E 30000.00ft;697.4km/h;176.68°;0.00°;
33578.63s;51°29'11.144237"N 11°45'23.756859"E 30000.00ft;699.2km/h;176.69°;0.00°;
33630.06s;51°23'47.884011"N 11°45'53.699342"E 30000.00ft;701.1km/h;176.70°;0.00°;
33681.49s;51°18'23.791855"N 11°46'23.600558"E 30000.00ft;702.9km/h;176.70°;0.00°;
33732.92s;51°12'58.964041"N 11°46'53.451604"E 30000.00ft;704.5km/h;176.71°;0.00°;
33784.35s;51°7'33.549714"N 11°47'23.238882"E 30000.00ft;705.8km/h;176.72°;0.00°;
33835.78s;51°2'7.740141"N 11°47'52.945175"E 30000.00ft;706.6km/h;176.72°;0.00°;
33887.20s;50°56'41.754931"N 11°48'22.550966"E 30000.00ft;707.0km/h;176.73°;0.00°;
33938.63s;50°51'15.826205"N 11°48'52.035918"E 30000.00ft;706.9km/h;176.73°;0.00°;
33990.06s;50°45'50.181870"N 11°49'21.380395"E 30000.00ft;706.2km/h;176.74°;0.00°;
34041.49s;50°40'25.029190"N 11°49'50.566921"E 30000.00ft;705.2km/h;176.75°;0.00°;
34092.92s;50°35'0.539851"N 11°50'19.581475"E 30000.00ft;703.7km/h;176.75°;0.00°;
34144.35s;50°29'36.837587"N 11°50'48.414522"E 30000.00ft;702.0km/h;176.76°;0.00°;
34195.78s;50°24'13.989260"N 11°51'17.061717"E 30000.00ft;700.2km/h;176.77°;0.00°;
34247.20s;50°18'52.000044"N 11°51'45.524234"E 30000.00ft;698.3km/h;176.77°;0.00°;
34298.63s;50°13'30.813051"N 11°52'13.808694"E 30000.00ft;696.5km/h;176.78°;0.00°;
34350.06s;50°8'10.313432"N 11°52'41.926701"E 30000.00ft;695.0km/h;176.78°;0.00°;
34401.49s;50°2'50.336654"N 11°53'9.894028"E 30000.00ft;693.9km/h;176.79°;0.00°;
34452.92s;49°57'30.680360"N 11°53'37.729507"E 30000.00ft;693.2km/h;176.80°;0.00°;
34504.35s;49°52'11.118954"N 11°54'5.453713"E 30000.00ft;693.0km/h;176.80°;0.00°;
34555.78s;49°46'51.419861"N 11°54'33.087521"E 30000.00ft;693.3km/h;176.81°;0.00°;
34607.20s;49°41'31.360294"N 11°55'0.650664"E 30000.00ft;694.1km/h;176.81°;0.00°;
34658.63s;49°36'10.743306"N 11°55'28.160371"E 30000.00ft;695.3km/h;176.82°;0.00°;
34710.06s;49°30'49.411993"N 11°55'55.630203"E 30000.00ft;696.8km/h;176.83°;0.00°;
34761.49s;49°25'27.260798"N 11°56'23.069157"E 30000.00ft;698.6km/h;176.83°;0.00°;
34812.92s;49°20'4.243128"N 11°56'50.481096"E 30000.00ft;700.5km/h;176.84°;0.00°;
34864.35s;49°14'40.374704"N 11°57'17.864568"E 30000.00ft;702.3km/h;176.84°;0.00°;
34915.78s;49°9'15.732440"N 11°57'45.212991"E 30000.00ft;704.0km/h;176.85°;0.00°;
34967.20s;49°3'50.448891"N 11°58'12.515214"E 30000.00ft;705.4km/h;176.86°;0.00°;
35018.63s;48°58'24.702710"N 11°58'39.756399"E 30000.00ft;706.4km/h;176.86°;0.00°;
35070.06s;48°52'58.705765"N 11°59'6.919164"E 30000.00ft;706.9km/h;176.87°;0.00°;
35121.49s;48°47'32.687874"N 11°59'33.984891"E 30000.00ft;707.0km/h;176.87°;0.00°;
35172.92s;48°42'6.880242"N 12°0'0.935122"E 30000.00ft;706.5km/h;176.88°;0.00°;
35224.35s;48°36'41.498797"N 12°0'27.752928"E 30000.00ft;705.6km/h;176.88°;0.00°;
35275.78s;48°31'16.728627"N 12°0'54.424156"E 30000.00ft;704.2km/h;176.89°;0.00°;
35327.20s;48°25'52.710642"N 12°1'20.938472"E 30000.00ft;702.6km/h;176.89°;0.00°;
35378.63s;48°20'29.531415"N 12°1'47.290117"E 30000.00ft;700.8km/h;176.90°;0.00°;
35430.06s;48°15'7.216947"N 12°2'13.478335"E 30000.00ft;698.9km/h;176.91°;0.00°;
35481.49s;48°9'45.730789"N 12°2'39.507434"E 30000.00ft;697.1km/h;176.91°;0.00°;
35532.92s;48°4'24.976674"N 12°3'5.386484"E 30000.00ft;695.5km/h;176.92°;0.00°;
35584.35s;47°59'4.805448"N 12°3'31.128681"E 30000.00ft;694.2km/h;176.92°;0.00°;
35635.78s;47°53'45.025829"N 12°3'56.750414"E 30000.00ft;693.4km/h;176.93°;0.00°;
35687.20s;47°48'25.418190"N 12°4'22.270109"E 30000.00ft;693.0km/h;176.93°;0.00°;
35738.63s;47°43'5.750386"N 12°4'47.706938"E 30000.00ft;693.1km/h;176.94°;0.00°;
35790.06s;47°37'45.794493"N 12°5'13.079477"E 30000.00ft;693.8km/h;176.94°;0.00°;
35841.49s;47°32'25.343232"N 12°5'38.404424"E 30000.00ft;694.8km/h;176.95°;0.00°;
35892.92s;47°27'4.224911"N 12°6'3.695449"E 30000.00ft;696.3km/h;176.95°;0.00°;
35944.35s;47°21'42.315799"N 12°6'28.962276"E 30000.00ft;698.0km/h;176.96°;0.00°;
35995.78s;47°16'19.549048"N 12°6'54.210052"E 30000.00ft;699.8km/h;176.96°;0.00°;
36047.20s;47°10'55.919510"N 12°7'19.439050"E 30000.00ft;701.7km/h;176.97°;0.00°;
36098.63s;47°5'31.484111"N 12°7'44.644720"E 30000.00ft;703.5km/h;176.97°;0.00°;
36150.06s;47°0'6.357747"N 12°8'9.818089"E 30000.00ft;705.0km/h;176.98°;0.00°;
36201.49s;46°54'40.705007"N 12°8'34.946479"E 30000.00ft;706.1km/h;176.99°;0.00°;
36252.92s;46°49'14.728310"N 12°9'0.014476"E 30000.00ft;706.8km/h;176.99°;0.00°;
36304.35s;46°43'48.653316"N 12°9'25.005097"E 30000.00ft;707.0km/h;177.00°;0.00°;
36355.78s;46°38'22.712666"N 12°9'49.901060"E 30000.00ft;706.7km/h;177.00°;0.00°;
36407.20s;46°32'57.129208"N 12°10'14.686061"E 30000.00ft;705.9km/h;177.01°;0.00°;
36458.63s;46°27'32.099946"N 12°10'39.345979"E 30000.00ft;704.7km/h;177.01°;0.00°;
36510.06s;46°22'7.781831"N 12°11'3.869907"E 30000.00ft;703.2km/h;177.02°;0.00°;
36561.49s;46°16'44.280458"N 12°11'28.250953"E 30000.00ft;701.4km/h;177.02°;0.00°;
36612.92s;46°11'21.642448"N 12°11'52.486745"E 30000.00ft;699.5km/h;177.03°;0.00°;
36664.35s;46°5'59.852094"N 12°12'16.579604"E 30000.00ft;697.7km/h;177.03°;0.00°;
36715.78s;46°0'38.832488"N 12°12'40.536386"E 30000.00ft;696.0km/h;177.04°;0.00°;
36767.20s;45°55'18.451069"N 12°13'4.367996"E 30000.00ft;694.6km/h;177.04°;0.00°;
36818.63s;45°49'58.529174"N 12°13'28.088614"E 30000.00ft;693.6km/h;177.05°;0.00°;
36870.06s;45°44'38.854917"N 12°13'51.714693"E 30000.00ft;693.1km/h;177.05°;0.00°;
36921.49s;45°39'19.198460"N 12°14'15.263798"E 30000.00ft;693.0km/h;177.05°;0.00°;
36972.92s;45°33'59.328580"N 12°14'38.753374"E 30000.00ft;693.5km/h;177.06°;0.00°;
37024.35s;45°28'39.029333"N 12°15'2.199528"E 30000.00ft;694.4km/h;177.06°;0.00°;
37075.78s;45°23'18.115624"N 12°15'25.615913"E 30000.00ft;695.8km/h;177.07°;0.00°;
37127.20s;45°17'56.446540"N 12°15'49.012799"E 30000.00ft;697.4km/h;177.07°;0.00°;
37178.63s;45°12'33.935516"N 12°16'12.396389"E 30000.00ft;699.2km/h;177.08°;0.00°;
37230.06s;45°7'10.556568"N 12°16'35.768431"E 30000.00ft;701.1km/h;177.08°;0.00°;
37281.49s;45°1'46.346173"N 12°16'59.126155"E 30000.00ft;702.9km/h;177.09°;0.00°;
37332.92s;44°56'21.400636"N 12°17'22.462532"E 30000.00ft;704.5km/h;177.09°;0.00°;
37384.35s;44°50'55.869153"N 12°17'45.766840"E 30000.00ft;705.8km/h;177.10°;0.00°;
37435.78s;44°45'29.943058"N 12°18'9.025486"E 30000.00ft;706.6km/h;177.10°;0.00°;
37487.20s;44°40'3.842032"N 12°18'32.223036"E 30000.00ft;707.0km/h;177.11°;0.00°;
37538.63s;44°34'37.798274"N 12°18'55.343364"E 30000.00ft;706.9km/h;177.11°;0.00°;
37590.06s;44°29'12.039760"N 12°19'18.370846"E 30000.00ft;706.2km/h;177.12°;0.00°;
37641.49s;44°23'46.773821"N 12°19'41.291510"E 30000.00ft;705.2km/h;177.12°;0.00°;
37692.92s;44°18'22.172189"N 12°20'4.094056"E 30000.00ft;703.7km/h;177.12°;0.00°;
37744.35s;44°12'58.358631"N 12°20'26.770682"E 30000.00ft;702.0km/h;177.13°;0.00°;
37795.78s;44°7'35.400019"N 12°20'49.317652"E 30000.00ft;700.2km/h;177.13°;0.00°;
37847.20s;44°2'13.301516"N 12°21'11.735565"E 30000.00ft;698.3km/h;177.14°;0.00°;
37898.63s;43°56'52.006204"N 12°21'34.029317"E 30000.00ft;696.5km/h;177.14°;0.00°;
37950.06s;43°51'31.399182"N 12°21'56.207751"E 30000.00ft;695.0km/h;177.15°;0.00°;
38001.49s;43°46'11.315851"N 12°22'18.283025"E 30000.00ft;693.9km/h;177.15°;0.00°;
38052.92s;43°40'51.553778"N 12°22'40.269752"E 30000.00ft;693.2km/h;177.16°;0.00°;
38104.35s;43°35'31.887284"N 12°23'2.183956"E 30000.00ft;693.0km/h;177.16°;0.00°;
38155.78s;43°30'12.083711"N 12°23'24.041946"E 30000.00ft;693.3km/h;177.16°;0.00°;
38207.20s;43°24'51.920192"N 12°23'45.859165"E 30000.00ft;694.1km/h;177.17°;0.00°;
38258.63s;43°19'31.199714"N 12°24'7.649113"E 30000.00ft;695.3km/h;177.17°;0.00°;
38310.06s;43°14'9.765316"N 12°24'29.422412"E 30000.00ft;696.8km/h;177.18°;0.00°;
38361.49s;43°8'47.511407"N 12°24'51.186082"E 30000.00ft;698.6km/h;177.18°;0.00°;
38412.92s;43°3'24.391373"N 12°25'12.943081"E 30000.00ft;700.5km/h;177.19°;0.00°;
38464.35s;42°58'0.420940"N 12°25'34.692136"E 30000.00ft;702.3km/h;177.19°;0.00°;
38515.78s;42°52'35.677039"N 12°25'56.427882"E 30000.00ft;704.0km/h;177.19°;0.00°;
38567.20s;42°47'10.292264"N 12°26'18.141282"E 30000.00ft;705.4km/h;177.20°;0.00°;
38618.63s;42°41'44.445315"N 12°26'39.820318"E 30000.00ft;706.4km/h;177.20°;0.00°;
38670.06s;42°36'18.348116"N 12°27'1.450881"E 30000.00ft;706.9km/h;177.21°;0.00°;
38721.49s;42°30'52.230545"N 12°27'23.017797"E 30000.00ft;707.0km/h;177.21°;0.00°;
38772.92s;42°25'26.323862"N 12°27'44.505918"E 30000.00ft;706.5km/h;177.22°;0.00°;
38824.35s;42°20'0.844040"N 12°28'5.901184"E 30000.00ft;705.6km/h;177.22°;0.00°;
38875.78s;42°14'35.976196"N 12°28'27.191568"E 30000.00ft;704.2km/h;177.22°;0.00°;
38927.20s;42°9'11.861245"N 12°28'48.367791"E 30000.00ft;702.6km/h;177.23°;0.00°;
38978.63s;42°3'48.585730"N 12°29'9.423650"E 30000.00ft;700.8km/h;177.23°;0.00°;
39030.06s;41°58'26.175546"N 12°29'30.355411"E 30000.00ft;698.9km/h;177.24°;0.00°;
39075.60s;41°53'41.349213"N 12°29'48.780168"E 30000.00ft;697.3km/h;177.24°;0.00°;
Switched destination to waypoint 6
39127.03s;41°53'32.873564"N 12°22'37.303877"E 30000.00ft;695.7km/h;-91.51°;0.00°;
39178.46s;41°53'23.964465"N 12°15'26.672478"E 30000.00ft;694.4km/h;-91.59°;0.00°;
39229.89s;41°53'14.619050"N 12°8'16.635847"E 30000.00ft;693.5km/h;-91.67°;0.00°;
39281.31s;41°53'4.832486"N 12°1'6.903531"E 30000.00ft;693.0km/h;-91.75°;0.00°;
39332.74s;41°52'54.598264"N 11°53'57.165819"E 30000.00ft;693.1km/h;-91.83°;0.00°;
39384.17s;41°52'43.908659"N 11°46'47.116196"E 30000.00ft;693.7km/h;-91.91°;0.00°;
39435.60s;41°52'32.755323"N 11°39'36.473566"E 30000.00ft;694.7km/h;-91.99°;0.00°;
39487.03s;41°52'21.129961"N 11°32'25.002633"E 30000.00ft;696.1km/h;-92.07°;0.00°;
39538.46s;41°52'9.025046"N 11°25'12.530986"E 30000.00ft;697.8km/h;-92.15°;0.00°;
39589.89s;41°51'56.434505"N 11°17'58.961632"E 30000.00ft;699.6km/h;-92.23°;0.00°;
39641.31s;41°51'43.354330"N 11°10'44.280103"E 30000.00ft;701.5km/h;-92.31°;0.00°;
39692.74s;41°51'29.783041"N 11°3'28.555601"E 30000.00ft;703.3km/h;-92.39°;0.00°;
39744.17s;41°51'15.721974"N 10°56'11.936115"E 30000.00ft;704.8km/h;-92.48°;0.00°;
39795.60s;41°51'1.175353"N 10°48'54.637855"E 30000.00ft;706.0km/h;-92.56°;0.00°;
39847.03s;41°50'46.150118"N 10°41'36.929771"E 30000.00ft;706.7km/h;-92.64°;0.00°;
39898.46s;41°50'30.655533"N 10°34'19.114274"E 30000.00ft;707.0km/h;-92.72°;0.00°;
39949.89s;41°50'14.702573"N 10°27'1.505545"E 30000.00ft;706.8km/h;-92.80°;0.00°;
40001.31s;41°49'58.303146"N 10°19'44.407007"E 30000.00ft;706.0km/h;-92.88°;0.00°;
40052.74s;41°49'41.469192"N 10°12'28.089575"E 30000.00ft;704.9km/h;-92.96°;0.00°;
40104.17s;41°49'24.211741"N 10°5'12.772259"E 30000.00ft;703.4km/h;-93.05°;0.00°;
40155.60s;41°49'6.539995"N 9°57'58.606510"E 30000.00ft;701.6km/h;-93.13°;0.00°;
40207.03s;41°48'48.460517"N 9°50'45.665446"E 30000.00ft;699.7km/h;-93.21°;0.00°;
40258.46s;41°48'29.976594"N 9°43'33.938727"E 30000.00ft;697.9km/h;-93.29°;0.00°;
40309.89s;41°48'11.087834"N 9°36'23.333450"E 30000.00ft;696.2km/h;-93.37°;0.00°;
40361.31s;41°47'51.790045"N 9°29'13.680991"E 30000.00ft;694.8km/h;-93.45°;0.00°;
40412.74s;41°47'32.075401"N 9°22'4.749309"E 30000.00ft;693.7km/h;-93.53°;0.00°;
40464.17s;41°47'11.932909"N 9°14'56.259813"E 30000.00ft;693.1km/h;-93.61°;0.00°;
40515.60s;41°46'51.349139"N 9°7'47.907584"E 30000.00ft;693.0km/h;-93.69°;0.00°;
40567.03s;41°46'30.309175"N 9°0'39.383484"E 30000.00ft;693.4km/h;-93.77°;0.00°;
40618.46s;41°46'8.797714"N 8°53'30.396562"E 30000.00ft;694.3km/h;-93.85°;0.00°;
40669.89s;41°45'46.800238"N 8°46'20.695147"E 30000.00ft;695.6km/h;-93.93°;0.00°;
40721.31s;41°45'24.304172"N 8°39'10.085090"E 30000.00ft;697.2km/h;-94.01°;0.00°;
40772.74s;41°45'1.299929"N 8°31'58.443865"E 30000.00ft;699.0km/h;-94.09°;0.00°;
40824.17s;41°44'37.781769"N 8°24'45.729490"E 30000.00ft;700.9km/h;-94.17°;0.00°;
40875.60s;41°44'13.748395"N 8°17'31.983642"E 30000.00ft;702.7km/h;-94.25°;0.00°;
40927.03s;41°43'49.203232"N 8°10'17.328741"E 30000.00ft;704.3km/h;-94.33°;0.00°;
40978.46s;41°43'24.154356"N 8°3'1.959207"E 30000.00ft;705.6km/h;-94.41°;0.00°;
41029.89s;41°42'58.614063"N 7°55'46.127536"E 30000.00ft;706.5km/h;-94.49°;0.00°;
41081.31s;41°42'32.598107"N 7°48'30.126190"E 30000.00ft;707.0km/h;-94.57°;0.00°;
41132.74s;41°42'6.124639"N 7°41'14.266614"E 30000.00ft;706.9km/h;-94.65°;0.00°;
41184.17s;41°41'39.212935"N 7°33'58.856900"E 30000.00ft;706.3km/h;-94.73°;0.00°;
41235.60s;41°41'11.881982"N 7°26'44.179692"E 30000.00ft;705.3km/h;-94.81°;0.00°;
41287.03s;41°40'44.149054"N 7°19'30.471946"E 30000.00ft;703.9km/h;-94.89°;0.00°;
41338.46s;41°40'16.028357"N 7°12'17.907990"E 30000.00ft;702.2km/h;-94.97°;0.00°;
41389.89s;41°39'47.529871"N 7°5'6.587105"E 30000.00ft;700.4km/h;-95.05°;0.00°;
41441.31s;41°39'18.658483"N 6°57'56.526521"E 30000.00ft;698.5km/h;-95.13°;0.00°;
41492.74s;41°38'49.413468"N 6°50'47.660338"E 30000.00ft;696.7km/h;-95.21°;0.00°;
41544.17s;41°38'19.788399"N 6°43'39.844430"E 30000.00ft;695.2km/h;-95.29°;0.00°;
41595.60s;41°37'49.771468"N 6°36'32.866992"E 30000.00ft;694.0km/h;-95.37°;0.00°;
41647.03s;41°37'19.346239"N 6°29'26.463956"E 30000.00ft;693.3km/h;-95.45°;0.00°;
41698.46s;41°36'48.492764"N 6°22'20.338167"E 30000.00ft;693.0km/h;-95.53°;0.00°;
41749.89s;41°36'17.188991"N 6°15'14.180939"E 30000.00ft;693.2km/h;-95.61°;0.00°;
41801.31s;41°35'45.412371"N 6°8'7.694421"E 30000.00ft;694.0km/h;-95.69°;0.00°;
