time;position;tas;heading_angle;climb_angle;
28000.11s;59°47'13.849273"N 13°21'40.052930"E 29999.85ft;706.1km/h;-83.28°;0.00°;
28051.54s;59°47'50.698298"N 13°11'2.750168"E 29999.86ft;704.9km/h;-83.44°;0.00°;
28102.97s;59°48'26.641371"N 13°0'25.376721"E 29999.87ft;703.4km/h;-83.60°;0.00°;
28154.40s;59°49'1.681887"N 12°49'47.842840"E 29999.88ft;701.7km/h;-83.76°;0.00°;
28205.83s;59°49'35.823146"N 12°39'10.042354"E 29999.89ft;699.8km/h;-83.92°;0.00°;
28257.26s;59°50'9.067687"N 12°28'31.860938"E 29999.90ft;697.9km/h;-84.08°;0.00°;
28308.69s;59°50'41.416596"N 12°17'53.184969"E 29999.90ft;696.2km/h;-84.24°;0.00°;
28360.11s;59°51'12.868825"N 12°7'13.910325"E 29999.91ft;694.8km/h;-84.41°;0.00°;
28411.54s;59°51'43.420477"N 11°56'33.950498"E 29999.92ft;693.7km/h;-84.57°;0.00°;
28462.97s;59°52'13.063986"N 11°45'53.243398"E 29999.92ft;693.1km/h;-84.74°;0.00°;
28514.40s;59°52'41.787004"N 11°35'11.756339"E 29999.93ft;693.0km/h;-84.90°;0.00°;
28565.83s;59°53'9.570497"N 11°24'29.488763"E 29999.93ft;693.4km/h;-85.07°;0.00°;
28617.26s;59°53'36.384800"N 11°13'46.472325"E 29999.94ft;694.3km/h;-85.25°;0.00°;
28668.69s;59°54'2.179461"N 11°3'2.767751"E 29999.94ft;695.6km/h;-85.43°;0.00°;
28720.11s;59°54'26.847548"N 10°52'18.456009"E 29999.95ft;697.2km/h;-85.64°;0.00°;
28744.35s;59°54'37.777083"N 10°47'13.648904"E 29999.95ft;698.0km/h;-85.91°;0.00°;
Switched destination to waypoint 5
28795.78s;59°49'15.419951"N 10°47'58.942415"E 29999.95ft;699.8km/h;175.89°;0.00°;
28847.20s;59°43'52.095587"N 10°48'44.990952"E 29999.96ft;701.7km/h;175.90°;0.00°;
28898.63s;59°38'28.823609"N 10°49'30.784060"E 29999.96ft;703.5km/h;175.91°;0.00°;
28950.06s;59°33'5.661963"N 10°50'16.315926"E 29999.96ft;705.0km/h;175.92°;0.00°;
29001.49s;59°27'42.660326"N 10°51'1.582040"E 29999.96ft;706.1km/h;175.93°;0.00°;
29052.92s;59°22'19.856529"N 10°51'46.579659"E 29999.97ft;706.8km/h;175.94°;0.00°;
29104.35s;59°16'57.273831"N 10°52'31.308139"E 29999.97ft;707.0km/h;175.95°;0.00°;
29155.78s;59°11'34.919244"N 10°53'15.769107"E 29999.97ft;706.7km/h;175.96°;0.00°;
29207.20s;59°6'12.783033"N 10°53'59.966472"E 29999.97ft;705.9km/h;175.98°;0.00°;
29258.63s;59°0'50.839419"N 10°54'43.906271"E 29999.98ft;704.7km/h;175.99°;0.00°;
29310.06s;58°55'29.048438"N 10°55'27.596356"E 29999.98ft;703.2km/h;176.00°;0.00°;
29361.49s;58°50'7.358825"N 10°56'11.045963"E 29999.98ft;701.4km/h;176.01°;0.00°;
29412.92s;58°44'45.711709"N 10°56'54.265177"E 29999.98ft;699.5km/h;176.02°;0.00°;
29464.35s;58°39'24.044862"N 10°57'37.264339"E 29999.98ft;697.7km/h;176.03°;0.00°;
29515.78s;58°34'2.297186"N 10°58'20.053449"E 29999.98ft;696.0km/h;176.04°;0.00°;
29567.20s;58°28'40.413116"N 10°59'2.641587"E 29999.98ft;694.6km/h;176.05°;0.00°;
29618.63s;58°23'18.346630"N 10°59'45.036410"E 29999.99ft;693.6km/h;176.06°;0.00°;
29670.06s;58°17'56.064570"N 11°0'27.243752"E 29999.99ft;693.1km/h;176.07°;0.00°;
29721.49s;58°12'33.549032"N 11°1'9.267360"E 29999.99ft;693.0km/h;176.08°;0.00°;
29772.92s;58°7'10.798660"N 11°1'51.108777"E 29999.99ft;693.5km/h;176.09°;0.00°;
29824.35s;58°1'47.828749"N 11°2'32.767386"E 29999.99ft;694.4km/h;176.10°;0.00°;
29875.78s;57°56'24.670140"N 11°3'14.240602"E 29999.99ft;695.8km/h;176.11°;0.00°;
29927.20s;57°51'1.367007"N 11°3'55.524210"E 29999.99ft;697.4km/h;176.12°;0.00°;
29978.63s;57°45'37.973668"N 11°4'36.612800"E 29999.99ft;699.2km/h;176.13°;0.00°;
30030.06s;57°40'14.550679"N 11°5'17.500303"E 29999.99ft;701.1km/h;176.14°;0.00°;
30081.49s;57°34'51.160468"N 11°5'58.180547"E 29999.99ft;702.9km/h;176.15°;0.00°;
30132.92s;57°29'27.862838"N 11°6'38.647823"E 29999.99ft;704.5km/h;176.16°;0.00°;
30184.35s;57°24'4.710661"N 11°7'18.897415"E 29999.99ft;705.8km/h;176.17°;0.00°;
30235.78s;57°18'41.746067"N 11°7'58.926043"E 29999.99ft;706.6km/h;176.18°;0.00°;
30287.20s;57°13'18.997412"N 11°8'38.732203"E 29999.99ft;707.0km/h;176.18°;0.00°;
30338.63s;57°7'56.477231"N 11°9'18.316374"E 29999.99ft;706.9km/h;176.19°;0.00°;
30390.06s;57°2'34.181342"N 11°9'57.681080"E 30000.00ft;706.2km/h;176.20°;0.00°;
30441.49s;56°57'12.089147"N 11°10'36.830805"E 30000.00ft;705.2km/h;176.21°;0.00°;
30492.92s;56°51'50.165116"N 11°11'15.771763"E 30000.00ft;703.7km/h;176.22°;0.00°;
30544.35s;56°46'28.361353"N 11°11'54.511552"E 30000.00ft;702.0km/h;176.23°;0.00°;
30595.78s;56°41'6.621048"N 11°12'33.058704"E 30000.00ft;700.2km/h;176.24°;0.00°;
30647.20s;56°35'44.882575"N 11°13'11.422176"E 30000.00ft;698.3km/h;176.25°;0.00°;
30698.63s;56°30'23.083934"N 11°13'49.610810"E 30000.00ft;696.5km/h;176.26°;0.00°;
30750.06s;56°25'1.167220"N 11°14'27.632813"E 30000.00ft;695.0km/h;176.27°;0.00°;
30801.49s;56°19'39.082805"N 11°15'5.495275"E 30000.00ft;693.9km/h;176.28°;0.00°;
30852.92s;56°14'16.792909"N 11°15'43.203780"E 30000.00ft;693.2km/h;176.28°;0.00°;
30904.35s;56°8'54.274330"N 11°16'20.762123"E 30000.00ft;693.0km/h;176.29°;0.00°;
30955.78s;56°3'31.520120"N 11°16'58.172158"E 30000.00ft;693.3km/h;176.30°;0.00°;
31007.20s;55°58'8.540081"N 11°17'35.433782"E 30000.00ft;694.1km/h;176.31°;0.00°;
31058.63s;55°52'45.360068"N 11°18'12.545066"E 30000.00ft;695.3km/h;176.32°;0.00°;
31110.06s;55°47'22.020123"N 11°18'49.502504"E 30000.00ft;696.8km/h;176.33°;0.00°;
31161.49s;55°41'58.571595"N 11°19'26.301384"E 30000.00ft;698.6km/h;176.34°;0.00°;
31212.92s;55°36'35.073435"N 11°20'2.936228"E 30000.00ft;700.5km/h;176.34°;0.00°;
31264.35s;55°31'11.587957"N 11°20'39.401290"E 30000.00ft;702.3km/h;176.35°;0.00°;
31315.78s;55°25'48.176341"N 11°21'15.691068"E 30000.00ft;704.0km/h;176.36°;0.00°;
31367.20s;55°20'24.894228"N 11°21'51.800790"E 30000.00ft;705.4km/h;176.37°;0.00°;
31418.63s;55°15'1.787714"N 11°22'27.726837"E 30000.00ft;706.4km/h;176.38°;0.00°;
31470.06s;55°9'38.890024"N 11°23'3.467094"E 30000.00ft;706.9km/h;176.39°;0.00°;
31521.49s;55°4'16.219124"N 11°23'39.021170"E 30000.00ft;707.0km/h;176.39°;0.00°;
31572.92s;54°58'53.776423"N 11°24'14.390509"E 30000.00ft;706.5km/h;176.40°;0.00°;
31624.35s;54°53'31.546674"N 11°24'49.578353"E 30000.00ft;705.6km/h;176.41°;0.00°;
31675.78s;54°48'9.499077"N 11°25'24.589589"E 30000.00ft;704.2km/h;176.42°;0.00°;
31727.20s;54°42'47.589497"N 11°25'59.430467"E 30000.00ft;702.6km/h;176.43°;0.00°;
31778.63s;54°37'25.763647"N 11°26'34.108227"E 30000.00ft;700.8km/h;176.43°;0.00°;
31830.06s;54°32'3.961003"N 11°27'8.630663"E 30000.00ft;698.9km/h;176.44°;0.00°;
31881.49s;54°26'42.119168"N 11°27'43.005638"E 30000.00ft;697.1km/h;176.45°;0.00°;
31932.92s;54°21'20.178370"N 11°28'17.240609"E 30000.00ft;695.5km/h;176.46°;0.00°;
31984.35s;54°15'58.085771"N 11°28'51.342177"E 30000.00ft;694.2km/h;176.47°;0.00°;
32035.78s;54°10'35.799279"N 11°29'25.315705"E 30000.00ft;693.4km/h;176.47°;0.00°;
32087.20s;54°5'13.290582"N 11°29'59.165025"E 30000.00ft;693.0km/h;176.48°;0.00°;
32138.63s;53°59'50.547189"N 11°30'32.892262"E 30000.00ft;693.1km/h;176.49°;0.00°;
32190.06s;53°54'27.573336"N 11°31'6.497769"E 30000.00ft;693.8km/h;176.50°;0.00°;
32241.49s;53°49'4.389678"N 11°31'39.980205"E 30000.00ft;694.8km/h;176.50°;0.00°;
32292.92s;53°43'41.031805"N 11°32'13.336718"E 30000.00ft;696.3km/h;176.51°;0.00°;
32344.35s;53°38'17.547678"N 11°32'46.563243"E 30000.00ft;698.0km/h;176.52°;0.00°;
32395.78s;53°32'53.994171"N 11°33'19.654881"E 30000.00ft;699.8km/h;176.53°;0.00°;
32447.20s;53°27'30.432979"N 11°33'52.606335"E 30000.00ft;701.7km/h;176.53°;0.00°;
32498.63s;53°22'6.926166"N 11°34'25.412366"E 30000.00ft;703.5km/h;176.54°;0.00°;
32550.06s;53°16'43.531698"N 11°34'58.068244"E 30000.00ft;705.0km/h;176.55°;0.00°;
32601.49s;53°11'20.299266"N 11°35'30.570160"E 30000.00ft;706.1km/h;176.56°;0.00°;
32652.92s;53°5'57.266702"N 11°36'2.915560"E 30000.00ft;706.8km/h;176.56°;0.00°;
32704.35s;53°0'34.457259"N 11°36'35.103392"E 30000.00ft;707.0km/h;176.57°;0.00°;
32755.78s;52°55'11.877929"N 11°37'7.134245"E 30000.00ft;706.7km/h;176.58°;0.00°;
32807.20s;52°49'49.518949"N 11°37'39.010359"E 30000.00ft;705.9km/h;176.58°;0.00°;
32858.63s;52°44'27.354497"N 11°38'10.735523"E 30000.00ft;704.7km/h;176.59°;0.00°;
32910.06s;52°39'5.344560"N 11°38'42.314863"E 30000.00ft;703.2km/h;176.60°;0.00°;
32961.49s;52°33'43.437817"N 11°39'13.754530"E 30000.00ft;701.4km/h;176.61°;0.00°;
33012.92s;52°28'21.575337"N 11°39'45.061320"E 30000.00ft;699.5km/h;176.61°;0.00°;
33064.35s;52°22'59.694834"N 11°40'16.242251"E 30000.00ft;697.7km/h;176.62°;0.00°;
33115.78s;52°17'37.735149"N 11°40'47.304125"E 30000.00ft;696.0km/h;176.63°;0.00°;
33167.20s;52°12'15.640665"N 11°41'18.253105"E 30000.00ft;694.6km/h;176.63°;0.00°;
33218.63s;52°6'53.365315"N 11°41'49.094351"E 30000.00ft;693.6km/h;176.64°;0.00°;
33270.06s;52°1'30.875906"N 11°42'19.831717"E 30000.00ft;693.1km/h;176.65°;0.00°;
33321.49s;51°56'8.154507"N 11°42'50.467555"E 30000.00ft;693.0km/h;176.65°;0.00°;
33372.92s;51°50'45.199750"N 11°43'21.002621"E 30000.00ft;693.5km/h;176.66°;0.00°;
33424.35s;51°45'22.026923"N 11°43'51.436095"E 30000.00ft;694.4km/h;176.67°;0.00°;
33475.78s;51°39'58.666876"N 11°44'21.765719"E 30000.00ft;695.8km/h;176.67°;0.00°;
33527.20s;51°34'35.163794"N 11°44'51.988031"E 30000.00ft;697.4km/h;176.68°;0.00°;
33578.63s;51°29'11.572016"N 11°45'22.098686"E 30000.00ft;699.2km/h;176.69°;0.00°;
33630.06s;51°23'47.952119"N 11°45'52.092833"E 30000.00ft;701.1km/h;176.69°;0.00°;
33681.49s;51°18'24.366553"N 11°46'21.965534"E 30000.00ft;702.9km/h;176.70°;0.00°;
33732.92s;51°13'0.875143"N 11°46'51.712171"E 30000.00ft;704.5km/h;176.71°;0.00°;
33784.35s;51°7'37.530773"N 11°47'21.328842"E 30000.00ft;705.8km/h;176.71°;0.00°;
33835.78s;51°2'14.375583"N 11°47'50.812688"E 30000.00ft;706.6km/h;176.72°;0.00°;
33887.20s;50°56'51.437925"N 11°48'20.162153"E 30000.00ft;707.0km/h;176.73°;0.00°;
33938.63s;50°51'28.730326"N 11°48'49.377142"E 30000.00ft;706.9km/h;176.73°;0.00°;
33990.06s;50°46'6.248583"N 11°49'18.459073"E 30000.00ft;706.2km/h;176.74°;0.00°;
34041.49s;50°40'43.972068"N 11°49'47.410823"E 30000.00ft;705.2km/h;176.74°;0.00°;
34092.92s;50°35'21.865216"N 11°50'16.236564"E 30000.00ft;703.7km/h;176.75°;0.00°;
34144.35s;50°29'59.880086"N 11°50'44.941513"E 30000.00ft;702.0km/h;176.76°;0.00°;
34195.78s;50°24'37.959822"N 11°51'13.531603"E 30000.00ft;700.2km/h;176.76°;0.00°;
34247.20s;50°19'16.042748"N 11°51'42.013108"E 30000.00ft;698.3km/h;176.77°;0.00°;
34298.63s;50°13'54.066818"N 11°52'10.392244"E 30000.00ft;696.5km/h;176.78°;0.00°;
34350.06s;50°8'31.974082"N 11°52'38.674780"E 30000.00ft;695.0km/h;176.78°;0.00°;
34401.49s;50°3'9.714873"N 11°53'6.865677"E 30000.00ft;693.9km/h;176.79°;0.00°;
34452.92s;49°57'47.251381"N 11°53'34.968795"E 30000.00ft;693.2km/h;176.79°;0.00°;
34504.35s;49°52'24.560381"N 11°54'2.986675"E 30000.00ft;693.0km/h;176.80°;0.00°;
34555.78s;49°47'1.634909"N 11°54'30.920419"E 30000.00ft;693.3km/h;176.81°;0.00°;
34607.20s;49°41'38.484765"N 11°54'58.769671"E 30000.00ft;694.1km/h;176.81°;0.00°;
34658.63s;49°36'15.135807"N 11°55'26.532711"E 30000.00ft;695.3km/h;176.82°;0.00°;
34710.06s;49°30'51.628088"N 11°55'54.206632"E 30000.00ft;696.8km/h;176.82°;0.00°;
34761.49s;49°25'28.012972"N 11°56'21.787611"E 30000.00ft;698.6km/h;176.83°;0.00°;
34812.92s;49°20'4.349431"N 11°56'49.271240"E 30000.00ft;700.5km/h;176.84°;0.00°;
34864.35s;49°14'40.699797"N 11°57'16.652895"E 30000.00ft;702.3km/h;176.84°;0.00°;
34915.78s;49°9'17.125271"N 11°57'43.928121"E 30000.00ft;704.0km/h;176.85°;0.00°;
34967.20s;49°3'53.681508"N 11°58'11.092993"E 30000.00ft;705.4km/h;176.85°;0.00°;
35018.63s;48°58'30.414615"N 11°58'38.144448"E 30000.00ft;706.4km/h;176.86°;0.00°;
35070.06s;48°53'7.357820"N 11°59'5.080544"E 30000.00ft;706.9km/h;176.86°;0.00°;
35121.49s;48°47'44.529084"N 11°59'31.900636"E 30000.00ft;707.0km/h;176.87°;0.00°;
35172.92s;48°42'21.929802"N 11°59'58.605464"E 30000.00ft;706.5km/h;176.88°;0.00°;
35224.35s;48°36'59.544708"N 12°0'25.197134"E 30000.00ft;705.6km/h;176.88°;0.00°;
35275.78s;48°31'37.342974"N 12°0'51.679004"E 30000.00ft;704.2km/h;176.89°;0.00°;
35327.20s;48°26'15.280430"N 12°1'18.055478"E 30000.00ft;702.6km/h;176.89°;0.00°;
35378.63s;48°20'53.302754"N 12°1'44.331730"E 30000.00ft;700.8km/h;176.90°;0.00°;
35430.06s;48°15'31.349381"N 12°2'10.513373"E 30000.00ft;698.9km/h;176.90°;0.00°;
35481.49s;48°10'9.357875"N 12°2'36.606093"E 30000.00ft;697.1km/h;176.91°;0.00°;
35532.92s;48°4'47.268426"N 12°3'2.615291"E 30000.00ft;695.5km/h;176.91°;0.00°;
35584.35s;47°59'25.028164"N 12°3'28.545736"E 30000.00ft;694.2km/h;176.92°;0.00°;
35635.78s;47°54'2.594968"N 12°3'54.401272"E 30000.00ft;693.4km/h;176.93°;0.00°;
35687.20s;47°48'39.940506"N 12°4'20.184593"E 30000.00ft;693.0km/h;176.93°;0.00°;
35738.63s;47°43'17.052275"N 12°4'45.897099"E 30000.00ft;693.1km/h;176.94°;0.00°;
35790.06s;47°37'53.934503"N 12°5'11.538845"E 30000.00ft;693.8km/h;176.94°;0.00°;
35841.49s;47°32'30.607849"N 12°5'37.108592"E 30000.00ft;694.8km/h;176.95°;0.00°;
35892.92s;47°27'7.107910"N 12°6'2.603944"E 30000.00ft;696.3km/h;176.95°;0.00°;
35944.35s;47°21'43.482661"N 12°6'28.021570"E 30000.00ft;698.0km/h;176.96°;0.00°;
35995.78s;47°16'19.788992"N 12°6'53.357487"E 30000.00ft;699.8km/h;176.96°;0.00°;
36047.20s;47°10'56.088616"N 12°7'18.607399"E 30000.00ft;701.7km/h;176.97°;0.00°;
36098.63s;47°5'32.443615"N 12°7'43.767036"E 30000.00ft;703.5km/h;176.97°;0.00°;
36150.06s;47°0'8.911970"N 12°8'8.832511"E 30000.00ft;705.0km/h;176.98°;0.00°;
36201.49s;46°54'45.543382"N 12°8'33.800628"E 30000.00ft;706.1km/h;176.98°;0.00°;
36252.92s;46°49'22.375690"N 12°8'58.669151"E 30000.00ft;706.8km/h;176.99°;0.00°;
36304.35s;46°43'59.432146"N 12°9'23.436993"E 30000.00ft;707.0km/h;176.99°;0.00°;
36355.78s;46°38'36.719734"N 12°9'48.104327"E 30000.00ft;706.7km/h;177.00°;0.00°;
36407.20s;46°33'14.228677"N 12°10'12.672603"E 30000.00ft;705.9km/h;177.00°;0.00°;
36458.63s;46°27'51.933132"N 12°10'37.144472"E 30000.00ft;704.7km/h;177.01°;0.00°;
36510.06s;46°22'29.793060"N 12°11'1.523627"E 30000.00ft;703.2km/h;177.01°;0.00°;
36561.49s;46°17'7.757109"N 12°11'25.814565"E 30000.00ft;701.4km/h;177.02°;0.00°;
36612.92s;46°11'45.766319"N 12°11'50.022301"E 30000.00ft;699.5km/h;177.02°;0.00°;
36664.35s;46°6'23.758367"N 12°12'14.152036"E 30000.00ft;697.7km/h;177.03°;0.00°;
36715.78s;46°1'1.672065"N 12°12'38.208821"E 30000.00ft;696.0km/h;177.03°;0.00°;
36767.20s;45°55'39.451765"N 12°13'2.197233"E 30000.00ft;694.6km/h;177.04°;0.00°;
36818.63s;45°50'17.051378"N 12°13'26.121080"E 30000.00ft;693.6km/h;177.04°;0.00°;
36870.06s;45°44'54.437690"N 12°13'49.983174"E 30000.00ft;693.1km/h;177.05°;0.00°;
36921.49s;45°39'31.592757"N 12°14'13.785165"E 30000.00ft;693.0km/h;177.05°;0.00°;
36972.92s;45°34'8.515206"N 12°14'37.527470"E 30000.00ft;693.5km/h;177.06°;0.00°;
37024.35s;45°28'45.220324"N 12°15'1.209279"E 30000.00ft;694.4km/h;177.06°;0.00°;
37075.78s;45°23'21.738968"N 12°15'24.828661"E 30000.00ft;695.8km/h;177.07°;0.00°;
37127.20s;45°17'58.115332"N 12°15'48.382741"E 30000.00ft;697.4km/h;177.07°;0.00°;
37178.63s;45°12'34.403770"N 12°16'11.867945"E 30000.00ft;699.2km/h;177.08°;0.00°;
37230.06s;45°7'10.664874"N 12°16'35.280297"E 30000.00ft;701.1km/h;177.08°;0.00°;
37281.49s;45°1'46.961110"N 12°16'58.615736"E 30000.00ft;702.9km/h;177.09°;0.00°;
37332.92s;44°56'23.352317"N 12°17'21.870443"E 30000.00ft;704.5km/h;177.09°;0.00°;
37384.35s;44°50'59.891391"N 12°17'45.041146"E 30000.00ft;705.8km/h;177.09°;0.00°;
37435.78s;44°45'36.620478"N 12°18'8.125383"E 30000.00ft;706.6km/h;177.10°;0.00°;
37487.20s;44°40'13.567932"N 12°18'31.121703"E 30000.00ft;707.0km/h;177.10°;0.00°;
37538.63s;44°34'50.746276"N 12°18'54.029799"E 30000.00ft;706.9km/h;177.11°;0.00°;
37590.06s;44°29'28.151297"N 12°19'16.850550"E 30000.00ft;706.2km/h;177.11°;0.00°;
37641.49s;44°24'5.762352"N 12°19'39.585985"E 30000.00ft;705.2km/h;177.12°;0.00°;
37692.92s;44°18'43.543854"N 12°20'2.239156"E 30000.00ft;703.7km/h;177.12°;0.00°;
37744.35s;44°13'21.447839"N 12°20'24.813946"E 30000.00ft;702.0km/h;177.13°;0.00°;
37795.78s;44°7'59.417423"N 12°20'47.314813"E 30000.00ft;700.2km/h;177.13°;0.00°;
37847.20s;44°2'37.390904"N 12°21'9.746497"E 30000.00ft;698.3km/h;177.14°;0.00°;
37898.63s;43°57'15.306204"N 12°21'32.113704"E 30000.00ft;696.5km/h;177.14°;0.00°;
37950.06s;43°51'53.105351"N 12°21'54.420800"E 30000.00ft;695.0km/h;177.14°;0.00°;
38001.49s;43°46'30.738653"N 12°22'16.671524"E 30000.00ft;693.9km/h;177.15°;0.00°;
38052.92s;43°41'8.168283"N 12°22'38.868754"E 30000.00ft;693.2km/h;177.15°;0.00°;
38104.35s;43°35'45.371002"N 12°23'1.014331"E 30000.00ft;693.0km/h;177.16°;0.00°;
38155.78s;43°30'22.339839"N 12°23'23.108960"E 30000.00ft;693.3km/h;177.16°;0.00°;
38207.20s;43°24'59.084591"N 12°23'45.152191"E 30000.00ft;694.1km/h;177.17°;0.00°;
38258.63s;43°19'35.631119"N 12°24'7.142484"E 30000.00ft;695.3km/h;177.17°;0.00°;
38310.06s;43°14'12.019482"N 12°24'29.077352"E 30000.00ft;696.8km/h;177.18°;0.00°;
38361.49s;43°8'48.301053"N 12°24'50.953565"E 30000.00ft;698.6km/h;177.18°;0.00°;
38412.92s;43°3'24.534817"N 12°25'12.767414"E 30000.00ft;700.5km/h;177.18°;0.00°;
38464.35s;42°58'0.783118"N 12°25'34.514996"E 30000.00ft;702.3km/h;177.19°;0.00°;
38515.78s;42°52'37.107165"N 12°25'56.192520"E 30000.00ft;704.0km/h;177.19°;0.00°;
38567.20s;42°47'13.562623"N 12°26'17.796591"E 30000.00ft;705.4km/h;177.20°;0.00°;
38618.63s;42°41'50.195601"N 12°26'39.324469"E 30000.00ft;706.4km/h;177.20°;0.00°;
38670.06s;42°36'27.039326"N 12°27'0.774268"E 30000.00ft;706.9km/h;177.21°;0.00°;
38721.49s;42°31'4.111751"N 12°27'22.145094"E 30000.00ft;707.0km/h;177.21°;0.00°;
38772.92s;42°25'41.414255"N 12°27'43.437097"E 30000.00ft;706.5km/h;177.21°;0.00°;
38824.35s;42°20'18.931550"N 12°28'4.651424"E 30000.00ft;705.6km/h;177.22°;0.00°;
38875.78s;42°14'56.632772"N 12°28'25.790081"E 30000.00ft;704.2km/h;177.22°;0.00°;
38927.20s;42°9'34.473707"N 12°28'46.855655"E 30000.00ft;702.6km/h;177.23°;0.00°;
38978.63s;42°4'12.399961"N 12°29'7.850816"E 30000.00ft;700.8km/h;177.23°;0.00°;
39030.06s;41°58'50.350852"N 12°29'28.777182"E 30000.00ft;698.9km/h;177.24°;0.00°;
39075.60s;41°54'5.018878"N 12°29'47.251973"E 30000.00ft;697.3km/h;177.24°;0.00°;
Switched destination to waypoint 6
39127.03s;41°53'55.277478"N 12°22'35.810665"E 30000.00ft;695.7km/h;-91.54°;0.00°;
39178.46s;41°53'46.148892"N 12°15'22.464233"E 30000.00ft;694.4km/h;-91.62°;0.00°;
39229.89s;41°53'36.560547"N 12°8'8.901497"E 30000.00ft;693.5km/h;-91.70°;0.00°;
39281.31s;41°53'26.510781"N 12°0'55.083835"E 30000.00ft;693.0km/h;-91.78°;0.00°;
39332.74s;41°53'15.998274"N 11°53'40.993688"E 30000.00ft;693.1km/h;-91.86°;0.00°;
39384.17s;41°53'5.022199"N 11°46'26.635946"E 30000.00ft;693.7km/h;-91.94°;0.00°;
39435.60s;41°52'53.582328"N 11°39'12.037719"E 30000.00ft;694.7km/h;-92.03°;0.00°;
39487.03s;41°52'41.679103"N 11°31'57.246497"E 30000.00ft;696.1km/h;-92.11°;0.00°;
39538.46s;41°52'29.313648"N 11°24'42.326847"E 30000.00ft;697.8km/h;-92.19°;0.00°;
39589.89s;41°52'16.487723"N 11°17'27.355881"E 30000.00ft;699.6km/h;-92.27°;0.00°;
39641.31s;41°52'3.203629"N 11°10'12.417814"E 30000.00ft;701.5km/h;-92.35°;0.00°;
39692.74s;41°51'49.464052"N 11°2'57.598014"E 30000.00ft;703.3km/h;-92.43°;0.00°;
39744.17s;41°51'35.271876"N 10°55'42.976974"E 30000.00ft;704.8km/h;-92.51°;0.00°;
39795.60s;41°51'20.629965"N 10°48'28.624629"E 30000.00ft;706.0km/h;-92.59°;0.00°;
39847.03s;41°51'5.540937"N 10°41'14.595444"E 30000.00ft;706.7km/h;-92.67°;0.00°;
39898.46s;41°50'50.006943"N 10°34'0.924609"E 30000.00ft;707.0km/h;-92.75°;0.00°;
39949.89s;41°50'34.029484"N 10°26'47.625633"E 30000.00ft;706.8km/h;-92.83°;0.00°;
40001.31s;41°50'17.609257"N 10°19'34.689499"E 30000.00ft;706.0km/h;-92.91°;0.00°;
40052.74s;41°50'0.746072"N 10°12'22.085441"E 30000.00ft;704.9km/h;-92.99°;0.00°;
40104.17s;41°49'43.438829"N 10°5'9.763291"E 30000.00ft;703.4km/h;-93.07°;0.00°;
40155.60s;41°49'25.685571"N 9°57'57.657223"E 30000.00ft;701.6km/h;-93.16°;0.00°;
40207.03s;41°49'7.483602"N 9°50'45.690624"E 30000.00ft;699.7km/h;-93.24°;0.00°;
40258.46s;41°48'48.829681"N 9°43'33.781746"E 30000.00ft;697.9km/h;-93.32°;0.00°;
40309.89s;41°48'29.720256"N 9°36'21.849717"E 30000.00ft;696.2km/h;-93.40°;0.00°;
40361.31s;41°48'10.151739"N 9°29'9.820498"E 30000.00ft;694.8km/h;-93.48°;0.00°;
40412.74s;41°47'50.120797"N 9°21'57.632333"E 30000.00ft;693.7km/h;-93.56°;0.00°;
40464.17s;41°47'29.624629"N 9°14'45.240324"E 30000.00ft;693.1km/h;-93.64°;0.00°;
40515.60s;41°47'8.661222"N 9°7'32.619779"E 30000.00ft;693.0km/h;-93.72°;0.00°;
40567.03s;41°46'47.229549"N 9°0'19.768108"E 30000.00ft;693.4km/h;-93.80°;0.00°;
40618.46s;41°46'25.329701"N 8°53'6.705119"E 30000.00ft;694.3km/h;-93.88°;0.00°;
40669.89s;41°46'2.962936"N 8°45'53.471707"E 30000.00ft;695.6km/h;-93.96°;0.00°;
40721.31s;41°45'40.131645"N 8°38'40.127015"E 30000.00ft;697.2km/h;-94.04°;0.00°;
40772.74s;41°45'16.839222"N 8°31'26.744282"E 30000.00ft;699.0km/h;-94.12°;0.00°;
40824.17s;41°44'53.089855"N 8°24'13.405683"E 30000.00ft;700.9km/h;-94.20°;0.00°;
40875.60s;41°44'28.888252"N 8°17'0.196517"E 30000.00ft;702.7km/h;-94.28°;0.00°;
40927.03s;41°44'4.239314"N 8°9'47.199178"E 30000.00ft;704.3km/h;-94.36°;0.00°;
40978.46s;41°43'39.147778"N 8°2'34.487336"E 30000.00ft;705.6km/h;-94.44°;0.00°;
41029.89s;41°43'13.617871"N 7°55'22.120749"E 30000.00ft;706.5km/h;-94.52°;0.00°;
41081.31s;41°42'47.652981"N 7°48'10.141081"E 30000.00ft;707.0km/h;-94.60°;0.00°;
41132.74s;41°42'21.255387"N 7°40'58.569023"E 30000.00ft;706.9km/h;-94.68°;0.00°;
41184.17s;41°41'54.426062"N 7°33'47.402935"E 30000.00ft;706.3km/h;-94.76°;0.00°;
41235.60s;41°41'27.164573"N 7°26'36.619084"E 30000.00ft;705.3km/h;-94.84°;0.00°;
41287.03s;41°40'59.469079"N 7°19'26.173492"E 30000.00ft;703.9km/h;-94.92°;0.00°;
41338.46s;41°40'31.336442"N 7°12'16.005228"E 30000.00ft;702.2km/h;-95.00°;0.00°;
41389.89s;41°40'2.762434"N 7°5'6.040926"E 30000.00ft;700.4km/h;-95.08°;0.00°;
