time;position;tas;heading_angle;climb_angle;
63702.14s;38°9'59.415665"N 27°10'55.533447"W 30000.00ft;402.0km/h;-70.74°;0.00°;
63792.14s;38°11'46.070593"N 27°17'25.249286"W 30000.00ft;403.4km/h;-70.80°;0.00°;
63882.14s;38°13'32.172196"N 27°23'54.565947"W 30000.00ft;404.0km/h;-70.87°;0.00°;
63972.14s;38°15'17.687034"N 27°30'23.353206"W 30000.00ft;403.7km/h;-70.94°;0.00°;
64062.14s;38°17'2.631929"N 27°36'51.664671"W 30000.00ft;402.6km/h;-71.00°;0.00°;
64152.14s;38°18'47.069830"N 27°43'19.726276"W 30000.00ft;401.0km/h;-71.07°;0.00°;
64242.14s;38°20'31.095668"N 27°49'47.887164"W 30000.00ft;399.1km/h;-71.14°;0.00°;
64332.14s;38°22'14.815364"N 27°56'16.543599"W 30000.00ft;397.4km/h;-71.21°;0.00°;
64422.14s;38°23'58.322584"N 28°2'46.052478"W 30000.00ft;396.3km/h;-71.27°;0.00°;
64512.14s;38°25'41.678318"N 28°9'16.653298"W 30000.00ft;396.0km/h;-71.34°;0.00°;
64602.14s;38°27'24.897704"N 28°15'48.415601"W 30000.00ft;396.6km/h;-71.41°;0.00°;
64692.14s;38°29'7.946912"N 28°22'21.223423"W 30000.00ft;397.9km/h;-71.48°;0.00°;
64782.14s;38°30'50.750698"N 28°28'54.800184"W 30000.00ft;399.6km/h;-71.54°;0.00°;
64872.14s;38°32'33.208899"N 28°35'28.768655"W 30000.00ft;401.5km/h;-71.61°;0.00°;
64962.14s;38°34'15.218241"N 28°42'2.732988"W 30000.00ft;403.0km/h;-71.68°;0.00°;
65052.14s;38°35'56.694665"N 28°48'36.364925"W 30000.00ft;403.9km/h;-71.75°;0.00°;
65142.14s;38°37'37.591315"N 28°55'9.475407"W 30000.00ft;403.9km/h;-71.82°;0.00°;
65232.14s;38°39'17.908315"N 29°1'42.055919"W 30000.00ft;403.1km/h;-71.88°;0.00°;
65322.14s;38°40'57.692264"N 29°8'14.280508"W 30000.00ft;401.6km/h;-71.95°;0.00°;
65412.14s;38°42'37.025624"N 29°14'46.467968"W 30000.00ft;399.7km/h;-72.02°;0.00°;
65502.14s;38°44'16.008404"N 29°21'19.012391"W 30000.00ft;398.0km/h;-72.09°;0.00°;
65592.14s;38°45'54.736147"N 29°27'52.297169"W 30000.00ft;396.6km/h;-72.16°;0.00°;
65682.14s;38°47'33.279063"N 29°34'26.611214"W 30000.00ft;396.0km/h;-72.23°;0.00°;
65772.14s;38°49'11.666813"N 29°41'2.085645"W 30000.00ft;396.3km/h;-72.29°;0.00°;
65862.14s;38°50'49.882226"N 29°47'38.664810"W 30000.00ft;397.4km/h;-72.36°;0.00°;
65952.14s;38°52'27.865235"N 29°54'16.118007"W 30000.00ft;399.0km/h;-72.43°;0.00°;
66042.14s;38°54'5.526119"N 30°0'54.089411"W 30000.00ft;400.9km/h;-72.50°;0.00°;
66132.14s;38°55'42.765079"N 30°7'32.175375"W 30000.00ft;402.6km/h;-72.57°;0.00°;
66222.14s;38°57'19.493865"N 30°14'10.012282"W 30000.00ft;403.7km/h;-72.64°;0.00°;
66312.14s;38°58'55.654724"N 30°20'47.355795"W 30000.00ft;404.0km/h;-72.71°;0.00°;
66402.14s;39°0'31.232576"N 30°27'24.134209"W 30000.00ft;403.4km/h;-72.78°;0.00°;
66492.14s;39°2'6.257825"N 30°34'0.464208"W 30000.00ft;402.1km/h;-72.85°;0.00°;
66582.14s;39°3'40.799256"N 30°40'36.625555"W 30000.00ft;400.4km/h;-72.92°;0.00°;
66672.14s;39°5'14.948654"N 30°47'13.000145"W 30000.00ft;398.5km/h;-72.99°;0.00°;
66762.14s;39°6'48.800540"N 30°53'49.988703"W 30000.00ft;397.0km/h;-73.06°;0.00°;
66852.14s;39°8'22.431471"N 31°0'27.923234"W 30000.00ft;396.1km/h;-73.13°;0.00°;
66942.14s;39°9'55.883412"N 31°7'6.994344"W 30000.00ft;396.1km/h;-73.20°;0.00°;
67032.14s;39°11'29.154758"N 31°13'47.209294"W 30000.00ft;396.9km/h;-73.27°;0.00°;
67122.14s;39°13'2.200891"N 31°20'28.389994"W 30000.00ft;398.4km/h;-73.34°;0.00°;
67212.14s;39°14'34.944091"N 31°27'10.211426"W 30000.00ft;400.3km/h;-73.41°;0.00°;
67302.14s;39°16'7.290546"N 31°33'52.272176"W 30000.00ft;402.0km/h;-73.48°;0.00°;
67392.14s;39°17'39.150739"N 31°40'34.181741"W 30000.00ft;403.4km/h;-73.55°;0.00°;
67482.14s;39°19'10.458717"N 31°47'15.645573"W 30000.00ft;404.0km/h;-73.62°;0.00°;
67572.14s;39°20'41.186092"N 31°53'56.529328"W 30000.00ft;403.7km/h;-73.69°;0.00°;
67662.14s;39°22'11.347765"N 32°0'36.888237"W 30000.00ft;402.6km/h;-73.76°;0.00°;
67752.14s;39°23'40.998183"N 32°7'16.955172"W 30000.00ft;401.0km/h;-73.83°;0.00°;
67842.14s;39°25'10.219052"N 32°13'57.089930"W 30000.00ft;399.1km/h;-73.90°;0.00°;
67932.14s;39°26'39.101215"N 32°20'37.700755"W 30000.00ft;397.4km/h;-73.97°;0.00°;
68022.14s;39°28'7.724710"N 32°27'19.155174"W 30000.00ft;396.3km/h;-74.04°;0.00°;
68112.14s;39°29'36.141338"N 32°34'1.699595"W 30000.00ft;396.0km/h;-74.12°;0.00°;
68202.14s;39°31'4.363520"N 32°40'45.405207"W 30000.00ft;396.6km/h;-74.19°;0.00°;
68292.14s;39°32'32.361808"N 32°47'30.152028"W 30000.00ft;397.9km/h;-74.26°;0.00°;
68382.14s;39°34'0.071514"N 32°54'15.654636"W 30000.00ft;399.6km/h;-74.33°;0.00°;
68472.14s;39°35'27.406935"N 33°1'1.524028"W 30000.00ft;401.5km/h;-74.40°;0.00°;
68562.14s;39°36'54.280023"N 33°7'47.352153"W 30000.00ft;403.0km/h;-74.47°;0.00°;
68652.14s;39°38'20.619401"N 33°14'32.800733"W 30000.00ft;403.9km/h;-74.54°;0.00°;
68742.14s;39°39'46.385585"N 33°21'17.674974"W 30000.00ft;403.9km/h;-74.62°;0.00°;
68832.14s;39°41'11.579142"N 33°28'1.966082"W 30000.00ft;403.1km/h;-74.69°;0.00°;
68922.14s;39°42'36.240075"N 33°34'45.853253"W 30000.00ft;401.6km/h;-74.76°;0.00°;
69012.14s;39°44'0.438646"N 33°41'29.664652"W 30000.00ft;399.7km/h;-74.83°;0.00°;
69102.14s;39°45'24.259709"N 33°48'13.805843"W 30000.00ft;398.0km/h;-74.90°;0.00°;
69192.14s;39°46'47.784015"N 33°54'58.671226"W 30000.00ft;396.6km/h;-74.98°;0.00°;
69282.14s;39°48'11.070585"N 34°1'44.557797"W 30000.00ft;396.0km/h;-75.05°;0.00°;
69372.14s;39°49'34.143962"N 34°8'31.600033"W 30000.00ft;396.3km/h;-75.12°;0.00°;
69462.14s;39°50'56.989078"N 34°15'19.740147"W 30000.00ft;397.4km/h;-75.19°;0.00°;
69552.14s;39°52'19.554769"N 34°22'8.740239"W 30000.00ft;399.0km/h;-75.27°;0.00°;
69642.14s;39°53'41.765100"N 34°28'58.233756"W 30000.00ft;400.9km/h;-75.34°;0.00°;
69732.14s;39°55'3.535969"N 34°35'47.805085"W 30000.00ft;402.6km/h;-75.41°;0.00°;
69822.14s;39°56'24.793315"N 34°42'37.079956"W 30000.00ft;403.7km/h;-75.48°;0.00°;
69912.14s;39°57'45.488981"N 34°49'25.806941"W 30000.00ft;404.0km/h;-75.56°;0.00°;
70002.14s;39°59'5.610792"N 34°56'13.912268"W 30000.00ft;403.4km/h;-75.63°;0.00°;
70092.14s;40°0'25.184723"N 35°3'1.515943"W 30000.00ft;402.1km/h;-75.70°;0.00°;
70182.14s;40°1'44.268753"N 35°9'48.905617"W 30000.00ft;400.4km/h;-75.78°;0.00°;
70272.14s;40°3'2.939835"N 35°16'36.473847"W 30000.00ft;398.5km/h;-75.85°;0.00°;
70362.14s;40°4'21.276875"N 35°23'24.632388"W 30000.00ft;397.0km/h;-75.92°;0.00°;
70452.14s;40°5'39.343454"N 35°30'13.722187"W 30000.00ft;396.1km/h;-76.00°;0.00°;
70542.14s;40°6'57.174051"N 35°37'3.938703"W 30000.00ft;396.1km/h;-76.07°;0.00°;
70632.14s;40°8'14.766733"N 35°43'55.288875"W 30000.00ft;396.9km/h;-76.14°;0.00°;
70722.14s;40°9'32.083823"N 35°50'47.589150"W 30000.00ft;398.4km/h;-76.22°;0.00°;
70812.14s;40°10'49.060325"N 35°57'40.505068"W 30000.00ft;400.3km/h;-76.29°;0.00°;
70902.14s;40°12'5.618196"N 36°4'33.623811"W 30000.00ft;402.0km/h;-76.36°;0.00°;
70992.14s;40°13'21.683306"N 36°11'26.543941"W 30000.00ft;403.4km/h;-76.44°;0.00°;
71082.14s;40°14'37.201364"N 36°18'18.962764"W 30000.00ft;404.0km/h;-76.51°;0.00°;
71172.14s;40°15'52.149379"N 36°25'10.742262"W 30000.00ft;403.7km/h;-76.59°;0.00°;
71262.14s;40°17'6.540193"N 36°32'1.939185"W 30000.00ft;402.6km/h;-76.66°;0.00°;
71352.14s;40°18'20.419191"N 36°38'52.792683"W 30000.00ft;401.0km/h;-76.73°;0.00°;
71442.14s;40°19'33.853977"N 36°45'43.672139"W 30000.00ft;399.1km/h;-76.81°;0.00°;
71532.14s;40°20'46.919340"N 36°52'34.996519"W 30000.00ft;397.4km/h;-76.88°;0.00°;
71622.14s;40°21'59.680820"N 36°59'27.142808"W 30000.00ft;396.3km/h;-76.96°;0.00°;
71712.14s;40°23'12.180470"N 37°6'20.363503"W 30000.00ft;396.0km/h;-77.03°;0.00°;
71802.14s;40°24'24.427863"N 37°13'14.731141"W 30000.00ft;396.6km/h;-77.11°;0.00°;
71892.14s;40°25'36.398268"N 37°20'10.122038"W 30000.00ft;397.9km/h;-77.18°;0.00°;
71982.14s;40°26'48.038280"N 37°27'6.242792"W 30000.00ft;399.6km/h;-77.25°;0.00°;
72072.14s;40°27'59.277625"N 37°34'2.693846"W 30000.00ft;401.5km/h;-77.33°;0.00°;
72162.14s;40°29'10.044482"N 37°40'59.056282"W 30000.00ft;403.0km/h;-77.40°;0.00°;
72252.14s;40°30'20.280979"N 37°47'54.982940"W 30000.00ft;403.9km/h;-77.48°;0.00°;
72342.14s;40°31'29.955474"N 37°54'50.273989"W 30000.00ft;403.9km/h;-77.55°;0.00°;
72432.14s;40°32'39.069002"N 38°1'44.920446"W 30000.00ft;403.1km/h;-77.63°;0.00°;
72522.14s;40°33'47.654552"N 38°8'39.106115"W 30000.00ft;401.6km/h;-77.70°;0.00°;
72612.14s;40°34'55.769421"N 38°15'33.167466"W 30000.00ft;399.7km/h;-77.78°;0.00°;
72702.14s;40°36'3.482374"N 38°22'27.520166"W 30000.00ft;398.0km/h;-77.86°;0.00°;
72792.14s;40°37'10.858476"N 38°29'22.568254"W 30000.00ft;396.6km/h;-77.93°;0.00°;
72882.14s;40°38'17.944903"N 38°36'18.615742"W 30000.00ft;396.0km/h;-78.01°;0.00°;
72972.14s;40°39'24.760811"N 38°43'15.799939"W 30000.00ft;396.3km/h;-78.08°;0.00°;
73062.14s;40°40'31.293415"N 38°50'14.061061"W 30000.00ft;397.4km/h;-78.16°;0.00°;
73152.14s;40°41'37.501045"N 38°57'13.154797"W 30000.00ft;399.0km/h;-78.23°;0.00°;
73242.14s;40°42'43.322435"N 39°4'12.705138"W 30000.00ft;400.9km/h;-78.31°;0.00°;
73332.14s;40°43'48.690155"N 39°11'12.285993"W 30000.00ft;402.6km/h;-78.38°;0.00°;
73422.14s;40°44'53.545204"N 39°18'11.513816"W 30000.00ft;403.7km/h;-78.46°;0.00°;
73512.14s;40°45'57.849603"N 39°25'10.131057"W 30000.00ft;404.0km/h;-78.54°;0.00°;
73602.14s;40°47'1.594252"N 39°32'8.062213"W 30000.00ft;403.4km/h;-78.61°;0.00°;
73692.14s;40°48'4.800424"N 39°39'5.430235"W 30000.00ft;402.1km/h;-78.69°;0.00°;
73782.14s;40°49'7.514654"N 39°46'2.529655"W 30000.00ft;400.4km/h;-78.76°;0.00°;
73872.14s;40°50'9.798200"N 39°52'59.762255"W 30000.00ft;398.5km/h;-78.84°;0.00°;
73962.14s;40°51'11.713461"N 39°59'57.549277"W 30000.00ft;397.0km/h;-78.92°;0.00°;
74052.14s;40°52'13.310316"N 40°6'56.239294"W 30000.00ft;396.1km/h;-78.99°;0.00°;
74142.14s;40°53'14.615371"N 40°13'56.031830"W 30000.00ft;396.1km/h;-79.07°;0.00°;
74232.14s;40°54'15.626400"N 40°20'56.933415"W 30000.00ft;396.9km/h;-79.15°;0.00°;
74322.14s;40°55'16.313112"N 40°27'58.755694"W 30000.00ft;398.4km/h;-79.22°;0.00°;
74412.14s;40°56'16.624009"N 40°35'1.156027"W 30000.00ft;400.3km/h;-79.30°;0.00°;
74502.14s;40°57'16.497745"N 40°42'3.711801"W 30000.00ft;402.0km/h;-79.38°;0.00°;
74592.14s;40°58'15.876465"N 40°49'6.012245"W 30000.00ft;403.4km/h;-79.45°;0.00°;
74682.14s;40°59'14.718206"N 40°56'7.747765"W 30000.00ft;404.0km/h;-79.53°;0.00°;
74772.14s;41°0'13.005667"N 41°3'8.777291"W 30000.00ft;403.7km/h;-79.61°;0.00°;
74862.14s;41°1'10.749514"N 41°10'9.158939"W 30000.00ft;402.6km/h;-79.68°;0.00°;
74952.14s;41°2'7.985559"N 41°17'9.137243"W 30000.00ft;401.0km/h;-79.76°;0.00°;
75042.14s;41°3'4.766535"N 41°24'9.089720"W 30000.00ft;399.1km/h;-79.84°;0.00°;
75132.14s;41°4'1.150312"N 41°31'9.444371"W 30000.00ft;397.4km/h;-79.91°;0.00°;
75222.14s;41°4'57.187174"N 41°38'10.586089"W 30000.00ft;396.3km/h;-79.99°;0.00°;
75312.14s;41°5'52.908936"N 41°45'12.772381"W 30000.00ft;396.0km/h;-80.07°;0.00°;
75402.14s;41°6'48.322224"N 41°52'16.076792"W 30000.00ft;396.6km/h;-80.15°;0.00°;
75492.14s;41°7'43.407327"N 41°59'20.372402"W 30000.00ft;397.9km/h;-80.22°;0.00°;
75582.14s;41°8'38.122775"N 42°6'25.359029"W 30000.00ft;399.6km/h;-80.30°;0.00°;
75672.14s;41°9'32.414573"N 42°13'30.628241"W 30000.00ft;401.5km/h;-80.38°;0.00°;
75762.14s;41°10'26.228010"N 42°20'35.752050"W 30000.00ft;403.0km/h;-80.45°;0.00°;
75852.14s;41°11'19.519436"N 42°27'40.375946"W 30000.00ft;403.9km/h;-80.53°;0.00°;
75942.14s;41°12'12.265455"N 42°34'44.295987"W 30000.00ft;403.9km/h;-80.61°;0.00°;
76032.14s;41°13'4.467587"N 42°41'47.503123"W 30000.00ft;403.1km/h;-80.69°;0.00°;
76122.14s;41°13'56.151438"N 42°48'50.185045"W 30000.00ft;401.6km/h;-80.77°;0.00°;
76212.14s;41°14'47.360673"N 42°55'52.685121"W 30000.00ft;399.7km/h;-80.84°;0.00°;
76302.14s;41°15'38.147162"N 43°2'55.427340"W 30000.00ft;398.0km/h;-80.92°;0.00°;
76392.14s;41°16'28.559511"N 43°9'58.823608"W 30000.00ft;396.6km/h;-81.00°;0.00°;
76482.14s;41°17'18.632497"N 43°17'3.183591"W 30000.00ft;396.0km/h;-81.08°;0.00°;
76572.14s;41°18'8.379668"N 43°24'8.646787"W 30000.00ft;396.3km/h;-81.15°;0.00°;
76662.14s;41°18'57.790690"N 43°31'15.151644"W 30000.00ft;397.4km/h;-81.23°;0.00°;
76752.14s;41°19'46.833905"N 43°38'22.448511"W 30000.00ft;399.0km/h;-81.31°;0.00°;
76842.14s;41°20'35.463476"N 43°45'30.153615"W 30000.00ft;400.9km/h;-81.39°;0.00°;
76932.14s;41°21'23.629487"N 43°52'37.832338"W 30000.00ft;402.6km/h;-81.47°;0.00°;
77022.14s;41°22'11.288743"N 43°59'45.093660"W 30000.00ft;403.7km/h;-81.55°;0.00°;
77112.14s;41°22'58.413929"N 44°6'51.675155"W 30000.00ft;404.0km/h;-81.62°;0.00°;
77202.14s;41°23'44.999157"N 44°13'57.500027"W 30000.00ft;403.4km/h;-81.70°;0.00°;
77292.14s;41°24'31.060769"N 44°21'2.693687"W 30000.00ft;402.1km/h;-81.78°;0.00°;
77382.14s;41°25'16.633304"N 44°28'7.556249"W 30000.00ft;400.4km/h;-81.86°;0.00°;
77472.14s;41°26'1.761594"N 44°35'12.496897"W 30000.00ft;398.5km/h;-81.94°;0.00°;
77562.14s;41°26'46.490779"N 44°42'17.944407"W 30000.00ft;397.0km/h;-82.02°;0.00°;
77652.14s;41°27'30.856437"N 44°49'24.253333"W 30000.00ft;396.1km/h;-82.10°;0.00°;
77742.14s;41°28'14.876986"N 44°56'31.626299"W 30000.00ft;396.1km/h;-82.17°;0.00°;
77832.14s;41°28'58.549941"N 45°3'40.069373"W 30000.00ft;396.9km/h;-82.25°;0.00°;
77922.14s;41°29'41.852789"N 45°10'49.390271"W 30000.00ft;398.4km/h;-82.33°;0.00°;
78012.14s;41°30'24.748184"N 45°17'59.239819"W 30000.00ft;400.3km/h;-82.41°;0.00°;
78102.14s;41°31'7.192254"N 45°25'9.187661"W 30000.00ft;402.0km/h;-82.49°;0.00°;
78192.14s;41°31'49.144162"N 45°32'18.815733"W 30000.00ft;403.4km/h;-82.57°;0.00°;
78282.14s;41°32'30.574817"N 45°39'27.809114"W 30000.00ft;404.0km/h;-82.65°;0.00°;
78372.14s;41°33'11.472852"N 45°46'36.024462"W 30000.00ft;403.7km/h;-82.73°;0.00°;
78462.14s;41°33'51.846645"N 45°53'43.521062"W 30000.00ft;402.6km/h;-82.81°;0.00°;
78552.14s;41°34'31.722013"N 46°0'50.547710"W 30000.00ft;401.0km/h;-82.88°;0.00°;
78642.14s;41°35'11.136176"N 46°7'57.488258"W 30000.00ft;399.1km/h;-82.96°;0.00°;
78732.14s;41°35'50.129377"N 46°15'4.777653"W 30000.00ft;397.4km/h;-83.04°;0.00°;
78822.14s;41°36'28.736028"N 46°22'12.806791"W 30000.00ft;396.3km/h;-83.12°;0.00°;
78912.14s;41°37'6.977320"N 46°29'21.836898"W 30000.00ft;396.0km/h;-83.20°;0.00°;
79002.14s;41°37'44.856858"N 46°36'31.942140"W 30000.00ft;396.6km/h;-83.28°;0.00°;
79092.14s;41°38'22.360212"N 46°43'42.992992"W 30000.00ft;397.9km/h;-83.36°;0.00°;
79182.14s;41°38'59.458384"N 46°50'54.684009"W 30000.00ft;399.6km/h;-83.44°;0.00°;
79272.14s;41°39'36.114360"N 46°58'6.599985"W 30000.00ft;401.5km/h;-83.52°;0.00°;
79362.14s;41°40'12.291249"N 47°5'18.306093"W 30000.00ft;403.0km/h;-83.60°;0.00°;
79452.14s;41°40'47.960196"N 47°12'29.442360"W 30000.00ft;403.9km/h;-83.68°;0.00°;
79542.14s;41°41'23.106375"N 47°19'39.801871"W 30000.00ft;403.9km/h;-83.76°;0.00°;
79632.14s;41°41'57.731789"N 47°26'49.375650"W 30000.00ft;403.1km/h;-83.84°;0.00°;
79722.14s;41°42'31.854362"N 47°33'58.354394"W 30000.00ft;401.6km/h;-83.92°;0.00°;
79812.14s;41°43'5.503588"N 47°41'7.086656"W 30000.00ft;399.7km/h;-84.00°;0.00°;
79902.14s;41°43'38.713798"N 47°48'16.002590"W 30000.00ft;398.0km/h;-84.08°;0.00°;
79992.14s;41°44'11.516534"N 47°55'25.519838"W 30000.00ft;396.6km/h;-84.16°;0.00°;
80082.14s;41°44'43.933738"N 48°2'35.952104"W 30000.00ft;396.0km/h;-84.24°;0.00°;
80172.14s;41°45'15.973193"N 48°9'47.440335"W 30000.00ft;396.3km/h;-84.32°;0.00°;
80262.14s;41°45'47.627155"N 48°16'59.921537"W 30000.00ft;397.4km/h;-84.40°;0.00°;
80352.14s;41°46'18.874400"N 48°24'13.142048"W 30000.00ft;399.0km/h;-84.48°;0.00°;
80442.14s;41°46'49.685124"N 48°31'26.712400"W 30000.00ft;400.9km/h;-84.56°;0.00°;
80532.14s;41°47'20.027586"N 48°38'40.191827"W 30000.00ft;402.6km/h;-84.64°;0.00°;
80622.14s;41°47'49.874970"N 48°45'53.183996"W 30000.00ft;403.7km/h;-84.72°;0.00°;
80712.14s;41°48'19.211000"N 48°53'5.423115"W 30000.00ft;404.0km/h;-84.80°;0.00°;
80802.14s;41°48'48.033098"N 49°0'16.831600"W 30000.00ft;403.4km/h;-84.88°;0.00°;
80892.14s;41°49'16.352482"N 49°7'27.536741"W 30000.00ft;402.1km/h;-84.96°;0.00°;
80982.14s;41°49'44.191266"N 49°14'37.842687"W 30000.00ft;400.4km/h;-85.04°;0.00°;
81072.14s;41°50'11.577292"N 49°21'48.163856"W 30000.00ft;398.5km/h;-85.12°;0.00°;
81162.14s;41°50'38.537869"N 49°28'58.934258"W 30000.00ft;397.0km/h;-85.20°;0.00°;
81252.14s;41°51'5.093824"N 49°36'10.512505"W 30000.00ft;396.1km/h;-85.28°;0.00°;
81342.14s;41°51'31.255155"N 49°43'23.103216"W 30000.00ft;396.1km/h;-85.36°;0.00°;
81432.14s;41°51'57.019166"N 49°50'36.711972"W 30000.00ft;396.9km/h;-85.44°;0.00°;
81522.14s;41°52'22.371425"N 49°57'51.143639"W 30000.00ft;398.4km/h;-85.52°;0.00°;
81612.14s;41°52'47.289237"N 50°5'6.044475"W 30000.00ft;400.3km/h;-85.60°;0.00°;
81702.14s;41°53'11.746795"N 50°12'20.978831"W 30000.00ft;402.0km/h;-85.68°;0.00°;
81792.14s;41°53'35.720834"N 50°19'35.523752"W 30000.00ft;403.4km/h;-85.76°;0.00°;
81882.14s;41°53'59.195530"N 50°26'49.360850"W 30000.00ft;404.0km/h;-85.84°;0.00°;
81972.14s;41°54'22.165619"N 50°34'2.345409"W 30000.00ft;403.7km/h;-85.92°;0.00°;
82062.14s;41°54'44.637102"N 50°41'14.537650"W 30000.00ft;402.6km/h;-86.00°;0.00°;
82152.14s;41°55'6.625476"N 50°48'26.189319"W 30000.00ft;401.0km/h;-86.08°;0.00°;
82242.14s;41°55'28.151973"N 50°55'37.688498"W 30000.00ft;399.1km/h;-86.16°;0.00°;
82332.14s;41°55'49.238692"N 51°2'49.474670"W 30000.00ft;397.4km/h;-86.24°;0.00°;
82422.14s;41°56'9.903729"N 51°10'1.942542"W 30000.00ft;396.3km/h;-86.33°;0.00°;
82512.14s;41°56'30.157382"N 51°17'15.355591"W 30000.00ft;396.0km/h;-86.41°;0.00°;
82602.14s;41°56'50.000196"N 51°24'29.788202"W 30000.00ft;396.6km/h;-86.49°;0.00°;
82692.14s;41°57'9.423223"N 51°31'45.109006"W 30000.00ft;397.9km/h;-86.57°;0.00°;
82782.14s;41°57'28.410334"N 51°39'1.009089"W 30000.00ft;399.6km/h;-86.65°;0.00°;
82872.14s;41°57'46.942001"N 51°46'17.068919"W 30000.00ft;401.5km/h;-86.73°;0.00°;
82962.14s;41°58'4.999655"N 51°53'32.849417"W 30000.00ft;403.0km/h;-86.81°;0.00°;
83052.14s;41°58'22.569638"N 52°0'47.987320"W 30000.00ft;403.9km/h;-86.89°;0.00°;
83142.14s;41°58'39.645907"N 52°8'2.274044"W 30000.00ft;403.9km/h;-86.97°;0.00°;
83232.14s;41°58'56.230941"N 52°15'15.700840"W 30000.00ft;403.1km/h;-87.05°;0.00°;
83322.14s;41°59'12.334752"N 52°22'28.460390"W 30000.00ft;401.6km/h;-87.13°;0.00°;
83412.14s;41°59'27.972286"N 52°29'40.904480"W 30000.00ft;399.7km/h;-87.21°;0.00°;
83502.14s;41°59'43.159883"N 52°36'53.466966"W 30000.00ft;398.0km/h;-87.30°;0.00°;
83592.14s;41°59'57.911612"N 52°44'6.568823"W 30000.00ft;396.6km/h;-87.38°;0.00°;
83682.14s;42°0'12.236295"N 52°51'20.525982"W 30000.00ft;396.0km/h;-87.46°;0.00°;
83772.14s;42°0'26.135847"N 52°58'35.480034"W 30000.00ft;396.3km/h;-87.54°;0.00°;
83862.14s;42°0'39.605234"N 53°5'51.366947"W 30000.00ft;397.4km/h;-87.62°;0.00°;
83952.14s;42°0'52.633956"N 53°13'7.930597"W 30000.00ft;399.0km/h;-87.70°;0.00°;
84042.14s;42°1'5.208657"N 53°20'24.778191"W 30000.00ft;400.9km/h;-87.78°;0.00°;
84132.14s;42°1'17.316209"N 53°27'41.465507"W 30000.00ft;402.6km/h;-87.86°;0.00°;
84222.14s;42°1'28.946553"N 53°34'57.593358"W 30000.00ft;403.7km/h;-87.94°;0.00°;
84312.14s;42°1'40.094686"N 53°42'12.894268"W 30000.00ft;404.0km/h;-88.02°;0.00°;
84402.14s;42°1'50.761388"N 53°49'27.290436"W 30000.00ft;403.4km/h;-88.11°;0.00°;
84492.14s;42°2'0.952611"N 53°56'40.910363"W 30000.00ft;402.1km/h;-88.19°;0.00°;
84582.14s;42°2'10.677760"N 54°3'54.060492"W 30000.00ft;400.4km/h;-88.27°;0.00°;
84672.14s;42°2'19.947316"N 54°11'7.158051"W 30000.00ft;398.5km/h;-88.35°;0.00°;
84762.14s;42°2'28.770392"N 54°18'20.639722"W 30000.00ft;397.0km/h;-88.43°;0.00°;
84852.14s;42°2'37.152788"N 54°25'34.866057"W 30000.00ft;396.1km/h;-88.51°;0.00°;
84942.14s;42°2'45.095952"N 54°32'50.042473"W 30000.00ft;396.1km/h;-88.59°;0.00°;
85032.14s;42°2'52.597018"N 54°40'6.174065"W 30000.00ft;396.9km/h;-88.67°;0.00°;
85122.14s;42°2'59.649841"N 54°47'23.064089"W 30000.00ft;398.4km/h;-88.76°;0.00°;
85212.14s;42°3'6.246696"N 54°54'40.356447"W 30000.00ft;400.3km/h;-88.84°;0.00°;
85302.14s;42°3'12.380204"N 55°1'57.612929"W 30000.00ft;402.0km/h;-88.92°;0.00°;
85392.14s;42°3'18.045000"N 55°9'14.408362"W 30000.00ft;403.4km/h;-89.00°;0.00°;
85482.14s;42°3'23.238761"N 55°16'30.422932"W 30000.00ft;404.0km/h;-89.08°;0.00°;
85572.14s;42°3'27.962406"N 55°23'45.511540"W 30000.00ft;403.7km/h;-89.16°;0.00°;
85662.14s;42°3'32.219488"N 55°30'59.735073"W 30000.00ft;402.6km/h;-89.24°;0.00°;
85752.14s;42°3'36.014978"N 55°38'13.346764"W 30000.00ft;401.0km/h;-89.32°;0.00°;
85842.14s;42°3'39.353836"N 55°45'26.736621"W 30000.00ft;399.1km/h;-89.41°;0.00°;
85932.14s;42°3'42.239715"N 55°52'40.346017"W 30000.00ft;397.4km/h;-89.49°;0.00°;
86022.14s;42°3'44.674148"N 55°59'54.571091"W 30000.00ft;396.3km/h;-89.57°;0.00°;
86112.14s;42°3'46.656401"N 56°7'9.675995"W 30000.00ft;396.0km/h;-89.65°;0.00°;
86202.14s;42°3'48.183953"N 56°14'25.734917"W 30000.00ft;396.6km/h;-89.73°;0.00°;
86292.14s;42°3'49.253470"N 56°21'42.615520"W 30000.00ft;397.9km/h;-89.81°;0.00°;
86382.14s;42°3'49.861919"N 56°29'0.007404"W 30000.00ft;399.6km/h;-89.89°;0.00°;
86472.14s;42°3'50.007538"N 56°36'17.489391"W 30000.00ft;401.5km/h;-89.97°;0.00°;
86562.14s;42°3'49.690350"N 56°43'34.620972"W 30000.00ft;403.0km/h;-90.06°;0.00°;
86652.14s;42°3'48.912095"N 56°50'51.037954"W 30000.00ft;403.9km/h;-90.14°;0.00°;
86742.14s;42°3'47.675604"N 56°58'6.531482"W 30000.00ft;403.9km/h;-90.22°;0.00°;
86832.14s;42°3'45.983808"N 57°5'21.093186"W 30000.00ft;403.1km/h;-90.30°;0.00°;
