time;position;tas;heading_angle;climb_angle;
28154.40s;59°49'1.598798"N 12°49'49.354597"E 29999.88ft;700.0km/h;-83.76°;0.00°;
28205.83s;59°49'35.833593"N 12°39'9.847189"E 29999.89ft;700.0km/h;-83.92°;0.00°;
28257.26s;59°50'9.166127"N 12°28'29.970950"E 29999.90ft;700.0km/h;-84.08°;0.00°;
28308.69s;59°50'41.591321"N 12°17'49.734560"E 29999.90ft;700.0km/h;-84.24°;0.00°;
28360.11s;59°51'13.103130"N 12°7'9.146643"E 29999.91ft;700.0km/h;-84.41°;0.00°;
28411.54s;59°51'43.694158"N 11°56'28.215716"E 29999.92ft;700.0km/h;-84.57°;0.00°;
28462.97s;59°52'13.355037"N 11°45'46.950119"E 29999.92ft;700.0km/h;-84.74°;0.00°;
28514.40s;59°52'42.073371"N 11°35'5.357885"E 29999.93ft;700.0km/h;-84.90°;0.00°;
28565.83s;59°53'9.831754"N 11°24'23.446498"E 29999.93ft;700.0km/h;-85.07°;0.00°;
28617.26s;59°53'36.603626"N 11°13'41.222364"E 29999.94ft;700.0km/h;-85.25°;0.00°;
28668.69s;59°54'2.342816"N 11°2'58.689458"E 29999.94ft;700.0km/h;-85.43°;0.00°;
28720.11s;59°54'26.947490"N 10°52'15.844570"E 29999.95ft;700.0km/h;-85.64°;0.00°;
28744.35s;59°54'37.808285"N 10°47'12.778192"E 29999.95ft;700.0km/h;-85.91°;0.00°;
Switched destination to waypoint 5
28795.78s;59°49'15.348646"N 10°47'58.952612"E 29999.95ft;700.0km/h;175.89°;0.00°;
28847.20s;59°43'52.884514"N 10°48'44.878742"E 29999.96ft;700.0km/h;175.90°;0.00°;
28898.63s;59°38'30.415930"N 10°49'30.558799"E 29999.96ft;700.0km/h;175.91°;0.00°;
28950.06s;59°33'7.942933"N 10°50'15.994970"E 29999.96ft;700.0km/h;175.92°;0.00°;
29001.49s;59°27'45.465562"N 10°51'1.189419"E 29999.96ft;700.0km/h;175.93°;0.00°;
29052.92s;59°22'22.983857"N 10°51'46.144283"E 29999.97ft;700.0km/h;175.94°;0.00°;
29104.35s;59°17'0.497855"N 10°52'30.861676"E 29999.97ft;700.0km/h;175.95°;0.00°;
29155.78s;59°11'38.007595"N 10°53'15.343686"E 29999.97ft;700.0km/h;175.96°;0.00°;
29207.20s;59°6'15.513114"N 10°53'59.592378"E 29999.97ft;700.0km/h;175.98°;0.00°;
29258.63s;59°0'53.014449"N 10°54'43.609793"E 29999.98ft;700.0km/h;175.99°;0.00°;
29310.06s;58°55'30.511636"N 10°55'27.397948"E 29999.98ft;700.0km/h;176.00°;0.00°;
29361.49s;58°50'8.004712"N 10°56'10.958837"E 29999.98ft;700.0km/h;176.01°;0.00°;
29412.92s;58°44'45.493713"N 10°56'54.294431"E 29999.98ft;700.0km/h;176.02°;0.00°;
29464.35s;58°39'22.978673"N 10°57'37.406679"E 29999.98ft;700.0km/h;176.03°;0.00°;
29515.78s;58°34'0.459628"N 10°58'20.297509"E 29999.98ft;700.0km/h;176.04°;0.00°;
29567.20s;58°28'37.936613"N 10°59'2.968825"E 29999.98ft;700.0km/h;176.05°;0.00°;
29618.63s;58°23'15.409661"N 10°59'45.422511"E 29999.99ft;700.0km/h;176.06°;0.00°;
29670.06s;58°17'52.878806"N 11°0'27.660429"E 29999.99ft;700.0km/h;176.07°;0.00°;
29721.49s;58°12'30.344082"N 11°1'9.684420"E 29999.99ft;700.0km/h;176.08°;0.00°;
29772.92s;58°7'7.805522"N 11°1'51.496305"E 29999.99ft;700.0km/h;176.09°;0.00°;
29824.35s;58°1'45.263158"N 11°2'33.097885"E 29999.99ft;700.0km/h;176.10°;0.00°;
29875.78s;57°56'22.717023"N 11°3'14.490939"E 29999.99ft;700.0km/h;176.11°;0.00°;
29927.20s;57°51'0.167148"N 11°3'55.677229"E 29999.99ft;700.0km/h;176.12°;0.00°;
29978.63s;57°45'37.613565"N 11°4'36.658496"E 29999.99ft;700.0km/h;176.13°;0.00°;
30030.06s;57°40'15.056306"N 11°5'17.436461"E 29999.99ft;700.0km/h;176.14°;0.00°;
30081.49s;57°34'52.495401"N 11°5'58.012827"E 29999.99ft;700.0km/h;176.15°;0.00°;
30132.92s;57°29'29.930880"N 11°6'38.389279"E 29999.99ft;700.0km/h;176.16°;0.00°;
30184.35s;57°24'7.362775"N 11°7'18.567483"E 29999.99ft;700.0km/h;176.17°;0.00°;
30235.78s;57°18'44.791114"N 11°7'58.549085"E 29999.99ft;700.0km/h;176.18°;0.00°;
30287.20s;57°13'22.215927"N 11°8'38.335717"E 29999.99ft;700.0km/h;176.18°;0.00°;
30338.63s;57°7'59.637245"N 11°9'17.928988"E 29999.99ft;700.0km/h;176.19°;0.00°;
30390.06s;57°2'37.055094"N 11°9'57.330496"E 30000.00ft;700.0km/h;176.20°;0.00°;
30441.49s;56°57'14.469505"N 11°10'36.541815"E 30000.00ft;700.0km/h;176.21°;0.00°;
30492.92s;56°51'51.880505"N 11°11'15.564507"E 30000.00ft;700.0km/h;176.22°;0.00°;
30544.35s;56°46'29.288122"N 11°11'54.400116"E 30000.00ft;700.0km/h;176.23°;0.00°;
30595.78s;56°41'6.692384"N 11°12'33.050168"E 30000.00ft;700.0km/h;176.24°;0.00°;
30647.20s;56°35'44.093318"N 11°13'11.516173"E 30000.00ft;700.0km/h;176.25°;0.00°;
30698.63s;56°30'21.490952"N 11°13'49.799628"E 30000.00ft;700.0km/h;176.26°;0.00°;
30750.06s;56°24'58.885312"N 11°14'27.902009"E 30000.00ft;700.0km/h;176.27°;0.00°;
30801.49s;56°19'36.276425"N 11°15'5.824781"E 30000.00ft;700.0km/h;176.28°;0.00°;
30852.92s;56°14'13.664317"N 11°15'43.569391"E 30000.00ft;700.0km/h;176.28°;0.00°;
30904.35s;56°8'51.049013"N 11°16'21.137271"E 30000.00ft;700.0km/h;176.29°;0.00°;
30955.78s;56°3'28.430541"N 11°16'58.529838"E 30000.00ft;700.0km/h;176.30°;0.00°;
31007.20s;55°58'5.808924"N 11°17'35.748495"E 30000.00ft;700.0km/h;176.31°;0.00°;
31058.63s;55°52'43.184188"N 11°18'12.794630"E 30000.00ft;700.0km/h;176.32°;0.00°;
31110.06s;55°47'20.556358"N 11°18'49.669615"E 30000.00ft;700.0km/h;176.33°;0.00°;
31161.49s;55°41'57.925459"N 11°19'26.374810"E 30000.00ft;700.0km/h;176.34°;0.00°;
31212.92s;55°36'35.291515"N 11°20'2.911559"E 30000.00ft;700.0km/h;176.34°;0.00°;
31264.35s;55°31'12.654550"N 11°20'39.281194"E 30000.00ft;700.0km/h;176.35°;0.00°;
31315.78s;55°25'50.014587"N 11°21'15.485032"E 30000.00ft;700.0km/h;176.36°;0.00°;
31367.20s;55°20'27.371652"N 11°21'51.524376"E 30000.00ft;700.0km/h;176.37°;0.00°;
31418.63s;55°15'4.725766"N 11°22'27.400517"E 30000.00ft;700.0km/h;176.38°;0.00°;
31470.06s;55°9'42.076953"N 11°23'3.114731"E 30000.00ft;700.0km/h;176.39°;0.00°;
31521.49s;55°4'19.425236"N 11°23'38.668283"E 30000.00ft;700.0km/h;176.39°;0.00°;
31572.92s;54°58'56.770638"N 11°24'14.062424"E 30000.00ft;700.0km/h;176.40°;0.00°;
31624.35s;54°53'34.113181"N 11°24'49.298391"E 30000.00ft;700.0km/h;176.41°;0.00°;
31675.78s;54°48'11.452886"N 11°25'24.377412"E 30000.00ft;700.0km/h;176.42°;0.00°;
31727.20s;54°42'48.789777"N 11°25'59.300699"E 30000.00ft;700.0km/h;176.43°;0.00°;
31778.63s;54°37'26.123875"N 11°26'34.069454"E 30000.00ft;700.0km/h;176.43°;0.00°;
31830.06s;54°32'3.455202"N 11°27'8.684865"E 30000.00ft;700.0km/h;176.44°;0.00°;
31881.49s;54°26'40.783778"N 11°27'43.148110"E 30000.00ft;700.0km/h;176.45°;0.00°;
31932.92s;54°21'18.109625"N 11°28'17.460355"E 30000.00ft;700.0km/h;176.46°;0.00°;
31984.35s;54°15'55.432763"N 11°28'51.622753"E 30000.00ft;700.0km/h;176.47°;0.00°;
32035.78s;54°10'32.753214"N 11°29'25.636446"E 30000.00ft;700.0km/h;176.47°;0.00°;
32087.20s;54°5'10.070998"N 11°29'59.502565"E 30000.00ft;700.0km/h;176.48°;0.00°;
32138.63s;53°59'47.386135"N 11°30'33.222231"E 30000.00ft;700.0km/h;176.49°;0.00°;
32190.06s;53°54'24.698646"N 11°31'6.796551"E 30000.00ft;700.0km/h;176.50°;0.00°;
32241.49s;53°49'2.008549"N 11°31'40.226623"E 30000.00ft;700.0km/h;176.50°;0.00°;
32292.92s;53°43'39.315865"N 11°32'13.513535"E 30000.00ft;700.0km/h;176.51°;0.00°;
32344.35s;53°38'16.620613"N 11°32'46.658363"E 30000.00ft;700.0km/h;176.52°;0.00°;
32395.78s;53°32'53.922813"N 11°33'19.662171"E 30000.00ft;700.0km/h;176.53°;0.00°;
32447.20s;53°27'31.222483"N 11°33'52.526017"E 30000.00ft;700.0km/h;176.53°;0.00°;
32498.63s;53°22'8.519643"N 11°34'25.250944"E 30000.00ft;700.0km/h;176.54°;0.00°;
32550.06s;53°16'45.814311"N 11°34'57.837988"E 30000.00ft;700.0km/h;176.55°;0.00°;
32601.49s;53°11'23.106506"N 11°35'30.288173"E 30000.00ft;700.0km/h;176.56°;0.00°;
32652.92s;53°6'0.396246"N 11°36'2.602515"E 30000.00ft;700.0km/h;176.56°;0.00°;
32704.35s;53°0'37.683549"N 11°36'34.782018"E 30000.00ft;700.0km/h;176.57°;0.00°;
32755.78s;52°55'14.968434"N 11°37'6.827679"E 30000.00ft;700.0km/h;176.58°;0.00°;
32807.20s;52°49'52.250918"N 11°37'38.740482"E 30000.00ft;700.0km/h;176.58°;0.00°;
32858.63s;52°44'29.531018"N 11°38'10.521405"E 30000.00ft;700.0km/h;176.59°;0.00°;
32910.06s;52°39'6.808753"N 11°38'42.171415"E 30000.00ft;700.0km/h;176.60°;0.00°;
32961.49s;52°33'44.084140"N 11°39'13.691469"E 30000.00ft;700.0km/h;176.61°;0.00°;
33012.92s;52°28'21.357195"N 11°39'45.082517"E 30000.00ft;700.0km/h;176.61°;0.00°;
33064.35s;52°22'58.627936"N 11°40'16.345498"E 30000.00ft;700.0km/h;176.62°;0.00°;
33115.78s;52°17'35.896380"N 11°40'47.481343"E 30000.00ft;700.0km/h;176.63°;0.00°;
33167.20s;52°12'13.162543"N 11°41'18.490975"E 30000.00ft;700.0km/h;176.63°;0.00°;
33218.63s;52°6'50.426442"N 11°41'49.375307"E 30000.00ft;700.0km/h;176.64°;0.00°;
33270.06s;52°1'27.688093"N 11°42'20.135243"E 30000.00ft;700.0km/h;176.65°;0.00°;
33321.49s;51°56'4.947512"N 11°42'50.771681"E 30000.00ft;700.0km/h;176.65°;0.00°;
33372.92s;51°50'42.204716"N 11°43'21.285508"E 30000.00ft;700.0km/h;176.66°;0.00°;
33424.35s;51°45'19.459720"N 11°43'51.677604"E 30000.00ft;700.0km/h;176.67°;0.00°;
33475.78s;51°39'56.712541"N 11°44'21.948840"E 30000.00ft;700.0km/h;176.67°;0.00°;
33527.20s;51°34'33.963193"N 11°44'52.100081"E 30000.00ft;700.0km/h;176.68°;0.00°;
33578.63s;51°29'11.211692"N 11°45'22.132181"E 30000.00ft;700.0km/h;176.69°;0.00°;
33630.06s;51°23'48.458054"N 11°45'52.045988"E 30000.00ft;700.0km/h;176.69°;0.00°;
33681.49s;51°18'25.702293"N 11°46'21.842341"E 30000.00ft;700.0km/h;176.70°;0.00°;
33732.92s;51°13'2.944425"N 11°46'51.522074"E 30000.00ft;700.0km/h;176.71°;0.00°;
33784.35s;51°7'40.184464"N 11°47'21.086009"E 30000.00ft;700.0km/h;176.71°;0.00°;
33835.78s;51°2'17.422426"N 11°47'50.534964"E 30000.00ft;700.0km/h;176.72°;0.00°;
33887.20s;50°56'54.658325"N 11°48'19.869749"E 30000.00ft;700.0km/h;176.73°;0.00°;
33938.63s;50°51'31.892176"N 11°48'49.091164"E 30000.00ft;700.0km/h;176.73°;0.00°;
33990.06s;50°46'9.123992"N 11°49'18.200006"E 30000.00ft;700.0km/h;176.74°;0.00°;
34041.49s;50°40'46.353788"N 11°49'47.197060"E 30000.00ft;700.0km/h;176.74°;0.00°;
34092.92s;50°35'23.581578"N 11°50'16.083108"E 30000.00ft;700.0km/h;176.75°;0.00°;
34144.35s;50°30'0.807377"N 11°50'44.858923"E 30000.00ft;700.0km/h;176.76°;0.00°;
34195.78s;50°24'38.031197"N 11°51'13.525270"E 30000.00ft;700.0km/h;176.76°;0.00°;
34247.20s;50°19'15.253053"N 11°51'42.082910"E 30000.00ft;700.0km/h;176.77°;0.00°;
34298.63s;50°13'52.472958"N 11°52'10.532595"E 30000.00ft;700.0km/h;176.78°;0.00°;
34350.06s;50°8'29.690926"N 11°52'38.875070"E 30000.00ft;700.0km/h;176.78°;0.00°;
34401.49s;50°3'6.906970"N 11°53'7.111075"E 30000.00ft;700.0km/h;176.79°;0.00°;
34452.92s;49°57'44.121104"N 11°53'35.241342"E 30000.00ft;700.0km/h;176.79°;0.00°;
34504.35s;49°52'21.333339"N 11°54'3.266597"E 30000.00ft;700.0km/h;176.80°;0.00°;
34555.78s;49°46'58.543690"N 11°54'31.187560"E 30000.00ft;700.0km/h;176.81°;0.00°;
34607.20s;49°41'35.752169"N 11°54'59.004944"E 30000.00ft;700.0km/h;176.81°;0.00°;
34658.63s;49°36'12.958790"N 11°55'26.719455"E 30000.00ft;700.0km/h;176.82°;0.00°;
34710.06s;49°30'50.163563"N 11°55'54.331795"E 30000.00ft;700.0km/h;176.82°;0.00°;
34761.49s;49°25'27.366503"N 11°56'21.842657"E 30000.00ft;700.0km/h;176.83°;0.00°;
34812.92s;49°20'4.567622"N 11°56'49.252729"E 30000.00ft;700.0km/h;176.84°;0.00°;
34864.35s;49°14'41.766931"N 11°57'16.562695"E 30000.00ft;700.0km/h;176.84°;0.00°;
34915.78s;49°9'18.964444"N 11°57'43.773230"E 30000.00ft;700.0km/h;176.85°;0.00°;
34967.20s;49°3'56.160171"N 11°58'10.885004"E 30000.00ft;700.0km/h;176.85°;0.00°;
35018.63s;48°58'33.354126"N 11°58'37.898682"E 30000.00ft;700.0km/h;176.86°;0.00°;
35070.06s;48°53'10.546319"N 11°59'4.814922"E 30000.00ft;700.0km/h;176.86°;0.00°;
35121.49s;48°47'47.736764"N 11°59'31.634378"E 30000.00ft;700.0km/h;176.87°;0.00°;
35172.92s;48°42'24.925471"N 11°59'58.357696"E 30000.00ft;700.0km/h;176.88°;0.00°;
35224.35s;48°37'2.112452"N 12°0'24.985519"E 30000.00ft;700.0km/h;176.88°;0.00°;
35275.78s;48°31'39.297718"N 12°0'51.518482"E 30000.00ft;700.0km/h;176.89°;0.00°;
35327.20s;48°26'16.481281"N 12°1'17.957215"E 30000.00ft;700.0km/h;176.89°;0.00°;
35378.63s;48°20'53.663152"N 12°1'44.302344"E 30000.00ft;700.0km/h;176.90°;0.00°;
35430.06s;48°15'30.843343"N 12°2'10.554488"E 30000.00ft;700.0km/h;176.90°;0.00°;
35481.49s;48°10'8.021864"N 12°2'36.714262"E 30000.00ft;700.0km/h;176.91°;0.00°;
35532.92s;48°4'45.198726"N 12°3'2.782275"E 30000.00ft;700.0km/h;176.91°;0.00°;
35584.35s;47°59'22.373940"N 12°3'28.759130"E 30000.00ft;700.0km/h;176.92°;0.00°;
35635.78s;47°53'59.547517"N 12°3'54.645427"E 30000.00ft;700.0km/h;176.93°;0.00°;
35687.20s;47°48'36.719468"N 12°4'20.441758"E 30000.00ft;700.0km/h;176.93°;0.00°;
35738.63s;47°43'13.889803"N 12°4'46.148712"E 30000.00ft;700.0km/h;176.94°;0.00°;
35790.06s;47°37'51.058532"N 12°5'11.766872"E 30000.00ft;700.0km/h;176.94°;0.00°;
35841.49s;47°32'28.225667"N 12°5'37.296817"E 30000.00ft;700.0km/h;176.95°;0.00°;
35892.92s;47°27'5.391217"N 12°6'2.739120"E 30000.00ft;700.0km/h;176.95°;0.00°;
35944.35s;47°21'42.555192"N 12°6'28.094350"E 30000.00ft;700.0km/h;176.96°;0.00°;
35995.78s;47°16'19.717603"N 12°6'53.363070"E 30000.00ft;700.0km/h;176.96°;0.00°;
36047.20s;47°10'56.878460"N 12°7'18.545840"E 30000.00ft;700.0km/h;176.97°;0.00°;
36098.63s;47°5'34.037773"N 12°7'43.643212"E 30000.00ft;700.0km/h;176.97°;0.00°;
36150.06s;47°0'11.195551"N 12°8'8.655737"E 30000.00ft;700.0km/h;176.98°;0.00°;
36201.49s;46°54'48.351805"N 12°8'33.583960"E 30000.00ft;700.0km/h;176.98°;0.00°;
36252.92s;46°49'25.506543"N 12°8'58.428420"E 30000.00ft;700.0km/h;176.99°;0.00°;
36304.35s;46°44'2.659777"N 12°9'23.189653"E 30000.00ft;700.0km/h;176.99°;0.00°;
36355.78s;46°38'39.811514"N 12°9'47.868190"E 30000.00ft;700.0km/h;177.00°;0.00°;
36407.20s;46°33'16.961765"N 12°10'12.464556"E 30000.00ft;700.0km/h;177.00°;0.00°;
36458.63s;46°27'54.110539"N 12°10'36.979275"E 30000.00ft;700.0km/h;177.01°;0.00°;
36510.06s;46°22'31.257845"N 12°11'1.412863"E 30000.00ft;700.0km/h;177.01°;0.00°;
36561.49s;46°17'8.403692"N 12°11'25.765833"E 30000.00ft;700.0km/h;177.02°;0.00°;
36612.92s;46°11'45.548090"N 12°11'50.038694"E 30000.00ft;700.0km/h;177.02°;0.00°;
36664.35s;46°6'22.691047"N 12°12'14.231950"E 30000.00ft;700.0km/h;177.03°;0.00°;
36715.78s;46°0'59.832573"N 12°12'38.346101"E 30000.00ft;700.0km/h;177.03°;0.00°;
36767.20s;45°55'36.972676"N 12°13'2.381642"E 30000.00ft;700.0km/h;177.04°;0.00°;
36818.63s;45°50'14.111365"N 12°13'26.339065"E 30000.00ft;700.0km/h;177.04°;0.00°;
36870.06s;45°44'51.248648"N 12°13'50.218856"E 30000.00ft;700.0km/h;177.05°;0.00°;
36921.49s;45°39'28.384535"N 12°14'14.021499"E 30000.00ft;700.0km/h;177.05°;0.00°;
36972.92s;45°34'5.519033"N 12°14'37.747471"E 30000.00ft;700.0km/h;177.06°;0.00°;
37024.35s;45°28'42.652152"N 12°15'1.397247"E 30000.00ft;700.0km/h;177.06°;0.00°;
37075.78s;45°23'19.783899"N 12°15'24.971296"E 30000.00ft;700.0km/h;177.07°;0.00°;
37127.20s;45°17'56.914283"N 12°15'48.470085"E 30000.00ft;700.0km/h;177.07°;0.00°;
37178.63s;45°12'34.043313"N 12°16'11.894075"E 30000.00ft;700.0km/h;177.08°;0.00°;
37230.06s;45°7'11.170995"N 12°16'35.243724"E 30000.00ft;700.0km/h;177.08°;0.00°;
37281.49s;45°1'48.297338"N 12°16'58.519484"E 30000.00ft;700.0km/h;177.09°;0.00°;
37332.92s;44°56'25.422350"N 12°17'21.721804"E 30000.00ft;700.0km/h;177.09°;0.00°;
37384.35s;44°51'2.546039"N 12°17'44.851129"E 30000.00ft;700.0km/h;177.09°;0.00°;
37435.78s;44°45'39.668412"N 12°18'7.907900"E 30000.00ft;700.0km/h;177.10°;0.00°;
37487.20s;44°40'16.789478"N 12°18'30.892551"E 30000.00ft;700.0km/h;177.10°;0.00°;
37538.63s;44°34'53.909243"N 12°18'53.805516"E 30000.00ft;700.0km/h;177.11°;0.00°;
37590.06s;44°29'31.027716"N 12°19'16.647221"E 30000.00ft;700.0km/h;177.11°;0.00°;
37641.49s;44°24'8.144903"N 12°19'39.418089"E 30000.00ft;700.0km/h;177.12°;0.00°;
37692.92s;44°18'45.260812"N 12°20'2.118538"E 30000.00ft;700.0km/h;177.12°;0.00°;
37744.35s;44°13'22.375450"N 12°20'24.748981"E 30000.00ft;700.0km/h;177.13°;0.00°;
37795.78s;44°7'59.488823"N 12°20'47.309828"E 30000.00ft;700.0km/h;177.13°;0.00°;
37847.20s;44°2'36.600940"N 12°21'9.801483"E 30000.00ft;700.0km/h;177.14°;0.00°;
37898.63s;43°57'13.711806"N 12°21'32.224343"E 30000.00ft;700.0km/h;177.14°;0.00°;
37950.06s;43°51'50.821429"N 12°21'54.578803"E 30000.00ft;700.0km/h;177.14°;0.00°;
38001.49s;43°46'27.929814"N 12°22'16.865250"E 30000.00ft;700.0km/h;177.15°;0.00°;
38052.92s;43°41'5.036968"N 12°22'39.084065"E 30000.00ft;700.0km/h;177.15°;0.00°;
38104.35s;43°35'42.142898"N 12°23'1.235626"E 30000.00ft;700.0km/h;177.16°;0.00°;
38155.78s;43°30'19.247609"N 12°23'23.320300"E 30000.00ft;700.0km/h;177.16°;0.00°;
38207.20s;43°24'56.351107"N 12°23'45.338449"E 30000.00ft;700.0km/h;177.17°;0.00°;
38258.63s;43°19'33.453398"N 12°24'7.290426"E 30000.00ft;700.0km/h;177.17°;0.00°;
38310.06s;43°14'10.554487"N 12°24'29.176576"E 30000.00ft;700.0km/h;177.18°;0.00°;
38361.49s;43°8'47.654378"N 12°24'50.997233"E 30000.00ft;700.0km/h;177.18°;0.00°;
38412.92s;43°3'24.753078"N 12°25'12.752719"E 30000.00ft;700.0km/h;177.18°;0.00°;
38464.35s;42°58'1.850588"N 12°25'34.443343"E 30000.00ft;700.0km/h;177.19°;0.00°;
38515.78s;42°52'38.946914"N 12°25'56.069396"E 30000.00ft;700.0km/h;177.19°;0.00°;
38567.20s;42°47'16.042058"N 12°26'17.631150"E 30000.00ft;700.0km/h;177.20°;0.00°;
38618.63s;42°41'53.136022"N 12°26'39.128851"E 30000.00ft;700.0km/h;177.20°;0.00°;
38670.06s;42°36'30.228807"N 12°27'0.562711"E 30000.00ft;700.0km/h;177.21°;0.00°;
38721.49s;42°31'7.320413"N 12°27'21.932898"E 30000.00ft;700.0km/h;177.21°;0.00°;
38772.92s;42°25'44.410836"N 12°27'43.239516"E 30000.00ft;700.0km/h;177.21°;0.00°;
38824.35s;42°20'21.500071"N 12°28'4.482572"E 30000.00ft;700.0km/h;177.22°;0.00°;
38875.78s;42°14'58.588105"N 12°28'25.661926"E 30000.00ft;700.0km/h;177.22°;0.00°;
38927.20s;42°9'35.674917"N 12°28'46.777164"E 30000.00ft;700.0km/h;177.23°;0.00°;
38978.63s;42°4'12.760467"N 12°29'7.827332"E 30000.00ft;700.0km/h;177.23°;0.00°;
39030.06s;41°58'49.844664"N 12°29'28.810050"E 30000.00ft;700.0km/h;177.24°;0.00°;
39075.60s;41°54'3.916388"N 12°29'47.323312"E 30000.00ft;700.0km/h;177.24°;0.00°;
Switched destination to waypoint 6
39127.03s;41°53'55.223832"N 12°22'33.131088"E 30000.00ft;700.0km/h;-91.54°;0.00°;
39178.46s;41°53'46.075316"N 12°15'18.972620"E 30000.00ft;700.0km/h;-91.62°;0.00°;
39229.89s;41°53'36.470903"N 12°8'4.849628"E 30000.00ft;700.0km/h;-91.70°;0.00°;
39281.31s;41°53'26.410659"N 12°0'50.763831"E 30000.00ft;700.0km/h;-91.78°;0.00°;
39332.74s;41°53'15.894656"N 11°53'36.716946"E 30000.00ft;700.0km/h;-91.86°;0.00°;
39384.17s;41°53'4.922966"N 11°46'22.710690"E 30000.00ft;700.0km/h;-91.94°;0.00°;
39435.60s;41°52'53.495668"N 11°39'8.746779"E 30000.00ft;700.0km/h;-92.03°;0.00°;
39487.03s;41°52'41.612842"N 11°31'54.826925"E 30000.00ft;700.0km/h;-92.11°;0.00°;
39538.46s;41°52'29.274574"N 11°24'40.952842"E 30000.00ft;700.0km/h;-92.19°;0.00°;
39589.89s;41°52'16.480951"N 11°17'27.126241"E 30000.00ft;700.0km/h;-92.27°;0.00°;
39641.31s;41°52'3.232066"N 11°10'13.348831"E 30000.00ft;700.0km/h;-92.35°;0.00°;
39692.74s;41°51'49.528014"N 11°2'59.622320"E 30000.00ft;700.0km/h;-92.43°;0.00°;
39744.17s;41°51'35.368895"N 10°55'45.948415"E 30000.00ft;700.0km/h;-92.51°;0.00°;
39795.60s;41°51'20.754810"N 10°48'32.328822"E 30000.00ft;700.0km/h;-92.59°;0.00°;
39847.03s;41°51'5.685867"N 10°41'18.765242"E 30000.00ft;700.0km/h;-92.67°;0.00°;
39898.46s;41°50'50.162175"N 10°34'5.259378"E 30000.00ft;700.0km/h;-92.75°;0.00°;
39949.89s;41°50'34.183847"N 10°26'51.812930"E 30000.00ft;700.0km/h;-92.83°;0.00°;
40001.31s;41°50'17.751001"N 10°19'38.427594"E 30000.00ft;700.0km/h;-92.91°;0.00°;
40052.74s;41°50'0.863756"N 10°12'25.105069"E 30000.00ft;700.0km/h;-92.99°;0.00°;
40104.17s;41°49'43.522237"N 10°5'11.847046"E 30000.00ft;700.0km/h;-93.07°;0.00°;
40155.60s;41°49'25.726570"N 9°57'58.655219"E 30000.00ft;700.0km/h;-93.16°;0.00°;
40207.03s;41°49'7.476888"N 9°50'45.531277"E 30000.00ft;700.0km/h;-93.24°;0.00°;
40258.46s;41°48'48.773323"N 9°43'32.476909"E 30000.00ft;700.0km/h;-93.32°;0.00°;
40309.89s;41°48'29.616014"N 9°36'19.493799"E 30000.00ft;700.0km/h;-93.40°;0.00°;
40361.31s;41°48'10.005102"N 9°29'6.583632"E 30000.00ft;700.0km/h;-93.48°;0.00°;
40412.74s;41°47'49.940732"N 9°21'53.748088"E 30000.00ft;700.0km/h;-93.56°;0.00°;
40464.17s;41°47'29.423052"N 9°14'40.988848"E 30000.00ft;700.0km/h;-93.64°;0.00°;
40515.60s;41°47'8.452213"N 9°7'28.307586"E 30000.00ft;700.0km/h;-93.72°;0.00°;
40567.03s;41°46'47.028370"N 9°0'15.705978"E 30000.00ft;700.0km/h;-93.80°;0.00°;
40618.46s;41°46'25.151681"N 8°53'3.185695"E 30000.00ft;700.0km/h;-93.88°;0.00°;
40669.89s;41°46'2.822309"N 8°45'50.748406"E 30000.00ft;700.0km/h;-93.96°;0.00°;
40721.31s;41°45'40.040417"N 8°38'38.395778"E 30000.00ft;700.0km/h;-94.04°;0.00°;
40772.74s;41°45'16.806174"N 8°31'26.129476"E 30000.00ft;700.0km/h;-94.12°;0.00°;
40824.17s;41°44'53.119752"N 8°24'13.951159"E 30000.00ft;700.0km/h;-94.20°;0.00°;
40875.60s;41°44'28.981326"N 8°17'1.862488"E 30000.00ft;700.0km/h;-94.28°;0.00°;
40927.03s;41°44'4.391073"N 8°9'49.865117"E 30000.00ft;700.0km/h;-94.36°;0.00°;
40978.46s;41°43'39.349175"N 8°2'37.960700"E 30000.00ft;700.0km/h;-94.44°;0.00°;
41029.89s;41°43'13.855817"N 7°55'26.150887"E 30000.00ft;700.0km/h;-94.52°;0.00°;
41081.31s;41°42'47.911187"N 7°48'14.437326"E 30000.00ft;700.0km/h;-94.60°;0.00°;
41132.74s;41°42'21.515474"N 7°41'2.821661"E 30000.00ft;700.0km/h;-94.68°;0.00°;
41184.17s;41°41'54.668875"N 7°33'51.305533"E 30000.00ft;700.0km/h;-94.76°;0.00°;
41235.60s;41°41'27.371586"N 7°26'39.890581"E 30000.00ft;700.0km/h;-94.84°;0.00°;
41287.03s;41°40'59.623807"N 7°19'28.578440"E 30000.00ft;700.0km/h;-94.92°;0.00°;
41338.46s;41°40'31.425743"N 7°12'17.370742"E 30000.00ft;700.0km/h;-95.00°;0.00°;
41389.89s;41°40'2.777599"N 7°5'6.269116"E 30000.00ft;700.0km/h;-95.08°;0.00°;
41441.31s;41°39'33.679586"N 6°57'55.275188"E 30000.00ft;700.0km/h;-95.16°;0.00°;
41492.74s;41°39'4.131916"N 6°50'44.390581"E 30000.00ft;700.0km/h;-95.24°;0.00°;
41544.17s;41°38'34.134806"N 6°43'33.616913"E 30000.00ft;700.0km/h;-95.32°;0.00°;
