time;position;tas;heading_angle;climb_angle;
62622.14s;37°48'17.477293"N 25°53'43.289584"W 30000.00ft;403.7km/h;-69.95°;0.00°;
62712.14s;37°50'9.093344"N 26°0'11.736230"W 30000.00ft;404.0km/h;-70.01°;0.00°;
62802.14s;37°52'0.203018"N 26°6'39.979269"W 30000.00ft;403.4km/h;-70.08°;0.00°;
62892.14s;37°53'50.601118"N 26°13'7.294271"W 30000.00ft;402.1km/h;-70.14°;0.00°;
62982.14s;37°55'40.162676"N 26°19'33.227748"W 30000.00ft;400.4km/h;-70.21°;0.00°;
63072.14s;37°57'28.869445"N 26°25'57.696480"W 30000.00ft;398.5km/h;-70.28°;0.00°;
63162.14s;37°59'16.813035"N 26°32'21.006195"W 30000.00ft;397.0km/h;-70.34°;0.00°;
63252.14s;38°1'4.174160"N 26°38'43.785416"W 30000.00ft;396.1km/h;-70.41°;0.00°;
63342.14s;38°2'51.182653"N 26°45'6.848747"W 30000.00ft;396.1km/h;-70.47°;0.00°;
63432.14s;38°4'38.067045"N 26°51'31.019358"W 30000.00ft;396.9km/h;-70.54°;0.00°;
63522.14s;38°6'25.004747"N 26°57'56.949303"W 30000.00ft;398.4km/h;-70.60°;0.00°;
63612.14s;38°8'12.083645"N 27°4'24.976903"W 30000.00ft;400.3km/h;-70.67°;0.00°;
63702.14s;38°9'59.283425"N 27°10'55.052334"W 30000.00ft;402.0km/h;-70.74°;0.00°;
63792.14s;38°11'46.480546"N 27°17'26.747763"W 30000.00ft;403.4km/h;-70.80°;0.00°;
63882.14s;38°13'33.475651"N 27°23'59.349968"W 30000.00ft;404.0km/h;-70.87°;0.00°;
63972.14s;38°15'20.037280"N 27°30'32.015361"W 30000.00ft;403.7km/h;-70.94°;0.00°;
64062.14s;38°17'5.952265"N 27°37'3.953723"W 30000.00ft;402.6km/h;-71.01°;0.00°;
64152.14s;38°18'51.071791"N 27°43'34.600605"W 30000.00ft;401.0km/h;-71.07°;0.00°;
64242.14s;38°20'35.343146"N 27°50'3.740747"W 30000.00ft;399.1km/h;-71.14°;0.00°;
64332.14s;38°22'18.820373"N 27°56'31.555514"W 30000.00ft;397.4km/h;-71.21°;0.00°;
64422.14s;38°24'1.651652"N 28°2'58.583841"W 30000.00ft;396.3km/h;-71.28°;0.00°;
64512.14s;38°25'44.046316"N 28°9'25.605108"W 30000.00ft;396.0km/h;-71.34°;0.00°;
64602.14s;38°27'26.228805"N 28°15'53.469350"W 30000.00ft;396.6km/h;-71.41°;0.00°;
64692.14s;38°29'8.389634"N 28°22'22.911809"W 30000.00ft;397.9km/h;-71.48°;0.00°;
64782.14s;38°30'50.644057"N 28°28'54.392234"W 30000.00ft;399.6km/h;-71.54°;0.00°;
64872.14s;38°32'33.007387"N 28°35'27.994044"W 30000.00ft;401.5km/h;-71.61°;0.00°;
64962.14s;38°34'15.392215"N 28°42'3.405420"W 30000.00ft;403.0km/h;-71.68°;0.00°;
65052.14s;38°35'57.628003"N 28°48'39.986579"W 30000.00ft;403.9km/h;-71.75°;0.00°;
65142.14s;38°37'39.498619"N 28°55'16.908711"W 30000.00ft;403.9km/h;-71.82°;0.00°;
65232.14s;38°39'20.789511"N 29°1'53.334368"W 30000.00ft;403.1km/h;-71.89°;0.00°;
65322.14s;38°41'1.334175"N 29°8'28.600048"W 30000.00ft;401.6km/h;-71.95°;0.00°;
65412.14s;38°42'41.049845"N 29°15'2.361106"W 30000.00ft;399.7km/h;-72.02°;0.00°;
65502.14s;38°44'19.954703"N 29°21'34.667335"W 30000.00ft;398.0km/h;-72.09°;0.00°;
65592.14s;38°45'58.163054"N 29°28'5.952587"W 30000.00ft;396.6km/h;-72.16°;0.00°;
65682.14s;38°47'35.859648"N 29°34'36.940567"W 30000.00ft;396.0km/h;-72.23°;0.00°;
65772.14s;38°49'13.258882"N 29°41'8.487254"W 30000.00ft;396.3km/h;-72.30°;0.00°;
65862.14s;38°50'50.557863"N 29°47'41.394210"W 30000.00ft;397.4km/h;-72.36°;0.00°;
65952.14s;38°52'27.893542"N 29°54'16.233503"W 30000.00ft;399.0km/h;-72.43°;0.00°;
66042.14s;38°54'5.313252"N 30°0'53.222429"W 30000.00ft;400.9km/h;-72.50°;0.00°;
66132.14s;38°55'42.764938"N 30°7'32.175432"W 30000.00ft;402.6km/h;-72.57°;0.00°;
66222.14s;38°57'20.109094"N 30°14'12.543832"W 30000.00ft;403.7km/h;-72.64°;0.00°;
66312.14s;38°58'57.149620"N 30°20'53.534824"W 30000.00ft;404.0km/h;-72.71°;0.00°;
66402.14s;39°0'33.676751"N 30°27'34.283914"W 30000.00ft;403.4km/h;-72.78°;0.00°;
66492.14s;39°2'9.512606"N 30°34'14.043280"W 30000.00ft;402.1km/h;-72.85°;0.00°;
66582.14s;39°3'44.549441"N 30°40'52.344957"W 30000.00ft;400.4km/h;-72.92°;0.00°;
66672.14s;39°5'18.772354"N 30°47'29.103228"W 30000.00ft;398.5km/h;-72.99°;0.00°;
66762.14s;39°6'52.261651"N 30°54'4.633751"W 30000.00ft;397.0km/h;-73.06°;0.00°;
66852.14s;39°8'25.174510"N 31°0'39.585133"W 30000.00ft;396.1km/h;-73.13°;0.00°;
66942.14s;39°9'57.710105"N 31°7'14.797760"W 30000.00ft;396.1km/h;-73.20°;0.00°;
67032.14s;39°11'30.065870"N 31°13'51.120577"W 30000.00ft;396.9km/h;-73.27°;0.00°;
67122.14s;39°13'2.394472"N 31°20'29.225745"W 30000.00ft;398.4km/h;-73.34°;0.00°;
67212.14s;39°14'34.770850"N 31°27'9.461597"W 30000.00ft;400.3km/h;-73.41°;0.00°;
67302.14s;39°16'7.176405"N 31°33'51.776030"W 30000.00ft;402.0km/h;-73.48°;0.00°;
67392.14s;39°17'39.503672"N 31°40'35.727122"W 30000.00ft;403.4km/h;-73.55°;0.00°;
67482.14s;39°19'11.580275"N 31°47'20.578806"W 30000.00ft;404.0km/h;-73.62°;0.00°;
67572.14s;39°20'43.206794"N 31°54'5.460844"W 30000.00ft;403.7km/h;-73.69°;0.00°;
67662.14s;39°22'14.200193"N 32°0'49.558324"W 30000.00ft;402.6km/h;-73.76°;0.00°;
67752.14s;39°23'44.433303"N 32°7'32.289361"W 30000.00ft;401.0km/h;-73.83°;0.00°;
67842.14s;39°25'13.861818"N 32°14'13.432230"W 30000.00ft;399.1km/h;-73.91°;0.00°;
67932.14s;39°26'42.533079"N 32°20'53.174098"W 30000.00ft;397.4km/h;-73.98°;0.00°;
68022.14s;39°28'10.574873"N 32°27'32.070599"W 30000.00ft;396.3km/h;-74.05°;0.00°;
68112.14s;39°29'38.166873"N 32°34'10.924963"W 30000.00ft;396.0km/h;-74.12°;0.00°;
68202.14s;39°31'5.501042"N 32°40'50.612953"W 30000.00ft;396.6km/h;-74.19°;0.00°;
68292.14s;39°32'32.739699"N 32°47'31.891738"W 30000.00ft;397.9km/h;-74.26°;0.00°;
68382.14s;39°33'59.980366"N 32°54'15.234382"W 30000.00ft;399.6km/h;-74.33°;0.00°;
68472.14s;39°35'27.235002"N 33°1'0.726083"W 30000.00ft;401.5km/h;-74.40°;0.00°;
68562.14s;39°36'54.428018"N 33°7'48.044865"W 30000.00ft;403.0km/h;-74.47°;0.00°;
68652.14s;39°38'21.413347"N 33°14'36.531067"W 30000.00ft;403.9km/h;-74.55°;0.00°;
68742.14s;39°39'48.006694"N 33°21'25.330582"W 30000.00ft;403.9km/h;-74.62°;0.00°;
68832.14s;39°41'14.025787"N 33°28'13.580729"W 30000.00ft;403.1km/h;-74.69°;0.00°;
68922.14s;39°42'39.329818"N 33°35'0.598258"W 30000.00ft;401.6km/h;-74.76°;0.00°;
69012.14s;39°44'3.849498"N 33°41'46.028478"W 30000.00ft;399.7km/h;-74.83°;0.00°;
69102.14s;39°45'27.601303"N 33°48'29.922914"W 30000.00ft;398.0km/h;-74.91°;0.00°;
69192.14s;39°46'50.682977"N 33°55'12.728429"W 30000.00ft;396.6km/h;-74.98°;0.00°;
69282.14s;39°48'13.251435"N 34°1'55.190078"W 30000.00ft;396.0km/h;-75.05°;0.00°;
69372.14s;39°49'35.488025"N 34°8'38.188771"W 30000.00ft;396.3km/h;-75.12°;0.00°;
69462.14s;39°50'57.558796"N 34°15'22.549087"W 30000.00ft;397.4km/h;-75.19°;0.00°;
69552.14s;39°52'19.578442"N 34°22'8.859130"W 30000.00ft;399.0km/h;-75.27°;0.00°;
69642.14s;39°53'41.585732"N 34°28'57.341737"W 30000.00ft;400.9km/h;-75.34°;0.00°;
69732.14s;39°55'3.535672"N 34°35'47.805185"W 30000.00ft;402.6km/h;-75.41°;0.00°;
69822.14s;39°56'25.309959"N 34°42'39.684265"W 30000.00ft;403.7km/h;-75.48°;0.00°;
69912.14s;39°57'46.743271"N 34°49'32.162872"W 30000.00ft;404.0km/h;-75.56°;0.00°;
70002.14s;39°59'7.659515"N 34°56'24.351490"W 30000.00ft;403.4km/h;-75.63°;0.00°;
70092.14s;40°0'27.910050"N 35°3'15.480946"W 30000.00ft;402.1km/h;-75.71°;0.00°;
70182.14s;40°1'47.405549"N 35°10'5.070160"W 30000.00ft;400.4km/h;-75.78°;0.00°;
70272.14s;40°3'6.134665"N 35°16'53.031275"W 30000.00ft;398.5km/h;-75.85°;0.00°;
70362.14s;40°4'24.165578"N 35°23'39.689133"W 30000.00ft;397.0km/h;-75.93°;0.00°;
70452.14s;40°5'41.630282"N 35°30'25.710718"W 30000.00ft;396.1km/h;-76.00°;0.00°;
70542.14s;40°6'58.695178"N 35°37'11.959879"W 30000.00ft;396.1km/h;-76.07°;0.00°;
70632.14s;40°8'15.524485"N 35°43'59.308913"W 30000.00ft;396.9km/h;-76.14°;0.00°;
70722.14s;40°9'32.244483"N 35°50'48.448080"W 30000.00ft;398.4km/h;-76.22°;0.00°;
70812.14s;40°10'48.916341"N 35°57'39.734593"W 30000.00ft;400.3km/h;-76.29°;0.00°;
70902.14s;40°12'5.523376"N 36°4'33.114069"W 30000.00ft;402.0km/h;-76.36°;0.00°;
70992.14s;40°13'21.975358"N 36°11'28.131653"W 30000.00ft;403.4km/h;-76.44°;0.00°;
71082.14s;40°14'38.128770"N 36°18'24.030511"W 30000.00ft;404.0km/h;-76.51°;0.00°;
71172.14s;40°15'53.818426"N 36°25'19.916314"W 30000.00ft;403.7km/h;-76.59°;0.00°;
71262.14s;40°17'8.893450"N 36°32'14.951931"W 30000.00ft;402.6km/h;-76.66°;0.00°;
71352.14s;40°18'23.249748"N 36°39'8.539898"W 30000.00ft;401.0km/h;-76.74°;0.00°;
71442.14s;40°19'36.851953"N 36°46'0.452827"W 30000.00ft;399.1km/h;-76.81°;0.00°;
71532.14s;40°20'49.740226"N 36°52'50.883242"W 30000.00ft;397.4km/h;-76.89°;0.00°;
71622.14s;40°22'2.020596"N 36°59'40.401860"W 30000.00ft;396.3km/h;-76.96°;0.00°;
71712.14s;40°23'13.841120"N 37°6'29.833308"W 30000.00ft;396.0km/h;-77.03°;0.00°;
71802.14s;40°24'25.359182"N 37°13'20.076307"W 30000.00ft;396.6km/h;-77.11°;0.00°;
71892.14s;40°25'36.707113"N 37°20'11.907481"W 30000.00ft;397.9km/h;-77.18°;0.00°;
71982.14s;40°26'47.963619"N 37°27'5.811576"W 30000.00ft;399.6km/h;-77.25°;0.00°;
72072.14s;40°27'59.137168"N 37°34'1.875150"W 30000.00ft;401.5km/h;-77.33°;0.00°;
72162.14s;40°29'10.164826"N 37°40'59.766985"W 30000.00ft;403.0km/h;-77.40°;0.00°;
72252.14s;40°30'20.926632"N 37°47'58.809598"W 30000.00ft;403.9km/h;-77.48°;0.00°;
72342.14s;40°31'31.272198"N 37°54'58.126366"W 30000.00ft;403.9km/h;-77.56°;0.00°;
72432.14s;40°32'41.053604"N 38°1'56.832264"W 30000.00ft;403.1km/h;-77.63°;0.00°;
72522.14s;40°33'50.157348"N 38°8'54.226671"W 30000.00ft;401.6km/h;-77.71°;0.00°;
72612.14s;40°34'58.528442"N 38°15'49.946175"W 30000.00ft;399.7km/h;-77.78°;0.00°;
72702.14s;40°36'6.181512"N 38°22'44.043994"W 30000.00ft;398.0km/h;-77.86°;0.00°;
72792.14s;40°37'13.196679"N 38°29'36.978595"W 30000.00ft;396.6km/h;-77.93°;0.00°;
72882.14s;40°38'19.701281"N 38°36'29.513886"W 30000.00ft;396.0km/h;-78.01°;0.00°;
72972.14s;40°39'25.841585"N 38°43'22.552666"W 30000.00ft;396.3km/h;-78.08°;0.00°;
73062.14s;40°40'31.750712"N 38°50'16.939596"W 30000.00ft;397.4km/h;-78.16°;0.00°;
73152.14s;40°41'37.519794"N 38°57'13.276643"W 30000.00ft;399.0km/h;-78.23°;0.00°;
73242.14s;40°42'43.178592"N 39°4'11.791263"W 30000.00ft;400.9km/h;-78.31°;0.00°;
73332.14s;40°43'48.689684"N 39°11'12.286119"W 30000.00ft;402.6km/h;-78.38°;0.00°;
73422.14s;40°44'53.957325"N 39°18'14.181402"W 30000.00ft;403.7km/h;-78.46°;0.00°;
73512.14s;40°45'58.848872"N 39°25'16.640611"W 30000.00ft;404.0km/h;-78.54°;0.00°;
73602.14s;40°47'3.223946"N 39°32'18.752469"W 30000.00ft;403.4km/h;-78.61°;0.00°;
73692.14s;40°48'6.964886"N 39°39'19.729349"W 30000.00ft;402.1km/h;-78.69°;0.00°;
73782.14s;40°49'10.001850"N 39°46'19.078959"W 30000.00ft;400.4km/h;-78.77°;0.00°;
73872.14s;40°50'12.327213"N 39°53'16.711775"W 30000.00ft;398.5km/h;-78.84°;0.00°;
73962.14s;40°51'13.996286"N 40°0'12.960737"W 30000.00ft;397.0km/h;-78.92°;0.00°;
74052.14s;40°52'15.114386"N 40°7'8.508791"W 30000.00ft;396.1km/h;-78.99°;0.00°;
74142.14s;40°53'15.813235"N 40°14'4.240009"W 30000.00ft;396.1km/h;-79.07°;0.00°;
74232.14s;40°54'16.221949"N 40°21'1.046686"W 30000.00ft;396.9km/h;-79.15°;0.00°;
74322.14s;40°55'16.438954"N 40°27'59.634450"W 30000.00ft;398.4km/h;-79.22°;0.00°;
74412.14s;40°56'16.510941"N 40°35'0.367897"W 30000.00ft;400.3km/h;-79.30°;0.00°;
74502.14s;40°57'16.423331"N 40°42'3.190448"W 30000.00ft;402.0km/h;-79.38°;0.00°;
74592.14s;40°58'16.104191"N 40°49'7.635991"W 30000.00ft;403.4km/h;-79.45°;0.00°;
74682.14s;40°59'15.440550"N 40°56'12.929846"W 30000.00ft;404.0km/h;-79.53°;0.00°;
74772.14s;41°0'14.303411"N 41°3'18.157138"W 30000.00ft;403.7km/h;-79.61°;0.00°;
74862.14s;41°1'12.575860"N 41°10'22.461924"W 30000.00ft;402.6km/h;-79.68°;0.00°;
74952.14s;41°2'10.178136"N 41°17'25.233673"W 30000.00ft;401.0km/h;-79.76°;0.00°;
75042.14s;41°3'7.084269"N 41°24'26.240397"W 30000.00ft;399.1km/h;-79.84°;0.00°;
75132.14s;41°4'3.326806"N 41°31'25.679342"W 30000.00ft;397.4km/h;-79.92°;0.00°;
75222.14s;41°4'58.988796"N 41°38'24.134089"W 30000.00ft;396.3km/h;-79.99°;0.00°;
75312.14s;41°5'54.184954"N 41°45'22.447341"W 30000.00ft;396.0km/h;-80.07°;0.00°;
75402.14s;41°6'49.036235"N 41°52'21.537070"W 30000.00ft;396.6km/h;-80.15°;0.00°;
75492.14s;41°7'43.643420"N 41°59'22.196071"W 30000.00ft;397.9km/h;-80.22°;0.00°;
75582.14s;41°8'38.065464"N 42°6'24.918650"W 30000.00ft;399.6km/h;-80.30°;0.00°;
75672.14s;41°9'32.307244"N 42°13'29.792247"W 30000.00ft;401.5km/h;-80.38°;0.00°;
75762.14s;41°10'26.319237"N 42°20'36.477695"W 30000.00ft;403.0km/h;-80.45°;0.00°;
75852.14s;41°11'20.009028"N 42°27'44.282502"W 30000.00ft;403.9km/h;-80.53°;0.00°;
75942.14s;41°12'13.261955"N 42°34'52.311262"W 30000.00ft;403.9km/h;-80.61°;0.00°;
76032.14s;41°13'5.966247"N 42°41'59.660463"W 30000.00ft;403.1km/h;-80.69°;0.00°;
76122.14s;41°13'58.037106"N 42°49'5.615245"W 30000.00ft;401.6km/h;-80.77°;0.00°;
76212.14s;41°14'49.434542"N 42°56'9.805195"W 30000.00ft;399.7km/h;-80.85°;0.00°;
76302.14s;41°15'40.171193"N 43°3'12.285145"W 30000.00ft;398.0km/h;-80.92°;0.00°;
76392.14s;41°16'30.308622"N 43°10'13.523286"W 30000.00ft;396.6km/h;-81.00°;0.00°;
76482.14s;41°17'19.943081"N 43°17'14.299095"W 30000.00ft;396.0km/h;-81.08°;0.00°;
76572.14s;41°18'9.184002"N 43°24'15.533288"W 30000.00ft;396.3km/h;-81.16°;0.00°;
76662.14s;41°18'58.129975"N 43°31'18.086817"W 30000.00ft;397.4km/h;-81.23°;0.00°;
76752.14s;41°19'46.847470"N 43°38'22.572741"W 30000.00ft;399.0km/h;-81.31°;0.00°;
76842.14s;41°20'35.356883"N 43°45'29.222011"W 30000.00ft;400.9km/h;-81.39°;0.00°;
76932.14s;41°21'23.628820"N 43°52'37.832469"W 30000.00ft;402.6km/h;-81.47°;0.00°;
77022.14s;41°22'11.591269"N 43°59'47.812273"W 30000.00ft;403.7km/h;-81.55°;0.00°;
77112.14s;41°22'59.145902"N 44°6'58.308327"W 30000.00ft;404.0km/h;-81.63°;0.00°;
77202.14s;41°23'46.189796"N 44°14'8.391814"W 30000.00ft;403.4km/h;-81.70°;0.00°;
77292.14s;41°24'32.637735"N 44°21'17.260388"W 30000.00ft;402.1km/h;-81.78°;0.00°;
77382.14s;41°25'18.440255"N 44°28'24.412962"W 30000.00ft;400.4km/h;-81.86°;0.00°;
77472.14s;41°26'3.593583"N 44°35'29.758917"W 30000.00ft;398.5km/h;-81.94°;0.00°;
77562.14s;41°26'48.139514"N 44°42'33.637876"W 30000.00ft;397.0km/h;-82.02°;0.00°;
77652.14s;41°27'32.155414"N 44°49'36.745642"W 30000.00ft;396.1km/h;-82.10°;0.00°;
77742.14s;41°28'15.736724"N 44°56'39.982394"W 30000.00ft;396.1km/h;-82.18°;0.00°;
77832.14s;41°28'58.975870"N 45°3'44.256190"W 30000.00ft;396.9km/h;-82.25°;0.00°;
77922.14s;41°29'41.942218"N 45°10'50.284613"W 30000.00ft;398.4km/h;-82.33°;0.00°;
78012.14s;41°30'24.667404"N 45°17'58.437813"W 30000.00ft;400.3km/h;-82.41°;0.00°;
78102.14s;41°31'7.139142"N 45°25'8.657201"W 30000.00ft;402.0km/h;-82.49°;0.00°;
78192.14s;41°31'49.304690"N 45°32'20.467589"W 30000.00ft;403.4km/h;-82.57°;0.00°;
78282.14s;41°32'31.083049"N 45°39'33.080182"W 30000.00ft;404.0km/h;-82.65°;0.00°;
78372.14s;41°33'12.383033"N 45°46'45.564044"W 30000.00ft;403.7km/h;-82.73°;0.00°;
78462.14s;41°33'53.123177"N 45°53'57.048693"W 30000.00ft;402.6km/h;-82.81°;0.00°;
78552.14s;41°34'33.249082"N 46°1'6.913662"W 30000.00ft;401.0km/h;-82.89°;0.00°;
78642.14s;41°35'12.744529"N 46°8'14.923658"W 30000.00ft;399.1km/h;-82.97°;0.00°;
78732.14s;41°35'51.634075"N 46°15'21.279825"W 30000.00ft;397.4km/h;-83.05°;0.00°;
78822.14s;41°36'29.976775"N 46°22'26.575828"W 30000.00ft;396.3km/h;-83.13°;0.00°;
78912.14s;41°37'7.852580"N 46°29'31.668315"W 30000.00ft;396.0km/h;-83.20°;0.00°;
79002.14s;41°37'45.344508"N 46°36'37.489926"W 30000.00ft;396.6km/h;-83.28°;0.00°;
79092.14s;41°38'22.520530"N 46°43'44.845614"W 30000.00ft;397.9km/h;-83.36°;0.00°;
79182.14s;41°38'59.419114"N 46°50'54.236686"W 30000.00ft;399.6km/h;-83.44°;0.00°;
79272.14s;41°39'36.041485"N 46°58'5.750942"W 30000.00ft;401.5km/h;-83.52°;0.00°;
79362.14s;41°40'12.352165"N 47°5'19.042932"W 30000.00ft;403.0km/h;-83.60°;0.00°;
79452.14s;41°40'48.287468"N 47°12'33.408669"W 30000.00ft;403.9km/h;-83.68°;0.00°;
79542.14s;41°41'23.769931"N 47°19'47.938582"W 30000.00ft;403.9km/h;-83.76°;0.00°;
79632.14s;41°41'58.725370"N 47°27'1.715400"W 30000.00ft;403.1km/h;-83.84°;0.00°;
79722.14s;41°42'33.098799"N 47°34'14.013844"W 30000.00ft;401.6km/h;-83.92°;0.00°;
79812.14s;41°43'6.865765"N 47°41'24.458573"W 30000.00ft;399.7km/h;-84.00°;0.00°;
79902.14s;41°43'40.036784"N 47°48'33.105902"W 30000.00ft;398.0km/h;-84.08°;0.00°;
79992.14s;41°44'12.654102"N 47°55'40.431428"W 30000.00ft;396.6km/h;-84.16°;0.00°;
80082.14s;41°44'44.781674"N 48°2'47.226208"W 30000.00ft;396.0km/h;-84.24°;0.00°;
80172.14s;41°45'16.490713"N 48°9'54.424070"W 30000.00ft;396.3km/h;-84.32°;0.00°;
80262.14s;41°45'47.844022"N 48°17'2.897704"W 30000.00ft;397.4km/h;-84.40°;0.00°;
80352.14s;41°46'18.882566"N 48°24'13.267972"W 30000.00ft;399.0km/h;-84.48°;0.00°;
80442.14s;41°46'49.617116"N 48°31'25.768033"W 30000.00ft;400.9km/h;-84.56°;0.00°;
80532.14s;41°47'20.026692"N 48°38'40.191936"W 30000.00ft;402.6km/h;-84.64°;0.00°;
80622.14s;41°47'50.063951"N 48°45'55.938946"W 30000.00ft;403.7km/h;-84.72°;0.00°;
80712.14s;41°48'19.666165"N 48°53'12.143979"W 30000.00ft;404.0km/h;-84.80°;0.00°;
80802.14s;41°48'48.769210"N 49°0'27.865752"W 30000.00ft;403.4km/h;-84.88°;0.00°;
80892.14s;41°49'17.321448"N 49°7'42.291654"W 30000.00ft;402.1km/h;-84.96°;0.00°;
80982.14s;41°49'45.294453"N 49°14'54.914665"W 30000.00ft;400.4km/h;-85.04°;0.00°;
81072.14s;41°50'12.688384"N 49°22'5.643719"W 30000.00ft;398.5km/h;-85.12°;0.00°;
81162.14s;41°50'39.530996"N 49°29'14.823409"W 30000.00ft;397.0km/h;-85.20°;0.00°;
81252.14s;41°51'5.870722"N 49°36'23.158691"W 30000.00ft;396.1km/h;-85.28°;0.00°;
81342.14s;41°51'31.765495"N 49°43'31.560967"W 30000.00ft;396.1km/h;-85.36°;0.00°;
81432.14s;41°51'57.269860"N 49°50'40.949072"W 30000.00ft;396.9km/h;-85.44°;0.00°;
81522.14s;41°52'22.423223"N 49°57'52.048560"W 30000.00ft;398.4km/h;-85.52°;0.00°;
81612.14s;41°52'47.241759"N 50°5'5.233042"W 30000.00ft;400.3km/h;-85.60°;0.00°;
81702.14s;41°53'11.715637"N 50°12'20.442205"W 30000.00ft;402.0km/h;-85.68°;0.00°;
81792.14s;41°53'35.812011"N 50°19'37.194415"W 30000.00ft;403.4km/h;-85.76°;0.00°;
81882.14s;41°53'59.482920"N 50°26'54.691191"W 30000.00ft;404.0km/h;-85.84°;0.00°;
81972.14s;41°54'22.676209"N 50°34'11.990821"W 30000.00ft;403.7km/h;-85.92°;0.00°;
82062.14s;41°54'45.346945"N 50°41'28.213287"W 30000.00ft;402.6km/h;-86.01°;0.00°;
82152.14s;41°55'7.466833"N 50°48'42.731820"W 30000.00ft;401.0km/h;-86.09°;0.00°;
82242.14s;41°55'29.029641"N 50°55'55.309308"W 30000.00ft;399.1km/h;-86.17°;0.00°;
82332.14s;41°55'50.051634"N 51°3'6.149790"W 30000.00ft;397.4km/h;-86.25°;0.00°;
82422.14s;41°56'10.567112"N 51°10'15.853760"W 30000.00ft;396.3km/h;-86.33°;0.00°;
82512.14s;41°56'30.620222"N 51°17'25.287004"W 30000.00ft;396.0km/h;-86.41°;0.00°;
82602.14s;41°56'50.254956"N 51°24'35.391539"W 30000.00ft;396.6km/h;-86.49°;0.00°;
82692.14s;41°57'9.505583"N 51°31'46.979863"W 30000.00ft;397.9km/h;-86.57°;0.00°;
82782.14s;41°57'28.389575"N 51°39'0.557378"W 30000.00ft;399.6km/h;-86.65°;0.00°;
82872.14s;41°57'46.904500"N 51°46'16.211719"W 30000.00ft;401.5km/h;-86.73°;0.00°;
82962.14s;41°58'5.029398"N 51°53'33.593136"W 30000.00ft;403.0km/h;-86.81°;0.00°;
83052.14s;41°58'22.730170"N 52°0'51.990240"W 30000.00ft;403.9km/h;-86.89°;0.00°;
83142.14s;41°58'39.967595"N 52°8'10.484632"W 30000.00ft;403.9km/h;-86.97°;0.00°;
83232.14s;41°58'56.706086"N 52°15'28.150718"W 30000.00ft;403.1km/h;-87.05°;0.00°;
83322.14s;41°59'12.921221"N 52°22'44.257159"W 30000.00ft;401.6km/h;-87.14°;0.00°;
83412.14s;41°59'28.604430"N 52°29'58.426022"W 30000.00ft;399.7km/h;-87.22°;0.00°;
83502.14s;41°59'43.763987"N 52°37'10.714919"W 30000.00ft;398.0km/h;-87.30°;0.00°;
83592.14s;41°59'58.422272"N 52°44'21.604187"W 30000.00ft;396.6km/h;-87.38°;0.00°;
83682.14s;42°0'12.610098"N 52°51'31.891891"W 30000.00ft;396.0km/h;-87.46°;0.00°;
83772.14s;42°0'26.359512"N 52°58'42.519523"W 30000.00ft;396.3km/h;-87.54°;0.00°;
83862.14s;42°0'39.696695"N 53°5'54.366375"W 30000.00ft;397.4km/h;-87.62°;0.00°;
83952.14s;42°0'52.636554"N 53°13'8.057433"W 30000.00ft;399.0km/h;-87.70°;0.00°;
84042.14s;42°1'5.180097"N 53°20'23.826667"W 30000.00ft;400.9km/h;-87.78°;0.00°;
84132.14s;42°1'17.315043"N 53°27'41.465560"W 30000.00ft;402.6km/h;-87.86°;0.00°;
84222.14s;42°1'29.019369"N 53°35'0.368092"W 30000.00ft;403.7km/h;-87.94°;0.00°;
84312.14s;42°1'40.266799"N 53°42'19.662410"W 30000.00ft;404.0km/h;-88.03°;0.00°;
84402.14s;42°1'51.032897"N 53°49'38.400491"W 30000.00ft;403.4km/h;-88.11°;0.00°;
84492.14s;42°2'1.300314"N 53°56'55.764453"W 30000.00ft;402.1km/h;-88.19°;0.00°;
84582.14s;42°2'11.062068"N 54°4'11.244528"W 30000.00ft;400.4km/h;-88.27°;0.00°;
84672.14s;42°2'20.322263"N 54°11'24.749888"W 30000.00ft;398.5km/h;-88.35°;0.00°;
84762.14s;42°2'29.094255"N 54°18'36.628143"W 30000.00ft;397.0km/h;-88.43°;0.00°;
84852.14s;42°2'37.396895"N 54°25'47.589241"W 30000.00ft;396.1km/h;-88.51°;0.00°;
84942.14s;42°2'45.249824"N 54°32'58.550359"W 30000.00ft;396.1km/h;-88.59°;0.00°;
85032.14s;42°2'52.668966"N 54°40'10.435576"W 30000.00ft;396.9km/h;-88.67°;0.00°;
85122.14s;42°2'59.663230"N 54°47'23.974026"W 30000.00ft;398.4km/h;-88.76°;0.00°;
85212.14s;42°3'6.233109"N 54°54'39.540516"W 30000.00ft;400.3km/h;-88.84°;0.00°;
85302.14s;42°3'12.371366"N 55°1'57.073391"W 30000.00ft;402.0km/h;-88.92°;0.00°;
85392.14s;42°3'18.065504"N 55°9'16.087541"W 30000.00ft;403.4km/h;-89.00°;0.00°;
85482.14s;42°3'23.301269"N 55°16'35.779739"W 30000.00ft;404.0km/h;-89.08°;0.00°;
85572.14s;42°3'28.066260"N 55°23'55.203353"W 30000.00ft;403.7km/h;-89.16°;0.00°;
85662.14s;42°3'32.352717"N 55°31'13.474338"W 30000.00ft;402.6km/h;-89.25°;0.00°;
85752.14s;42°3'36.158849"N 55°38'29.963604"W 30000.00ft;401.0km/h;-89.33°;0.00°;
