time;position;tas;heading_angle;climb_angle;
28360.11s;59°51'14.792566"N 12°6'34.349460"E 29999.91ft;694.8km/h;-84.42°;0.00°;
28411.54s;59°51'45.059534"N 11°55'59.134960"E 29999.92ft;693.7km/h;-84.58°;0.00°;
28462.97s;59°52'14.387361"N 11°45'24.147809"E 29999.92ft;693.1km/h;-84.74°;0.00°;
28514.40s;59°52'42.786722"N 11°34'48.942848"E 29999.93ft;693.0km/h;-84.91°;0.00°;
28565.83s;59°53'10.261092"N 11°24'13.066088"E 29999.93ft;693.4km/h;-85.08°;0.00°;
28617.26s;59°53'36.801129"N 11°13'36.087508"E 29999.94ft;694.3km/h;-85.25°;0.00°;
28668.69s;59°54'2.373148"N 11°2'57.631244"E 29999.94ft;695.6km/h;-85.43°;0.00°;
28720.11s;59°54'26.882629"N 10°52'17.398343"E 29999.95ft;697.2km/h;-85.63°;0.00°;
28744.35s;59°54'37.719957"N 10°47'15.203934"E 29999.95ft;698.0km/h;-85.91°;0.00°;
Switched destination to waypoint 5 and corrected position
28795.78s;59°49'15.419951"N 10°47'58.942415"E 29999.95ft;699.8km/h;175.89°;0.00°;
28847.20s;59°43'52.166893"N 10°48'44.980810"E 29999.96ft;701.7km/h;175.90°;0.00°;
28898.63s;59°38'28.105978"N 10°49'30.885579"E 29999.96ft;703.5km/h;175.91°;0.00°;
28950.06s;59°33'3.351980"N 10°50'16.640951"E 29999.96ft;705.0km/h;175.92°;0.00°;
29001.49s;59°27'38.069311"N 10°51'2.224559"E 29999.96ft;706.1km/h;175.93°;0.00°;
29052.92s;59°22'12.460178"N 10°51'47.609266"E 29999.97ft;706.8km/h;175.94°;0.00°;
29104.35s;59°16'46.750010"N 10°52'32.765317"E 29999.97ft;707.0km/h;175.95°;0.00°;
29155.78s;59°11'21.171215"N 10°53'17.662644"E 29999.97ft;706.7km/h;175.97°;0.00°;
29207.20s;59°5'55.946431"N 10°54'2.273180"E 29999.97ft;705.9km/h;175.98°;0.00°;
29258.63s;59°0'31.272482"N 10°54'46.572983"E 29999.98ft;704.7km/h;175.99°;0.00°;
29310.06s;58°55'7.306191"N 10°55'30.544062"E 29999.98ft;703.2km/h;176.00°;0.00°;
29361.49s;58°49'44.153083"N 10°56'14.175737"E 29999.98ft;701.4km/h;176.01°;0.00°;
29412.92s;58°44'21.859779"N 10°56'57.465471"E 29999.98ft;699.5km/h;176.02°;0.00°;
29464.35s;58°39'0.410634"N 10°57'40.419110"E 29999.98ft;697.7km/h;176.03°;0.00°;
29515.78s;58°33'39.728869"N 10°58'23.050514"E 29999.98ft;696.0km/h;176.04°;0.00°;
29567.20s;58°28'19.682103"N 10°59'5.380627"E 29999.98ft;694.6km/h;176.05°;0.00°;
29618.63s;58°23'0.091900"N 10°59'47.436036"E 29999.99ft;693.6km/h;176.06°;0.00°;
29670.06s;58°17'40.746625"N 11°0'29.247155"E 29999.99ft;693.1km/h;176.07°;0.00°;
29721.49s;58°12'21.416706"N 11°1'10.846138"E 29999.99ft;693.0km/h;176.08°;0.00°;
29772.92s;58°7'1.871179"N 11°1'52.264691"E 29999.99ft;693.5km/h;176.09°;0.00°;
29824.35s;58°1'41.894336"N 11°2'33.531942"E 29999.99ft;694.4km/h;176.10°;0.00°;
29875.78s;57°56'21.301280"N 11°3'14.672499"E 29999.99ft;695.8km/h;176.11°;0.00°;
29927.20s;57°50'59.951248"N 11°3'55.704866"E 29999.99ft;697.4km/h;176.12°;0.00°;
29978.63s;57°45'37.757766"N 11°4'36.640300"E 29999.99ft;699.2km/h;176.13°;0.00°;
30030.06s;57°40'14.694881"N 11°5'17.482198"E 29999.99ft;701.1km/h;176.14°;0.00°;
30081.49s;57°34'50.799039"N 11°5'58.226056"E 29999.99ft;702.9km/h;176.15°;0.00°;
30132.92s;57°29'26.166457"N 11°6'38.859996"E 29999.99ft;704.5km/h;176.16°;0.00°;
30184.35s;57°24'0.946195"N 11°7'19.365803"E 29999.99ft;705.8km/h;176.17°;0.00°;
30235.78s;57°18'35.329417"N 11°7'59.720424"E 29999.99ft;706.6km/h;176.18°;0.00°;
30287.20s;57°13'9.535610"N 11°8'39.897778"E 29999.99ft;707.0km/h;176.18°;0.00°;
30338.63s;57°7'43.796775"N 11°9'19.870777"E 29999.99ft;706.9km/h;176.19°;0.00°;
30390.06s;57°2'18.340701"N 11°9'59.613388"E 30000.00ft;706.2km/h;176.20°;0.00°;
30441.49s;56°56'53.374553"N 11°10'39.102607"E 30000.00ft;705.2km/h;176.21°;0.00°;
30492.92s;56°51'29.069940"N 11°11'18.320182"E 30000.00ft;703.7km/h;176.22°;0.00°;
30544.35s;56°46'5.550549"N 11°11'57.253990"E 30000.00ft;702.0km/h;176.23°;0.00°;
30595.78s;56°40'42.883229"N 11°12'35.898952"E 30000.00ft;700.2km/h;176.24°;0.00°;
30647.20s;56°35'21.073175"N 11°13'14.257440"E 30000.00ft;698.3km/h;176.25°;0.00°;
30698.63s;56°30'0.063556"N 11°13'52.339142"E 30000.00ft;696.5km/h;176.26°;0.00°;
30750.06s;56°24'39.739608"N 11°14'30.160410"E 30000.00ft;695.0km/h;176.27°;0.00°;
30801.49s;56°19'19.936910"N 11°15'7.743131"E 30000.00ft;693.9km/h;176.28°;0.00°;
30852.92s;56°14'0.453232"N 11°15'45.113211"E 30000.00ft;693.2km/h;176.28°;0.00°;
30904.35s;56°8'41.063116"N 11°16'22.298792"E 30000.00ft;693.0km/h;176.29°;0.00°;
30955.78s;56°3'21.534125"N 11°16'59.328314"E 30000.00ft;693.3km/h;176.30°;0.00°;
31007.20s;55°58'1.643599"N 11°17'36.228578"E 30000.00ft;694.1km/h;176.31°;0.00°;
31058.63s;55°52'41.194702"N 11°18'13.022940"E 30000.00ft;695.3km/h;176.32°;0.00°;
31110.06s;55°47'20.030619"N 11°18'49.729765"E 30000.00ft;696.8km/h;176.33°;0.00°;
31161.49s;55°41'58.045850"N 11°19'26.361258"E 30000.00ft;698.6km/h;176.34°;0.00°;
31212.92s;55°36'35.193827"N 11°20'2.922737"E 30000.00ft;700.5km/h;176.34°;0.00°;
31264.35s;55°31'11.490269"N 11°20'39.412416"E 30000.00ft;702.3km/h;176.35°;0.00°;
31315.78s;55°25'47.012049"N 11°21'15.821688"E 30000.00ft;704.0km/h;176.36°;0.00°;
31367.20s;55°20'21.891661"N 11°21'52.135905"E 30000.00ft;705.4km/h;176.37°;0.00°;
31418.63s;55°14'56.307673"N 11°22'28.335573"E 30000.00ft;706.4km/h;176.38°;0.00°;
31470.06s;55°9'30.471854"N 11°23'4.397890"E 30000.00ft;706.9km/h;176.39°;0.00°;
31521.49s;55°4'4.613920"N 11°23'40.298502"E 30000.00ft;707.0km/h;176.39°;0.00°;
31572.92s;54°58'38.964973"N 11°24'16.013355"E 30000.00ft;706.5km/h;176.40°;0.00°;
31624.35s;54°53'13.740850"N 11°24'51.520501"E 30000.00ft;705.6km/h;176.41°;0.00°;
31675.78s;54°47'49.126567"N 11°25'26.801747"E 30000.00ft;704.2km/h;176.42°;0.00°;
31727.20s;54°42'25.262982"N 11°26'1.844005"E 30000.00ft;702.6km/h;176.43°;0.00°;
31778.63s;54°37'2.236647"N 11°26'36.640273"E 30000.00ft;700.8km/h;176.43°;0.00°;
31830.06s;54°31'40.073570"N 11°27'11.190168"E 30000.00ft;698.9km/h;176.44°;0.00°;
31881.49s;54°26'18.737338"N 11°27'45.499979"E 30000.00ft;697.1km/h;176.45°;0.00°;
31932.92s;54°20'58.131745"N 11°28'19.582244"E 30000.00ft;695.5km/h;176.46°;0.00°;
31984.35s;54°15'38.107725"N 11°28'53.454879"E 30000.00ft;694.2km/h;176.47°;0.00°;
32035.78s;54°10'18.474098"N 11°29'27.139935"E 30000.00ft;693.4km/h;176.47°;0.00°;
32087.20s;54°4'59.011348"N 11°30'0.662058"E 30000.00ft;693.0km/h;176.48°;0.00°;
32138.63s;53°59'39.487449"N 11°30'34.046791"E 30000.00ft;693.1km/h;176.49°;0.00°;
32190.06s;53°54'19.674585"N 11°31'7.318808"E 30000.00ft;693.8km/h;176.50°;0.00°;
32241.49s;53°48'59.365577"N 11°31'40.500235"E 30000.00ft;694.8km/h;176.50°;0.00°;
32292.92s;53°43'38.388812"N 11°32'13.609164"E 30000.00ft;696.3km/h;176.51°;0.00°;
32344.35s;53°38'16.620617"N 11°32'46.658464"E 30000.00ft;698.0km/h;176.52°;0.00°;
32395.78s;53°32'53.994175"N 11°33'19.654981"E 30000.00ft;699.8km/h;176.53°;0.00°;
32447.20s;53°27'30.504341"N 11°33'52.599175"E 30000.00ft;701.7km/h;176.53°;0.00°;
32498.63s;53°22'6.208017"N 11°34'25.485213"E 30000.00ft;703.5km/h;176.54°;0.00°;
32550.06s;53°16'41.220054"N 11°34'58.301519"E 30000.00ft;705.0km/h;176.55°;0.00°;
32601.49s;53°11'15.704973"N 11°35'31.031727"E 30000.00ft;706.1km/h;176.56°;0.00°;
32652.92s;53°5'49.865113"N 11°36'3.655970"E 30000.00ft;706.8km/h;176.56°;0.00°;
32704.35s;53°0'23.926045"N 11°36'36.152408"E 30000.00ft;707.0km/h;176.57°;0.00°;
32755.78s;52°54'58.120320"N 11°37'8.498882"E 30000.00ft;706.7km/h;176.58°;0.00°;
32807.20s;52°49'32.670709"N 11°37'40.674576"E 30000.00ft;705.9km/h;176.58°;0.00°;
32858.63s;52°44'7.774142"N 11°38'12.661571"E 30000.00ft;704.7km/h;176.59°;0.00°;
32910.06s;52°38'43.587523"N 11°38'44.446174"E 30000.00ft;703.2km/h;176.60°;0.00°;
32961.49s;52°33'20.216417"N 11°39'16.019932"E 30000.00ft;701.4km/h;176.61°;0.00°;
33012.92s;52°27'57.707442"N 11°39'47.380260"E 30000.00ft;699.5km/h;176.61°;0.00°;
33064.35s;52°22'36.044911"N 11°40'18.530652"E 30000.00ft;697.7km/h;176.62°;0.00°;
33115.78s;52°17'15.151964"N 11°40'49.480444"E 30000.00ft;696.0km/h;176.63°;0.00°;
33167.20s;52°11'54.896103"N 11°41'20.244165"E 30000.00ft;694.6km/h;176.63°;0.00°;
33218.63s;52°6'35.098748"N 11°41'50.840521"E 30000.00ft;693.6km/h;176.64°;0.00°;
33270.06s;52°1'15.548106"N 11°42'21.291087"E 30000.00ft;693.1km/h;176.65°;0.00°;
33321.49s;51°55'56.014437"N 11°42'51.618805"E 30000.00ft;693.0km/h;176.65°;0.00°;
33372.92s;51°50'36.266614"N 11°43'21.846385"E 30000.00ft;693.5km/h;176.66°;0.00°;
33424.35s;51°45'16.088780"N 11°43'51.994752"E 30000.00ft;694.4km/h;176.67°;0.00°;
33475.78s;51°39'55.295913"N 11°44'22.081613"E 30000.00ft;695.8km/h;176.67°;0.00°;
33527.20s;51°34'33.747157"N 11°44'52.120279"E 30000.00ft;697.4km/h;176.68°;0.00°;
33578.63s;51°29'11.355979"N 11°45'22.118804"E 30000.00ft;699.2km/h;176.69°;0.00°;
33630.06s;51°23'48.096407"N 11°45'52.079509"E 30000.00ft;701.1km/h;176.69°;0.00°;
33681.49s;51°18'24.004904"N 11°46'21.998922"E 30000.00ft;702.9km/h;176.70°;0.00°;
33732.92s;51°12'59.177743"N 11°46'51.868135"E 30000.00ft;704.5km/h;176.71°;0.00°;
33784.35s;51°7'33.764067"N 11°47'21.673542"E 30000.00ft;705.8km/h;176.71°;0.00°;
33835.78s;51°2'7.955143"N 11°47'51.397913"E 30000.00ft;706.6km/h;176.72°;0.00°;
33887.20s;50°56'41.970580"N 11°48'21.021722"E 30000.00ft;707.0km/h;176.73°;0.00°;
33938.63s;50°51'16.042499"N 11°48'50.524618"E 30000.00ft;706.9km/h;176.73°;0.00°;
33990.06s;50°45'50.398806"N 11°49'19.886953"E 30000.00ft;706.2km/h;176.74°;0.00°;
34041.49s;50°40'25.246764"N 11°49'49.091242"E 30000.00ft;705.2km/h;176.75°;0.00°;
34092.92s;50°35'0.758059"N 11°50'18.123453"E 30000.00ft;703.7km/h;176.75°;0.00°;
34144.35s;50°29'37.056425"N 11°50'46.974047"E 30000.00ft;702.0km/h;176.76°;0.00°;
34195.78s;50°24'14.208724"N 11°51'15.638676"E 30000.00ft;700.2km/h;176.76°;0.00°;
34247.20s;50°18'52.220130"N 11°51'44.118515"E 30000.00ft;698.3km/h;176.77°;0.00°;
34298.63s;50°13'31.033755"N 11°52'12.420189"E 30000.00ft;696.5km/h;176.78°;0.00°;
34350.06s;50°8'10.534751"N 11°52'40.555307"E 30000.00ft;695.0km/h;176.78°;0.00°;
34401.49s;50°2'50.558584"N 11°53'8.539654"E 30000.00ft;693.9km/h;176.79°;0.00°;
34452.92s;49°57'30.902898"N 11°53'36.392074"E 30000.00ft;693.2km/h;176.79°;0.00°;
34504.35s;49°52'11.342098"N 11°54'4.133151"E 30000.00ft;693.0km/h;176.80°;0.00°;
34555.78s;49°46'51.643609"N 11°54'31.783777"E 30000.00ft;693.3km/h;176.81°;0.00°;
34607.20s;49°41'31.584644"N 11°54'59.363693"E 30000.00ft;694.1km/h;176.81°;0.00°;
34658.63s;49°36'10.968257"N 11°55'26.890142"E 30000.00ft;695.3km/h;176.82°;0.00°;
34710.06s;49°30'49.637544"N 11°55'54.376692"E 30000.00ft;696.8km/h;176.82°;0.00°;
34761.49s;49°25'27.486950"N 11°56'21.832344"E 30000.00ft;698.6km/h;176.83°;0.00°;
34812.92s;49°20'4.469878"N 11°56'49.260965"E 30000.00ft;700.5km/h;176.84°;0.00°;
34864.35s;49°14'40.602053"N 11°57'16.661102"E 30000.00ft;702.3km/h;176.84°;0.00°;
34915.78s;49°9'15.960386"N 11°57'44.026168"E 30000.00ft;704.0km/h;176.85°;0.00°;
34967.20s;49°3'50.677434"N 11°58'11.345006"E 30000.00ft;705.4km/h;176.85°;0.00°;
35018.63s;48°58'24.931848"N 11°58'38.602769"E 30000.00ft;706.4km/h;176.86°;0.00°;
35070.06s;48°52'58.935496"N 11°59'5.782064"E 30000.00ft;706.9km/h;176.86°;0.00°;
35121.49s;48°47'32.918196"N 11°59'32.864262"E 30000.00ft;707.0km/h;176.87°;0.00°;
35172.92s;48°42'7.111153"N 11°59'59.830894"E 30000.00ft;706.5km/h;176.88°;0.00°;
35224.35s;48°36'41.730294"N 12°0'26.665020"E 30000.00ft;705.6km/h;176.88°;0.00°;
35275.78s;48°31'16.960707"N 12°0'53.352479"E 30000.00ft;704.2km/h;176.89°;0.00°;
35327.20s;48°25'52.943301"N 12°1'19.882930"E 30000.00ft;702.6km/h;176.89°;0.00°;
35378.63s;48°20'29.764650"N 12°1'46.250611"E 30000.00ft;700.8km/h;176.90°;0.00°;
35430.06s;48°15'7.450754"N 12°2'12.454766"E 30000.00ft;698.9km/h;176.90°;0.00°;
35481.49s;48°9'45.965165"N 12°2'38.499705"E 30000.00ft;697.1km/h;176.91°;0.00°;
35532.92s;48°4'25.211614"N 12°3'4.394503"E 30000.00ft;695.5km/h;176.91°;0.00°;
35584.35s;47°59'5.040951"N 12°3'30.152366"E 30000.00ft;694.2km/h;176.92°;0.00°;
35635.78s;47°53'45.261892"N 12°3'55.789691"E 30000.00ft;693.4km/h;176.93°;0.00°;
35687.20s;47°48'25.654810"N 12°4'21.324916"E 30000.00ft;693.0km/h;176.93°;0.00°;
35738.63s;47°43'5.987562"N 12°4'46.777224"E 30000.00ft;693.1km/h;176.94°;0.00°;
35790.06s;47°37'46.032223"N 12°5'12.165203"E 30000.00ft;693.8km/h;176.94°;0.00°;
35841.49s;47°32'25.581515"N 12°5'37.505561"E 30000.00ft;694.8km/h;176.95°;0.00°;
35892.92s;47°27'4.463746"N 12°6'2.811976"E 30000.00ft;696.3km/h;176.95°;0.00°;
35944.35s;47°21'42.555186"N 12°6'28.094179"E 30000.00ft;698.0km/h;176.96°;0.00°;
35995.78s;47°16'19.788986"N 12°6'53.357319"E 30000.00ft;699.8km/h;176.96°;0.00°;
36047.20s;47°10'56.159999"N 12°7'18.601670"E 30000.00ft;701.7km/h;176.97°;0.00°;
36098.63s;47°5'31.725150"N 12°7'43.822678"E 30000.00ft;703.5km/h;176.97°;0.00°;
36150.06s;47°0'6.599336"N 12°8'9.011366"E 30000.00ft;705.0km/h;176.98°;0.00°;
36201.49s;46°54'40.947145"N 12°8'34.155047"E 30000.00ft;706.1km/h;176.98°;0.00°;
36252.92s;46°49'14.970995"N 12°8'59.238298"E 30000.00ft;706.8km/h;176.99°;0.00°;
36304.35s;46°43'48.896548"N 12°9'24.244127"E 30000.00ft;707.0km/h;176.99°;0.00°;
36355.78s;46°38'22.956441"N 12°9'49.155239"E 30000.00ft;706.7km/h;177.00°;0.00°;
36407.20s;46°32'57.373525"N 12°10'13.955322"E 30000.00ft;705.9km/h;177.00°;0.00°;
36458.63s;46°27'32.344801"N 12°10'38.630246"E 30000.00ft;704.7km/h;177.01°;0.00°;
36510.06s;46°22'8.027222"N 12°11'3.169097"E 30000.00ft;703.2km/h;177.01°;0.00°;
36561.49s;46°16'44.526380"N 12°11'27.564979"E 30000.00ft;701.4km/h;177.02°;0.00°;
36612.92s;46°11'21.888900"N 12°11'51.815518"E 30000.00ft;699.5km/h;177.02°;0.00°;
36664.35s;46°6'0.099071"N 12°12'15.923037"E 30000.00ft;697.7km/h;177.03°;0.00°;
36715.78s;46°0'39.079988"N 12°12'39.894397"E 30000.00ft;696.0km/h;177.03°;0.00°;
36767.20s;45°55'18.699090"N 12°13'3.740509"E 30000.00ft;694.6km/h;177.04°;0.00°;
36818.63s;45°49'58.777713"N 12°13'27.475561"E 30000.00ft;693.6km/h;177.04°;0.00°;
36870.06s;45°44'39.103971"N 12°13'51.116016"E 30000.00ft;693.1km/h;177.05°;0.00°;
36921.49s;45°39'19.448028"N 12°14'14.679451"E 30000.00ft;693.0km/h;177.05°;0.00°;
36972.92s;45°33'59.578661"N 12°14'38.183320"E 30000.00ft;693.5km/h;177.06°;0.00°;
37024.35s;45°28'39.279926"N 12°15'1.643741"E 30000.00ft;694.4km/h;177.06°;0.00°;
37075.78s;45°23'18.366728"N 12°15'25.074374"E 30000.00ft;695.8km/h;177.07°;0.00°;
37127.20s;45°17'56.698155"N 12°15'48.485496"E 30000.00ft;697.4km/h;177.07°;0.00°;
37178.63s;45°12'34.187641"N 12°16'11.883315"E 30000.00ft;699.2km/h;177.08°;0.00°;
37230.06s;45°7'10.809203"N 12°16'35.269578"E 30000.00ft;701.1km/h;177.08°;0.00°;
37281.49s;45°1'46.599318"N 12°16'58.641515"E 30000.00ft;702.9km/h;177.09°;0.00°;
37332.92s;44°56'21.654290"N 12°17'21.992092"E 30000.00ft;704.5km/h;177.09°;0.00°;
37384.35s;44°50'56.123316"N 12°17'45.310580"E 30000.00ft;705.8km/h;177.10°;0.00°;
37435.78s;44°45'30.197728"N 12°18'8.583378"E 30000.00ft;706.6km/h;177.10°;0.00°;
37487.20s;44°40'4.097209"N 12°18'31.795042"E 30000.00ft;707.0km/h;177.10°;0.00°;
37538.63s;44°34'38.053955"N 12°18'54.929438"E 30000.00ft;706.9km/h;177.11°;0.00°;
37590.06s;44°29'12.295944"N 12°19'17.970932"E 30000.00ft;706.2km/h;177.11°;0.00°;
37641.49s;44°23'47.030504"N 12°19'40.905542"E 30000.00ft;705.2km/h;177.12°;0.00°;
37692.92s;44°18'22.429370"N 12°20'3.721962"E 30000.00ft;703.7km/h;177.12°;0.00°;
37744.35s;44°12'58.616306"N 12°20'26.412387"E 30000.00ft;702.0km/h;177.13°;0.00°;
37795.78s;44°7'35.658186"N 12°20'48.973075"E 30000.00ft;700.2km/h;177.13°;0.00°;
37847.20s;44°2'13.560173"N 12°21'11.404628"E 30000.00ft;698.3km/h;177.14°;0.00°;
37898.63s;43°56'52.265347"N 12°21'33.711945"E 30000.00ft;696.5km/h;177.14°;0.00°;
37950.06s;43°51'31.658808"N 12°21'55.903873"E 30000.00ft;695.0km/h;177.14°;0.00°;
38001.49s;43°46'11.575959"N 12°22'17.992579"E 30000.00ft;693.9km/h;177.15°;0.00°;
38052.92s;43°40'51.814366"N 12°22'39.992683"E 30000.00ft;693.2km/h;177.15°;0.00°;
38104.35s;43°35'32.148350"N 12°23'1.920221"E 30000.00ft;693.0km/h;177.16°;0.00°;
38155.78s;43°30'12.345254"N 12°23'23.791510"E 30000.00ft;693.3km/h;177.16°;0.00°;
38207.20s;43°24'52.182211"N 12°23'45.622004"E 30000.00ft;694.1km/h;177.17°;0.00°;
38258.63s;43°19'31.462207"N 12°24'7.425210"E 30000.00ft;695.3km/h;177.17°;0.00°;
38310.06s;43°14'10.028284"N 12°24'29.211756"E 30000.00ft;696.8km/h;177.18°;0.00°;
38361.49s;43°8'47.774850"N 12°24'50.988668"E 30000.00ft;698.6km/h;177.18°;0.00°;
38412.92s;43°3'24.655290"N 12°25'12.758905"E 30000.00ft;700.5km/h;177.18°;0.00°;
38464.35s;42°58'0.685332"N 12°25'34.521193"E 30000.00ft;702.3km/h;177.19°;0.00°;
38515.78s;42°52'35.941905"N 12°25'56.270164"E 30000.00ft;704.0km/h;177.19°;0.00°;
38567.20s;42°47'10.557603"N 12°26'17.996775"E 30000.00ft;705.4km/h;177.20°;0.00°;
38618.63s;42°41'44.711126"N 12°26'39.689002"E 30000.00ft;706.4km/h;177.20°;0.00°;
38670.06s;42°36'18.614399"N 12°27'1.332726"E 30000.00ft;706.9km/h;177.21°;0.00°;
38721.49s;42°30'52.497298"N 12°27'22.912765"E 30000.00ft;707.0km/h;177.21°;0.00°;
38772.92s;42°25'26.591083"N 12°27'44.413960"E 30000.00ft;706.5km/h;177.21°;0.00°;
38824.35s;42°20'1.111727"N 12°28'5.822245"E 30000.00ft;705.6km/h;177.22°;0.00°;
38875.78s;42°14'36.244347"N 12°28'27.125584"E 30000.00ft;704.2km/h;177.22°;0.00°;
38927.20s;42°9'12.129858"N 12°28'48.314694"E 30000.00ft;702.6km/h;177.23°;0.00°;
38978.63s;42°3'48.854802"N 12°29'9.383368"E 30000.00ft;700.8km/h;177.23°;0.00°;
39030.06s;41°58'26.445073"N 12°29'30.327871"E 30000.00ft;698.9km/h;177.24°;0.00°;
39075.60s;41°53'41.619142"N 12°29'48.763863"E 30000.00ft;697.3km/h;177.24°;0.00°;
Switched destination to waypoint 6 and corrected position
39127.03s;41°53'55.277478"N 12°22'35.810665"E 30000.00ft;695.7km/h;-91.54°;0.00°;
39178.46s;41°53'46.205340"N 12°15'25.143600"E 30000.00ft;694.4km/h;-91.62°;0.00°;
39229.89s;41°53'36.697013"N 12°8'15.071971"E 30000.00ft;693.5km/h;-91.70°;0.00°;
39281.31s;41°53'26.747556"N 12°1'5.305300"E 30000.00ft;693.0km/h;-91.78°;0.00°;
39332.74s;41°53'16.350343"N 11°53'55.533850"E 30000.00ft;693.1km/h;-91.86°;0.00°;
39384.17s;41°53'5.497533"N 11°46'45.451085"E 30000.00ft;693.7km/h;-91.94°;0.00°;
39435.60s;41°52'54.180673"N 11°39'34.775887"E 30000.00ft;694.7km/h;-92.02°;0.00°;
39487.03s;41°52'42.391378"N 11°32'23.272949"E 30000.00ft;696.1km/h;-92.10°;0.00°;
39538.46s;41°52'30.122055"N 11°25'10.769849"E 30000.00ft;697.8km/h;-92.18°;0.00°;
39589.89s;41°52'17.366596"N 11°17'57.169594"E 30000.00ft;699.6km/h;-92.26°;0.00°;
39641.31s;41°52'4.120985"N 11°10'42.457719"E 30000.00ft;701.5km/h;-92.34°;0.00°;
39692.74s;41°51'50.383771"N 11°3'26.703438"E 30000.00ft;703.3km/h;-92.42°;0.00°;
39744.17s;41°51'36.156346"N 10°56'10.054753"E 30000.00ft;704.8km/h;-92.51°;0.00°;
39795.60s;41°51'21.443014"N 10°48'52.727893"E 30000.00ft;706.0km/h;-92.59°;0.00°;
39847.03s;41°51'6.250821"N 10°41'34.991829"E 30000.00ft;706.7km/h;-92.67°;0.00°;
39898.46s;41°50'50.589145"N 10°34'17.148993"E 30000.00ft;707.0km/h;-92.75°;0.00°;
39949.89s;41°50'34.469083"N 10°26'59.513586"E 30000.00ft;706.8km/h;-92.83°;0.00°;
40001.31s;41°50'17.902658"N 10°19'42.389048"E 30000.00ft;706.0km/h;-92.91°;0.00°;
40052.74s;41°50'0.901917"N 10°12'26.046310"E 30000.00ft;704.9km/h;-92.99°;0.00°;
40104.17s;41°49'43.477974"N 10°5'10.704388"E 30000.00ft;703.4km/h;-93.07°;0.00°;
40155.60s;41°49'25.640090"N 9°57'56.514739"E 30000.00ft;701.6km/h;-93.16°;0.00°;
40207.03s;41°49'7.394857"N 9°50'43.550481"E 30000.00ft;699.7km/h;-93.24°;0.00°;
40258.46s;41°48'48.745560"N 9°43'31.801268"E 30000.00ft;697.9km/h;-93.32°;0.00°;
40309.89s;41°48'29.691773"N 9°36'21.174186"E 30000.00ft;696.2km/h;-93.40°;0.00°;
40361.31s;41°48'10.229241"N 9°29'11.500600"E 30000.00ft;694.8km/h;-93.48°;0.00°;
40412.74s;41°47'50.350049"N 9°22'2.548454"E 30000.00ft;693.7km/h;-93.56°;0.00°;
40464.17s;41°47'30.043099"N 9°14'54.039140"E 30000.00ft;693.1km/h;-93.64°;0.00°;
40515.60s;41°47'9.294846"N 9°7'45.667725"E 30000.00ft;693.0km/h;-93.72°;0.00°;
40567.03s;41°46'48.090253"N 9°0'37.125057"E 30000.00ft;693.4km/h;-93.80°;0.00°;
40618.46s;41°46'26.413908"N 8°53'28.120176"E 30000.00ft;694.3km/h;-93.88°;0.00°;
40669.89s;41°46'4.251198"N 8°46'18.401400"E 30000.00ft;695.6km/h;-93.96°;0.00°;
40721.31s;41°45'41.589471"N 8°39'7.774578"E 30000.00ft;697.2km/h;-94.04°;0.00°;
40772.74s;41°45'18.419094"N 8°31'56.117184"E 30000.00ft;699.0km/h;-94.12°;0.00°;
40824.17s;41°44'54.734311"N 8°24'43.387237"E 30000.00ft;700.9km/h;-94.20°;0.00°;
40875.60s;41°44'30.533841"N 8°17'29.626424"E 30000.00ft;702.7km/h;-94.28°;0.00°;
40927.03s;41°44'5.821157"N 8°10'14.957171"E 30000.00ft;704.3km/h;-94.36°;0.00°;
40978.46s;41°43'40.604409"N 8°2'59.573910"E 30000.00ft;705.6km/h;-94.44°;0.00°;
41029.89s;41°43'14.895993"N 7°55'43.729148"E 30000.00ft;706.5km/h;-94.52°;0.00°;
41081.31s;41°42'48.711775"N 7°48'27.715356"E 30000.00ft;707.0km/h;-94.60°;0.00°;
41132.74s;41°42'22.070027"N 7°41'11.843990"E 30000.00ft;706.9km/h;-94.68°;0.00°;
41184.17s;41°41'54.990144"N 7°33'56.423149"E 30000.00ft;706.3km/h;-94.76°;0.00°;
41235.60s;41°41'27.491225"N 7°26'41.735481"E 30000.00ft;705.3km/h;-94.84°;0.00°;
41287.03s;41°40'59.590635"N 7°19'28.017945"E 30000.00ft;703.9km/h;-94.92°;0.00°;
41338.46s;41°40'31.302649"N 7°12'15.444868"E 30000.00ft;702.2km/h;-95.00°;0.00°;
41389.89s;41°40'2.637289"N 7°5'4.115528"E 30000.00ft;700.4km/h;-95.08°;0.00°;
41441.31s;41°39'33.599446"N 6°57'54.047150"E 30000.00ft;698.5km/h;-95.16°;0.00°;
41492.74s;41°39'4.188374"N 6°50'45.173828"E 30000.00ft;696.7km/h;-95.24°;0.00°;
41544.17s;41°38'34.397589"N 6°43'37.351429"E 30000.00ft;695.2km/h;-95.32°;0.00°;
41595.60s;41°38'4.215205"N 6°36'30.368140"E 30000.00ft;694.0km/h;-95.40°;0.00°;
41647.03s;41°37'33.624683"N 6°29'23.959886"E 30000.00ft;693.3km/h;-95.48°;0.00°;
41698.46s;41°37'2.605960"N 6°22'17.829508"E 30000.00ft;693.0km/h;-95.56°;0.00°;
